,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
24,24,3,Sat,2018-08-25,15:00,Bournemouth,2.2,0.6,Everton,"10,654",Vitality Stadium,Lee Probert,/en/matches/b9a56747/Bournemouth-Everton-August-25-2018-Premier-League,2,2,4-4-2,4-4-1-1,12.0,10.0,6.0,2.0,22.0,15.0,540.0,557.0,17.0,21.0,8.0,12.0,15.0,18.0,17.0,32.0,5.0,0.0,9.0,10.0,28.0,24.0,60.0,81.0,0.0,1.0,0.0,3.0,1.0,0.0,Asmir Begović,Steve Cook,Dan Gosling,Nathan Aké,Andrew Surman,Charlie Daniels,Callum Wilson,Adam Smith,Joshua King,David Brooks,Ryan Fraser,Artur Boruc,Simon Francis,Jefferson Lerma,Lys Mousset,Jordon Ibe,Lewis Cook,Jordan Pickford,Mason Holgate,Leighton Baines,Michael Keane,Gylfi Sigurðsson,Theo Walcott,Cenk Tosun,Idrissa Gana Gueye,Séamus Coleman,Tom Davies,Richarlison,Maarten Stekelenburg,Kurt Zouma,Lucas Digne,Oumar Niasse,Bernard,Kieran Dowell
25,25,3,Sat,2018-08-25,17:30,Liverpool,1.6,0.6,Brighton,"53,294",Anfield,Chris Kavanagh,/en/matches/db5e61cc/Liverpool-Brighton-and-Hove-Albion-August-25-2018-Premier-League,1,0,4-3-3,4-5-1,8.0,14.0,8.0,5.0,24.0,11.0,919.0,497.0,21.0,21.0,9.0,29.0,18.0,19.0,10.0,38.0,1.0,3.0,6.0,8.0,21.0,17.0,56.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Jordan Henderson,Daniel Sturridge,Alberto Moreno,Adam Lallana,Xherdan Shaqiri,Mathew Ryan,Gaëtan Bong,Shane Duffy,Dale Stephens,Yves Bissouma,Anthony Knockaert,Leon Balogun,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,David Button,Markus Suttner,Beram Kayal,Jürgen Locadia,Pascal Groß,Alireza Jahanbakhsh
26,26,3,Sun,2018-08-26,13:30,Watford,1.2,1.0,Crystal Palace,"20,014",Vicarage Road Stadium,Anthony Taylor,/en/matches/6ad36993/Watford-Crystal-Palace-August-26-2018-Premier-League,2,1,4-2-2-2,4-4-2,14.0,11.0,6.0,3.0,18.0,9.0,491.0,608.0,26.0,19.0,19.0,5.0,24.0,23.0,16.0,30.0,1.0,3.0,13.0,13.0,19.0,33.0,88.0,85.0,4.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Sebastian Prödl,Adrian Mariappa,Isaac Success,Adam Masina,Ken Sema,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Luka Milivojević,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,Christian Benteke,James McArthur,Martin Kelly,Vicente Guaita,Max Meyer,Cheikhou Kouyaté,Alexander Sørloth,Jordan Ayew,Sullay Kaikai
27,27,3,Sun,2018-08-26,16:00,Fulham,1.3,1.5,Burnley,"23,438",Craven Cottage,David Coote,/en/matches/55af3b90/Fulham-Burnley-August-26-2018-Premier-League,4,2,4-3-3,4-4-1-1,11.0,8.0,6.0,4.0,16.0,27.0,706.0,457.0,9.0,21.0,4.0,11.0,13.0,17.0,27.0,21.0,1.0,5.0,9.0,14.0,18.0,21.0,82.0,99.0,2.0,0.0,0.0,1.0,0.0,0.0,Marcus Bettinelli,Denis Odoi,Kevin McDonald,Aleksandar Mitrović,Tom Cairney,André Schürrle,Luciano Vietto,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan,Jean Seri,Fabricio,Ryan Sessegnon,Calum Chambers,Stefan Johansen,Cyrus Christie,Andre-Frank Zambo Anguissa,Joe Hart,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Jeff Hendrick,Ashley Westwood,Stephen Ward,Aaron Lennon,Tom Heaton,Charlie Taylor,Sam Vokes,Ashley Barnes,Ben Gibson,Phil Bardsley
28,28,3,Sun,2018-08-26,16:00,Newcastle Utd,0.2,1.5,Chelsea,"51,791",St. James' Park,Paul Tierney,/en/matches/e8521900/Newcastle-United-Chelsea-August-26-2018-Premier-League,1,2,5-4-1,4-3-3,16.0,8.0,4.0,5.0,17.0,23.0,368.0,1053.0,21.0,17.0,17.0,5.0,11.0,13.0,37.0,22.0,2.0,2.0,8.0,6.0,17.0,20.0,71.0,41.0,3.0,0.0,0.0,1.0,0.0,0.0,Martin Dúbravka,Ciaran Clark,Paul Dummett,Ki Sung-yueng,Fabian Schär,Jacob Murphy,Salomón Rondón,Mohamed Diamé,Matt Ritchie,Federico Fernández,DeAndre Yedlin,Karl Darlow,Yoshinori Mutō,Ayoze Pérez,Joselu,Jamie Sterry,Christian Atsu,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Pedro,Mateo Kovačić,César Azpilicueta,Álvaro Morata,David Luiz,Willy Caballero,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Davide Zappacosta,Willian
29,29,3,Mon,2018-08-27,20:00,Manchester Utd,1.5,1.2,Tottenham,"74,400",Old Trafford,Craig Pawson,/en/matches/4bda33db/Manchester-United-Tottenham-Hotspur-August-27-2018-Premier-League,0,3,3-5-1-1,4-1-2-1-2,11.0,16.0,5.0,2.0,26.0,6.0,656.0,543.0,11.0,23.0,10.0,21.0,24.0,13.0,14.0,26.0,2.0,1.0,4.0,15.0,29.0,25.0,95.0,85.0,2.0,0.0,0.0,3.0,0.0,0.0,David de Gea,Phil Jones,Paul Pogba,Romelu Lukaku,Chris Smalling,Jesse Lingard,Fred,Ander Herrera,Luke Shaw,Antonio Valencia,Nemanja Matić,Lee Grant,Victor Lindelöf,Alexis Sánchez,Marcus Rashford,Ashley Young,Marouane Fellaini,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Harry Kane,Eric Dier,Mousa Dembélé,Dele Alli,Christian Eriksen,Lucas Moura,Michel Vorm,Davinson Sánchez,Harry Winks,Fernando Llorente,Serge Aurier,Ben Davies
30,30,4,Sat,2018-09-01,12:30,Leicester City,1.0,1.0,Liverpool,"32,149",King Power Stadium,Paul Tierney,/en/matches/265bb7a5/Leicester-City-Liverpool-September-1-2018-Premier-League,1,2,4-2-3-1,4-3-3,9.0,12.0,4.0,4.0,17.0,8.0,654.0,631.0,23.0,18.0,6.0,10.0,17.0,17.0,28.0,26.0,3.0,2.0,7.0,4.0,25.0,31.0,71.0,71.0,3.0,0.0,0.0,2.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Demarai Gray,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Rachid Ghezzal,Danny Ward,Jonny Evans,Kelechi Iheanacho,Daniel Amartey,Shinji Okazaki,Vicente Iborra,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Naby Keïta,Daniel Sturridge,Alberto Moreno,Adam Lallana,Xherdan Shaqiri
31,31,4,Sat,2018-09-01,15:00,Crystal Palace,2.4,2.7,Southampton,"25,495",Selhurst Park,Martin Atkinson,/en/matches/2909fa0b/Crystal-Palace-Southampton-September-1-2018-Premier-League,0,2,4-4-2,4-4-2,11.0,12.0,7.0,4.0,24.0,22.0,624.0,608.0,16.0,19.0,12.0,9.0,33.0,20.0,29.0,37.0,0.0,1.0,12.0,10.0,18.0,23.0,85.0,96.0,1.0,0.0,0.0,1.0,0.0,0.0,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,Andros Townsend,Mamadou Sakho,Jordan Ayew,Jeffrey Schlupp,Christian Benteke,James McArthur,Aaron Wan-Bissaka,Martin Kelly,Vicente Guaita,Joel Ward,Max Meyer,Cheikhou Kouyaté,Alexander Sørloth,Jason Puncheon,Alex McCarthy,Cédric Soares,Jannik Vestergaard,Wesley Hoedt,Shane Long,Danny Ings,Mohamed Elyounoussi,Mario Lemina,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Angus Gunn,Maya Yoshida,Steven Davis,Charlie Austin,Oriol Romeu,James Ward-Prowse
32,32,4,Sat,2018-09-01,15:00,Brighton,2.8,1.6,Fulham,"30,526",The American Express Community Stadium,Lee Probert,/en/matches/51055c21/Brighton-and-Hove-Albion-Fulham-September-1-2018-Premier-League,2,2,4-4-1-1,4-3-3,12.0,14.0,7.0,1.0,29.0,10.0,520.0,697.0,17.0,14.0,18.0,9.0,15.0,15.0,11.0,28.0,2.0,4.0,8.0,9.0,23.0,21.0,85.0,63.0,3.0,0.0,0.0,3.0,0.0,0.0,Mathew Ryan,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Anthony Knockaert,Pascal Groß,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,David Button,Beram Kayal,Yves Bissouma,Jürgen Locadia,Leon Balogun,Alireza Jahanbakhsh,Marcus Bettinelli,Denis Odoi,Kevin McDonald,Aleksandar Mitrović,André Schürrle,Luciano Vietto,Maxime Le Marchand,Timothy Fosu-Mensah,Jean Seri,Alfie Mawson,Andre-Frank Zambo Anguissa,Fabricio,Ryan Sessegnon,Calum Chambers,Stefan Johansen,Cyrus Christie,Joe Bryan
33,33,4,Sat,2018-09-01,15:00,Chelsea,1.1,0.9,Bournemouth,"40,178",Stamford Bridge,Lee Mason,/en/matches/95fc9c84/Chelsea-Bournemouth-September-1-2018-Premier-League,2,0,4-3-3,3-4-3,10.0,7.0,7.0,6.0,25.0,15.0,858.0,431.0,12.0,14.0,7.0,13.0,18.0,12.0,25.0,38.0,2.0,1.0,12.0,9.0,19.0,20.0,58.0,56.0,2.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Mateo Kovačić,Willian,César Azpilicueta,Álvaro Morata,David Luiz,Willy Caballero,Ross Barkley,Pedro,Ruben Loftus-Cheek,Olivier Giroud,Davide Zappacosta,Asmir Begović,Simon Francis,Steve Cook,Dan Gosling,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Joshua King,Diego Rico,Ryan Fraser,Artur Boruc,Andrew Surman,Lys Mousset,Jordon Ibe,Lewis Cook,David Brooks
34,34,4,Sat,2018-09-01,15:00,Everton,0.8,0.4,Huddersfield,"38,767",Goodison Park,Stuart Attwell,/en/matches/a3a1e07f/Everton-Huddersfield-Town-September-1-2018-Premier-League,1,1,4-2-3-1,5-4-1,13.0,14.0,4.0,3.0,19.0,20.0,621.0,506.0,15.0,30.0,8.0,17.0,26.0,31.0,33.0,22.0,1.0,0.0,8.0,11.0,25.0,30.0,72.0,91.0,3.0,0.0,0.0,3.0,0.0,0.0,Jordan Pickford,Mason Holgate,Kurt Zouma,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Cenk Tosun,Morgan Schneiderlin,Séamus Coleman,Tom Davies,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Oumar Niasse,Kieran Dowell,Ademola Lookman,Tyias Browning,Jonas Lössl,Terence Kongolo,Philip Billing,Aaron Mooy,Adama Diakhaby,Chris Löwe,Rajiv van La Parra,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Ryan Schofield,Elias Kachunga,Isaac Mbenza,Danny Williams,Laurent Depoitre,Alex Pritchard
35,35,4,Sat,2018-09-01,15:00,West Ham,1.1,1.0,Wolves,"56,947",London Stadium,Chris Kavanagh,/en/matches/c600b8ae/West-Ham-United-Wolverhampton-Wanderers-September-1-2018-Premier-League,0,1,4-2-3-1,3-4-3,10.0,11.0,4.0,4.0,18.0,16.0,601.0,649.0,22.0,25.0,9.0,12.0,14.0,24.0,19.0,22.0,1.0,0.0,9.0,9.0,24.0,19.0,63.0,77.0,2.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Fabián Balbuena,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Carlos Sánchez,Jack Wilshere,Issa Diop,Ryan Fredericks,Michail Antonio,Adrián,Pablo Zabaleta,Pedro Obiang,Mark Noble,Javier Hernández,Andriy Yarmolenko,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Morgan Gibbs-White,Romain Saïss,Rúben Vinagre,Kortney Hause,Léo Bonatini
36,36,4,Sat,2018-09-01,17:30,Manchester City,2.0,0.5,Newcastle Utd,"53,946",Etihad Stadium,Kevin Friend,/en/matches/f74a4680/Manchester-City-Newcastle-United-September-1-2018-Premier-League,2,1,4-1-3-2,5-4-1,5.0,13.0,4.0,0.0,21.0,4.0,915.0,367.0,9.0,18.0,6.0,17.0,12.0,15.0,9.0,40.0,2.0,1.0,3.0,14.0,31.0,8.0,57.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson,Kyle Walker,John Stones,Raheem Sterling,Sergio Agüero,Aymeric Laporte,David Silva,Benjamin Mendy,Fernandinho,Riyad Mahrez,Gabriel Jesus,Arijanet Muric,Vincent Kompany,İlkay Gündoğan,Fabian Delph,Bernardo Silva,Nicolás Otamendi,Martin Dúbravka,Ciaran Clark,Paul Dummett,Ki Sung-yueng,Jamaal Lascelles,Salomón Rondón,Mohamed Diamé,Kenedy,Ayoze Pérez,Federico Fernández,DeAndre Yedlin,Karl Darlow,Jacob Murphy,Yoshinori Mutō,Joselu,Jamie Sterry,Christian Atsu
37,37,4,Sun,2018-09-02,13:30,Cardiff City,1.0,1.7,Arsenal,"32,316",Cardiff City Stadium,Anthony Taylor,/en/matches/c1503e09/Cardiff-City-Arsenal-September-2-2018-Premier-League,2,3,4-4-2,4-2-3-1,12.0,14.0,3.0,9.0,19.0,19.0,387.0,786.0,12.0,11.0,15.0,11.0,24.0,22.0,34.0,23.0,3.0,1.0,5.0,14.0,7.0,23.0,63.0,74.0,3.0,0.0,0.0,4.0,0.0,0.0,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Danny Ward,Bobby Reid,Víctor Camarasa,Sol Bamba,Junior Hoilett,Brian Murphy,Lee Peltier,Kenneth Zohore,Callum Paterson,Greg Cunningham,Kadeem Harris,Petr Čech,Héctor Bellerín,Sokratis Papastathopoulos,Aaron Ramsey,Alexandre Lacazette,Mesut Özil,Pierre-Emerick Aubameyang,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Granit Xhaka,Bernd Leno,Mohamed Elneny,Henrikh Mkhitaryan,Lucas Torreira,Stephan Lichtsteiner,Rob Holding
38,38,4,Sun,2018-09-02,16:00,Watford,0.4,0.6,Tottenham,"20,141",Vicarage Road Stadium,Andre Marriner,/en/matches/882380f8/Watford-Tottenham-Hotspur-September-2-2018-Premier-League,2,1,4-2-2-2,3-1-4-2,9.0,8.0,3.0,10.0,11.0,32.0,473.0,713.0,15.0,23.0,21.0,8.0,26.0,15.0,56.0,19.0,2.0,2.0,9.0,6.0,10.0,35.0,81.0,83.0,2.0,0.0,0.0,1.0,0.0,0.0,Ben Foster,Daryl Janmaat,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Isaac Success,Adam Masina,Ken Sema,Nathaniel Chalobah,Michel Vorm,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Kane,Mousa Dembélé,Dele Alli,Christian Eriksen,Lucas Moura,Ben Davies,Paulo Gazzaniga,Danny Rose,Harry Winks,Victor Wanyama,Eric Dier,Kyle Walker-Peters
39,39,4,Sun,2018-09-02,16:00,Burnley,0.8,2.5,Manchester Utd,"21,525",Turf Moor,Jonathan Moss,/en/matches/c2561ae7/Burnley-Manchester-United-September-2-2018-Premier-League,0,2,4-4-1-1,4-3-3,7.0,13.0,2.0,5.0,23.0,18.0,572.0,656.0,12.0,6.0,6.0,6.0,20.0,19.0,27.0,33.0,1.0,1.0,8.0,10.0,15.0,18.0,74.0,81.0,2.0,0.0,0.0,3.0,1.0,0.0,Joe Hart,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Chris Wood,Jeff Hendrick,Ashley Westwood,Aaron Lennon,Phil Bardsley,Dwight McNeil,Tom Heaton,Matthew Lowton,Sam Vokes,Ashley Barnes,Stephen Ward,Matěj Vydra,David de Gea,Victor Lindelöf,Paul Pogba,Alexis Sánchez,Romelu Lukaku,Chris Smalling,Jesse Lingard,Luke Shaw,Antonio Valencia,Marouane Fellaini,Nemanja Matić,Lee Grant,Eric Bailly,Marcus Rashford,Anthony Martial,Fred,Ashley Young
40,40,5,Sat,2018-09-15,12:30,Tottenham,1.0,2.6,Liverpool,"80,188",Wembley Stadium,Michael Oliver,/en/matches/83ca29de/Tottenham-Hotspur-Liverpool-September-15-2018-Premier-League,1,2,4-1-2-1-2,4-3-3,17.0,16.0,5.0,4.0,12.0,10.0,682.0,497.0,9.0,17.0,6.0,6.0,14.0,8.0,16.0,22.0,3.0,2.0,4.0,5.0,22.0,22.0,76.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,Michel Vorm,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Harry Winks,Harry Kane,Eric Dier,Mousa Dembélé,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Davinson Sánchez,Son Heung-min,Érik Lamela,Victor Wanyama,Serge Aurier,Alisson,Virgil van Dijk,Georginio Wijnaldum,James Milner,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Joe Gomez,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Fabinho,Jordan Henderson,Daniel Sturridge,Alberto Moreno,Xherdan Shaqiri
41,41,5,Sat,2018-09-15,15:00,Manchester City,4.8,0.4,Fulham,"53,307",Etihad Stadium,Stuart Attwell,/en/matches/2e19378a/Manchester-City-Fulham-September-15-2018-Premier-League,3,0,4-3-3,4-3-3,7.0,7.0,10.0,4.0,20.0,11.0,898.0,541.0,16.0,14.0,12.0,16.0,10.0,7.0,16.0,21.0,5.0,2.0,4.0,11.0,17.0,15.0,59.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,Ederson,Kyle Walker,Raheem Sterling,Sergio Agüero,Aymeric Laporte,Fabian Delph,Leroy Sané,Bernardo Silva,David Silva,Fernandinho,Nicolás Otamendi,Arijanet Muric,John Stones,İlkay Gündoğan,Riyad Mahrez,Gabriel Jesus,Oleksandr Zinchenko,Marcus Bettinelli,Ryan Sessegnon,Denis Odoi,Kevin McDonald,Stefan Johansen,Aleksandar Mitrović,André Schürrle,Luciano Vietto,Cyrus Christie,Jean Seri,Alfie Mawson,Fabricio,Calum Chambers,Floyd Ayité,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan
42,42,5,Sat,2018-09-15,15:00,Huddersfield,0.9,0.7,Crystal Palace,"23,696",The John Smith's Stadium,Lee Mason,/en/matches/74198c9b/Huddersfield-Town-Crystal-Palace-September-15-2018-Premier-League,0,1,3-4-3,4-3-3,11.0,17.0,5.0,3.0,30.0,10.0,638.0,493.0,17.0,13.0,5.0,9.0,23.0,17.0,10.0,29.0,5.0,2.0,7.0,8.0,27.0,16.0,94.0,64.0,1.0,0.0,0.0,2.0,0.0,0.0,Jonas Lössl,Terence Kongolo,Philip Billing,Elias Kachunga,Aaron Mooy,Chris Löwe,Rajiv van La Parra,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Ben Hamer,Tommy Smith,Adama Diakhaby,Isaac Mbenza,Danny Williams,Laurent Depoitre,Wayne Hennessey,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jordan Ayew,James McArthur,Aaron Wan-Bissaka,Vicente Guaita,Joel Ward,Max Meyer,Alexander Sørloth,Jeffrey Schlupp,Martin Kelly
43,43,5,Sat,2018-09-15,15:00,Newcastle Utd,0.4,1.0,Arsenal,"52,165",St. James' Park,Lee Probert,/en/matches/b53e182d/Newcastle-United-Arsenal-September-15-2018-Premier-League,1,2,4-4-1-1,4-2-3-1,13.0,11.0,10.0,4.0,24.0,15.0,464.0,742.0,20.0,15.0,11.0,7.0,24.0,24.0,19.0,30.0,3.0,1.0,9.0,3.0,17.0,17.0,88.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Jacob Murphy,Mohamed Diamé,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Federico Fernández,Joselu,DeAndre Yedlin,Karl Darlow,Ciaran Clark,Jonjo Shelvey,Salomón Rondón,Yoshinori Mutō,Kenedy,Petr Čech,Héctor Bellerín,Sokratis Papastathopoulos,Aaron Ramsey,Alexandre Lacazette,Mesut Özil,Pierre-Emerick Aubameyang,Nacho Monreal,Shkodran Mustafi,Mattéo Guendouzi,Granit Xhaka,Bernd Leno,Mohamed Elneny,Henrikh Mkhitaryan,Lucas Torreira,Stephan Lichtsteiner,Rob Holding
44,44,5,Sat,2018-09-15,15:00,Bournemouth,2.3,2.3,Leicester City,"10,543",Vitality Stadium,Craig Pawson,/en/matches/ed9bdfa8/Bournemouth-Leicester-City-September-15-2018-Premier-League,4,2,4-4-2,4-2-3-1,13.0,15.0,4.0,6.0,9.0,28.0,515.0,578.0,12.0,20.0,6.0,16.0,15.0,22.0,27.0,30.0,1.0,3.0,9.0,8.0,30.0,23.0,68.0,86.0,3.0,0.0,0.0,4.0,0.0,1.0,Asmir Begović,Steve Cook,Dan Gosling,Nathan Aké,Jefferson Lerma,Callum Wilson,Adam Smith,Joshua King,David Brooks,Diego Rico,Ryan Fraser,Artur Boruc,Simon Francis,Andrew Surman,Lys Mousset,Jordon Ibe,Lewis Cook,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Demarai Gray,Jamie Vardy,James Maddison,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Rachid Ghezzal,Danny Ward,Jonny Evans,Kelechi Iheanacho,Marc Albrighton,Daniel Amartey,Vicente Iborra
45,45,5,Sat,2018-09-15,15:00,Chelsea,2.6,0.7,Cardiff City,"40,499",Stamford Bridge,Jonathan Moss,/en/matches/f82c343c/Chelsea-Cardiff-City-September-15-2018-Premier-League,4,1,4-3-3,4-4-1-1,8.0,10.0,5.0,4.0,15.0,10.0,880.0,347.0,10.0,13.0,7.0,24.0,18.0,23.0,18.0,18.0,0.0,0.0,8.0,14.0,15.0,17.0,71.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Pedro,Mateo Kovačić,Olivier Giroud,César Azpilicueta,David Luiz,Willy Caballero,Danny Drinkwater,Ross Barkley,Davide Zappacosta,Willian,Andreas Christensen,Neil Etheridge,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Joe Ralls,Danny Ward,Bobby Reid,Víctor Camarasa,Sol Bamba,Junior Hoilett,Brian Murphy,Lee Peltier,Jazz Richards,Kenneth Zohore,Callum Paterson,Greg Cunningham
46,46,5,Sat,2018-09-15,17:30,Watford,1.3,1.9,Manchester Utd,"20,537",Vicarage Road Stadium,Mike Dean,/en/matches/b05c0b05/Watford-Manchester-United-September-15-2018-Premier-League,1,2,4-2-2-2,4-3-3,9.0,11.0,6.0,8.0,21.0,21.0,547.0,667.0,25.0,11.0,9.0,11.0,18.0,21.0,30.0,32.0,2.0,4.0,2.0,9.0,16.0,16.0,76.0,86.0,2.0,0.0,0.0,3.0,0.0,1.0,Ben Foster,Daryl Janmaat,Troy Deeney,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Isaac Success,Adam Masina,Ken Sema,Nathaniel Chalobah,David de Gea,Victor Lindelöf,Paul Pogba,Alexis Sánchez,Romelu Lukaku,Chris Smalling,Jesse Lingard,Ashley Young,Antonio Valencia,Marouane Fellaini,Nemanja Matić,Lee Grant,Eric Bailly,Juan Mata,Anthony Martial,Fred,Matteo Darmian
47,47,5,Sun,2018-09-16,13:30,Wolves,2.6,0.3,Burnley,"30,406",Molineux Stadium,Andre Marriner,/en/matches/50f2128e/Wolverhampton-Wanderers-Burnley-September-16-2018-Premier-League,1,0,3-4-3,4-4-2,10.0,9.0,8.0,2.0,24.0,12.0,715.0,545.0,13.0,17.0,9.0,12.0,23.0,37.0,19.0,25.0,1.0,1.0,6.0,14.0,27.0,11.0,100.0,90.0,2.0,0.0,0.0,4.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Hélder Costa,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Morgan Gibbs-White,Romain Saïss,Rúben Vinagre,Kortney Hause,Léo Bonatini,Joe Hart,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Sam Vokes,Ashley Barnes,Jeff Hendrick,Aaron Lennon,Phil Bardsley,Tom Heaton,Matthew Lowton,Chris Wood,Ashley Westwood,Stephen Ward,Matěj Vydra
