,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
97,97,12,Tue,2022-10-18,19:30,Brighton,1.7,0.1,Nott'ham Forest,"31,463",The American Express Community Stadium,Darren England,/en/matches/4f876daa/Brighton-and-Hove-Albion-Nottingham-Forest-October-18-2022-Premier-League,0,0,3-4-3,4-3-3,10.0,14.0,9.0,1.0,27.0,7.0,782.0,404.0,11.0,13.0,7.0,9.0,16.0,15.0,9.0,23.0,1.0,0.0,6.0,13.0,28.0,20.0,76.0,52.0,3.0,0.0,0.0,1.0,0.0,0.0,Robert Sánchez,Adam Webster,Lewis Dunk,Solly March,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Adam Lallana,Danny Welbeck,Moisés Caicedo,Joël Veltman,Jason Steele,Tariq Lamptey,Jeremy Sarmiento,Julio César Enciso,Deniz Undav,Billy Gilmour,Jan Paul van Hecke,Pervis Estupiñán,Dean Henderson,Steve Cook,Orel Mangala,Neco Williams,Morgan Gibbs-White,Jesse Lingard,Brennan Johnson,Ryan Yates,Remo Freuler,Serge Aurier,Scott McKenna,Wayne Hennessey,Giulian Biancone,Joe Worrall,Taiwo Awoniyi,Harry Toffolo,Sam Surridge,Cheikhou Kouyaté,Emmanuel Dennis
98,98,12,Tue,2022-10-18,20:15,Crystal Palace,1.2,0.8,Wolves,"25,125",Selhurst Park,David Coote,/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League,2,1,4-3-3,4-2-3-1,14.0,18.0,4.0,2.0,17.0,12.0,614.0,586.0,23.0,29.0,11.0,9.0,17.0,12.0,16.0,19.0,0.0,4.0,4.0,9.0,23.0,16.0,65.0,68.0,3.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Michael Olise,Eberechi Eze,Wilfried Zaha,Jeffrey Schlupp,Joachim Andersen,Odsonne Édouard,Cheick Doucouré,Sam Johnstone,Owen Goodman,Luka Milivojević,James Tomkins,Jordan Ayew,Jean-Philippe Mateta,Malcolm Ebiowei,Kofi Balmer,José Sá,Nathan Collins,Boubacar Traoré,Rúben Neves,Daniel Podence,Nélson Semedo,Max Kilman,Matheus Nunes,Diego Costa,Adama Traoré,Hugo Bueno,Matija Šarkić,Hwang Hee-chan,Yerson Mosquera,Gonçalo Guedes,Jonny Castro,Connor Ronan,João Moutinho,Joseph Hodge
99,99,12,Wed,2022-10-19,19:30,Bournemouth,1.0,1.0,Southampton,"10,405",Vitality Stadium,John Brooks,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League,0,1,3-4-3,4-4-2,8.0,13.0,7.0,3.0,22.0,13.0,684.0,632.0,13.0,23.0,8.0,9.0,15.0,9.0,12.0,24.0,2.0,0.0,3.0,12.0,24.0,19.0,73.0,78.0,1.0,0.0,0.0,3.0,0.0,0.0,Neto,Ryan Fredericks,Lewis Cook,Chris Mepham,Jefferson Lerma,Dominic Solanke,Ryan Christie,Adam Smith,Marcus Tavernier,Marcos Senesi,Philip Billing,Mark Travers,Joe Rothwell,Jack Stacey,Junior Stanislas,Siriki Dembélé,Kieffer Moore,Ben Pearson,Jaidon Anthony,Gavin Bazunu,Kyle Walker-Peters,Ainsley Maitland-Niles,Duje Ćaleta-Car,Joe Aribo,James Ward-Prowse,Adam Armstrong,Che Adams,Romain Perraud,Mohammed Salisu,Mohamed Elyounoussi,Alex McCarthy,Lyanco,Stuart Armstrong,Sekou Mara,Moussa Djenepo,Samuel Edozie,Ibrahima Diallo,Juan Larios
100,100,12,Wed,2022-10-19,19:30,Brentford,1.3,0.9,Chelsea,"17,118",Brentford Community Stadium,Jarred Gillett,/en/matches/b7a32aeb/Brentford-Chelsea-October-19-2022-Premier-League,0,0,3-5-2,3-5-1-1,7.0,7.0,6.0,2.0,19.0,15.0,481.0,820.0,19.0,17.0,10.0,6.0,12.0,11.0,26.0,21.0,2.0,0.0,6.0,8.0,19.0,21.0,74.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,David Raya,Rico Henry,Ethan Pinnock,Mathias Jensen,Mathias Jørgensen,Frank Onyeka,Ben Mee,Ivan Toney,Bryan Mbeumo,Vitaly Janelt,Mads Roerslev,Matthew Cox,Sergi Canós,Josh Dasilva,Yoane Wissa,Saman Ghoddos,Kristoffer Ajer,Keane Lewis-Potter,Mikkel Damsgaard,Kepa Arrizabalaga,Jorginho,Ruben Loftus-Cheek,Trevoh Chalobah,Armando Broja,Mason Mount,Conor Gallagher,Kalidou Koulibaly,César Azpilicueta,Kai Havertz,Marc Cucurella,Edouard Mendy,Thiago Silva,Mateo Kovačić,Pierre-Emerick Aubameyang,Christian Pulisic,Raheem Sterling,Denis Zakaria,Hakim Ziyech
101,101,12,Wed,2022-10-19,19:30,Liverpool,1.7,1.7,West Ham,"52,982",Anfield,Stuart Attwell,/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,1,0,4-4-2,4-4-2,9.0,8.0,8.0,3.0,14.0,13.0,749.0,647.0,13.0,15.0,8.0,8.0,11.0,7.0,15.0,18.0,1.0,0.0,6.0,9.0,21.0,21.0,63.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson,Joe Gomez,Virgil van Dijk,Thiago Alcántara,Roberto Firmino,Mohamed Salah,Jordan Henderson,Kostas Tsimikas,Darwin Núñez,Fabio Carvalho,Trent Alexander-Arnold,Caoimhín Kelleher,Fabinho,James Milner,Alex Oxlade-Chamberlain,Curtis Jones,Harvey Elliott,Andrew Robertson,Bobby Clark,Łukasz Fabiański,Ben Johnson,Aaron Cresswell,Kurt Zouma,Gianluca Scamacca,Pablo Fornals,Flynn Downes,Jarrod Bowen,Thilo Kehrer,Tomáš Souček,Declan Rice,Alphonse Areola,Darren Randolph,Vladimír Coufal,Michail Antonio,Manuel Lanzini,Angelo Ogbonna,Saïd Benrahma,Conor Coventry
102,102,12,Wed,2022-10-19,19:30,Newcastle Utd,1.5,0.2,Everton,"52,247",St James' Park,Tony Harrington,/en/matches/e6674f8d/Newcastle-United-Everton-October-19-2022-Premier-League,1,0,4-3-3,4-3-3,9.0,12.0,8.0,2.0,22.0,8.0,544.0,558.0,18.0,18.0,9.0,7.0,10.0,6.0,9.0,22.0,0.0,3.0,2.0,12.0,21.0,30.0,51.0,75.0,2.0,0.0,0.0,4.0,0.0,0.0,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Joelinton,Callum Wilson,Jacob Murphy,Miguel Almirón,Dan Burn,Sean Longstaff,Bruno Guimarães,Loris Karius,Jamaal Lascelles,Jonjo Shelvey,Jamal Lewis,Matt Targett,Chris Wood,Ryan Fraser,Joe Willock,Jordan Pickford,James Tarkowski,Amadou Onana,Dominic Calvert-Lewin,Anthony Gordon,Demarai Gray,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Idrissa Gana Gueye,Conor Coady,Asmir Begović,Mason Holgate,Michael Keane,Dwight McNeil,Abdoulaye Doucouré,Neal Maupay,Tom Davies,Rúben Vinagre
103,103,12,Wed,2022-10-19,20:15,Manchester Utd,1.5,0.6,Tottenham,"73,677",Old Trafford,Simon Hooper,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League,2,0,4-2-3-1,3-5-2,7.0,7.0,8.0,3.0,12.0,19.0,738.0,671.0,17.0,12.0,7.0,17.0,11.0,7.0,16.0,10.0,4.0,0.0,6.0,11.0,16.0,17.0,75.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,David de Gea,Lisandro Martínez,Bruno Fernandes,Marcus Rashford,Fred,Casemiro,Raphaël Varane,Diogo Dalot,Antony,Luke Shaw,Jadon Sancho,Tom Heaton,Victor Lindelöf,Cristiano Ronaldo,Tyrell Malacia,Christian Eriksen,Facundo Pellistri,Anthony Elanga,Scott McTominay,Hugo Lloris,Matt Doherty,Pierre Højbjerg,Son Heung-min,Harry Kane,Ivan Perišić,Eric Dier,Cristian Romero,Rodrigo Bentancur,Ben Davies,Yves Bissouma,Fraser Forster,Oliver Skipp,Davinson Sánchez,Bryan Gil,Ryan Sessegnon,Djed Spence,Japhet Tanganga,Lucas Moura
104,104,12,Thu,2022-10-20,19:30,Fulham,2.1,1.2,Aston Villa,"23,508",Craven Cottage,Michael Oliver,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,3,0,4-2-3-1,4-3-2-1,11.0,11.0,9.0,7.0,22.0,18.0,627.0,456.0,12.0,14.0,2.0,5.0,17.0,15.0,15.0,14.0,0.0,3.0,4.0,9.0,23.0,17.0,78.0,57.0,0.0,0.0,0.0,2.0,1.0,0.0,Bernd Leno,Harrison Reed,Neeskens Kebano,Aleksandar Mitrović,Tim Ream,Bobby Reid,Andreas Pereira,Willian,João Palhinha,Issa Diop,Antonee Robinson,Marek Rodák,Tosin Adarabioyo,Shane Duffy,Harry Wilson,Tom Cairney,Daniel James,Kevin Mbabu,Carlos Vinícius,Emiliano Martínez,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Danny Ings,Ollie Watkins,Ashley Young,Jan Bednarek,Leon Bailey,Jacob Ramsey,Robin Olsen,Matty Cash,Morgan Sanson,Emi Buendía,Calum Chambers,Marvelous Nakamba,Philippe Coutinho,Leander Dendoncker
105,105,12,Thu,2022-10-20,20:15,Leicester City,0.8,1.3,Leeds United,"30,814",King Power Stadium,Peter Bankes,/en/matches/6356af5a/Leicester-City-Leeds-United-October-20-2022-Premier-League,2,0,4-1-4-1,4-2-3-1,15.0,11.0,2.0,9.0,8.0,16.0,621.0,685.0,26.0,30.0,5.0,12.0,6.0,12.0,20.0,13.0,4.0,2.0,8.0,7.0,17.0,29.0,64.0,55.0,2.0,0.0,0.0,1.0,0.0,0.0,Danny Ward,James Justin,Wout Faes,Harvey Barnes,Youri Tielemans,Jamie Vardy,Daniel Amartey,Kiernan Dewsbury-Hall,Dennis Praet,Timothy Castagne,Boubakary Soumaré,Daniel Iversen,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,Jannik Vestergaard,Nampalys Mendy,Luke Thomas,Sammy Braybrooke,Illan Meslier,Junior Firpo,Robin Koch,Brenden Aaronson,Marc Roca,Patrick Bamford,Crysencio Summerville,Tyler Adams,Diego Llorente,Luis Sinisterra,Rasmus Nissen,Kristoffer Klaesson,Luke Ayling,Liam Cooper,Jack Harrison,Rodrigo,Degnand Gnonto,Joe Gelhardt,Sam Greenwood
106,106,13,Sat,2022-10-22,12:30,Nott'ham Forest,1.9,1.6,Liverpool,"29,245",The City Ground,Paul Tierney,/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League,1,0,4-3-3,4-4-2,14.0,8.0,2.0,11.0,8.0,30.0,397.0,862.0,19.0,14.0,8.0,4.0,11.0,11.0,40.0,7.0,3.0,0.0,11.0,1.0,13.0,30.0,54.0,81.0,2.0,0.0,0.0,1.0,0.0,0.0,Dean Henderson,Steve Cook,Neco Williams,Taiwo Awoniyi,Morgan Gibbs-White,Jesse Lingard,Cheikhou Kouyaté,Ryan Yates,Remo Freuler,Serge Aurier,Scott McKenna,Wayne Hennessey,Giulian Biancone,Joe Worrall,Orel Mangala,Sam Surridge,Brennan Johnson,Emmanuel Dennis,Willy Boly,Alisson,Joe Gomez,Fabinho,Virgil van Dijk,James Milner,Roberto Firmino,Mohamed Salah,Curtis Jones,Harvey Elliott,Andrew Robertson,Fabio Carvalho,Adrián,Caoimhín Kelleher,Jordan Henderson,Alex Oxlade-Chamberlain,Kostas Tsimikas,Bobby Clark,Stefan Bajcetic,Nathaniel Phillips
107,107,13,Sat,2022-10-22,15:00,Everton,1.4,0.9,Crystal Palace,"38,939",Goodison Park,Simon Hooper,/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League,3,0,4-2-3-1,4-1-4-1,16.0,14.0,3.0,4.0,14.0,14.0,539.0,605.0,26.0,20.0,7.0,2.0,12.0,10.0,19.0,16.0,1.0,2.0,7.0,7.0,28.0,23.0,56.0,49.0,3.0,0.0,0.0,4.0,0.0,0.0,Jordan Pickford,James Tarkowski,Amadou Onana,Dominic Calvert-Lewin,Anthony Gordon,Demarai Gray,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Idrissa Gana Gueye,Conor Coady,Asmir Begović,Mason Holgate,Michael Keane,Dwight McNeil,Abdoulaye Doucouré,Neal Maupay,Tom Davies,Salomón Rondón,Vicente Guaita,Joel Ward,Tyrick Mitchell,Luka Milivojević,Marc Guéhi,Michael Olise,Jordan Ayew,Eberechi Eze,Wilfried Zaha,Joachim Andersen,Odsonne Édouard,Sam Johnstone,James Tomkins,Jean-Philippe Mateta,Jeffrey Schlupp,Will Hughes,Malcolm Ebiowei,Kofi Balmer,Jaïro Riedewald
108,108,13,Sat,2022-10-22,15:00,Manchester City,1.6,0.5,Brighton,"53,223",Etihad Stadium,Craig Pawson,/en/matches/cd5cd3f0/Manchester-City-Brighton-and-Hove-Albion-October-22-2022-Premier-League,3,1,4-3-3,3-4-1-2,11.0,12.0,6.0,3.0,11.0,16.0,558.0,601.0,14.0,16.0,8.0,9.0,1.0,8.0,12.0,12.0,0.0,4.0,9.0,9.0,9.0,22.0,54.0,60.0,1.0,0.0,0.0,3.0,0.0,0.0,Ederson,Rúben Dias,João Cancelo,Erling Haaland,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Manuel Akanji,Riyad Mahrez,Stefan Ortega,John Stones,Nathan Aké,İlkay Gündoğan,Julián Álvarez,Sergio Gómez,Phil Foden,Cole Palmer,Robert Sánchez,Adam Webster,Lewis Dunk,Solly March,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Adam Lallana,Danny Welbeck,Moisés Caicedo,Joël Veltman,Jason Steele,Tariq Lamptey,Levi Colwill,Jeremy Sarmiento,Julio César Enciso,Deniz Undav,Billy Gilmour,Jan Paul van Hecke
109,109,13,Sat,2022-10-22,17:30,Chelsea,1.1,0.8,Manchester Utd,"39,503",Stamford Bridge,Stuart Attwell,/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League,1,1,3-4-3,4-1-4-1,8.0,10.0,6.0,4.0,20.0,9.0,556.0,611.0,10.0,18.0,11.0,12.0,14.0,16.0,18.0,17.0,2.0,3.0,11.0,8.0,20.0,25.0,63.0,61.0,1.0,0.0,0.0,4.0,0.0,0.0,Kepa Arrizabalaga,Jorginho,Thiago Silva,Pierre-Emerick Aubameyang,Ruben Loftus-Cheek,Trevoh Chalobah,Raheem Sterling,Mason Mount,Ben Chilwell,César Azpilicueta,Marc Cucurella,Edouard Mendy,Mateo Kovačić,Christian Pulisic,Armando Broja,Denis Zakaria,Hakim Ziyech,Conor Gallagher,Kai Havertz,David de Gea,Lisandro Martínez,Bruno Fernandes,Marcus Rashford,Christian Eriksen,Casemiro,Raphaël Varane,Diogo Dalot,Antony,Luke Shaw,Jadon Sancho,Tom Heaton,Victor Lindelöf,Tyrell Malacia,Fred,Facundo Pellistri,Anthony Elanga,Scott McTominay,Alejandro Garnacho
110,110,13,Sun,2022-10-23,14:00,Aston Villa,2.8,0.9,Brentford,"41,693",Villa Park,Darren England,/en/matches/7764ca02/Aston-Villa-Brentford-October-23-2022-Premier-League,4,0,4-2-3-1,3-5-2,14.0,11.0,7.0,6.0,12.0,20.0,492.0,562.0,20.0,20.0,12.0,8.0,15.0,21.0,25.0,12.0,0.0,1.0,8.0,3.0,20.0,32.0,59.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Douglas Luiz,Danny Ings,Emi Buendía,Ollie Watkins,Ashley Young,Leon Bailey,Leander Dendoncker,Robin Olsen,John McGinn,Morgan Sanson,Calum Chambers,Marvelous Nakamba,Jan Bednarek,Philippe Coutinho,Cameron Archer,David Raya,Rico Henry,Ethan Pinnock,Mathias Jensen,Mathias Jørgensen,Frank Onyeka,Ivan Toney,Bryan Mbeumo,Kristoffer Ajer,Vitaly Janelt,Mads Roerslev,Matthew Cox,Sergi Canós,Josh Dasilva,Yoane Wissa,Saman Ghoddos,Ben Mee,Mikkel Damsgaard,Shandon Baptiste
111,111,13,Sun,2022-10-23,14:00,Wolves,2.1,0.9,Leicester City,"31,425",Molineux Stadium,Michael Oliver,/en/matches/8774e664/Wolverhampton-Wanderers-Leicester-City-October-23-2022-Premier-League,0,4,4-2-3-1,4-1-4-1,10.0,12.0,9.0,2.0,23.0,10.0,694.0,489.0,11.0,23.0,7.0,8.0,17.0,9.0,7.0,22.0,3.0,3.0,4.0,12.0,18.0,20.0,67.0,59.0,2.0,0.0,0.0,1.0,0.0,0.0,José Sá,Nathan Collins,Rúben Neves,Daniel Podence,Jonny Castro,Max Kilman,Matheus Nunes,João Moutinho,Diego Costa,Adama Traoré,Hugo Bueno,Matija Šarkić,Rayan Aït Nouri,Boubacar Traoré,Hwang Hee-chan,Yerson Mosquera,Gonçalo Guedes,Nélson Semedo,Joseph Hodge,Danny Ward,James Justin,Wout Faes,Harvey Barnes,Youri Tielemans,James Maddison,Daniel Amartey,Patson Daka,Kiernan Dewsbury-Hall,Timothy Castagne,Boubakary Soumaré,Daniel Iversen,Çağlar Söyüncü,Jamie Vardy,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Nampalys Mendy,Dennis Praet
112,112,13,Sun,2022-10-23,14:00,Leeds United,1.6,1.8,Fulham,"36,447",Elland Road,Anthony Taylor,/en/matches/d7b30e2b/Leeds-United-Fulham-October-23-2022-Premier-League,2,3,4-2-3-1,4-2-3-1,12.0,8.0,3.0,6.0,11.0,17.0,660.0,525.0,22.0,16.0,12.0,10.0,14.0,17.0,8.0,16.0,4.0,4.0,4.0,9.0,25.0,23.0,66.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,Illan Meslier,Luke Ayling,Robin Koch,Liam Cooper,Brenden Aaronson,Marc Roca,Jack Harrison,Rodrigo,Pascal Struijk,Luis Sinisterra,Sam Greenwood,Joel Robles,Junior Firpo,Patrick Bamford,Crysencio Summerville,Diego Llorente,Darko Gyabi,Rasmus Nissen,Joe Gelhardt,Bernd Leno,Tosin Adarabioyo,Harrison Reed,Harry Wilson,Aleksandar Mitrović,Tim Ream,Bobby Reid,Andreas Pereira,Willian,João Palhinha,Antonee Robinson,Marek Rodák,Shane Duffy,Neeskens Kebano,Tom Cairney,Josh Onomah,Kevin Mbabu,Carlos Vinícius,Issa Diop
113,113,13,Sun,2022-10-23,14:00,Southampton,0.7,1.0,Arsenal,"31,145",St. Mary's Stadium,Robert Jones,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League,1,1,4-4-2,4-3-3,11.0,8.0,9.0,4.0,20.0,12.0,508.0,689.0,21.0,16.0,3.0,7.0,11.0,11.0,16.0,28.0,4.0,3.0,7.0,2.0,17.0,21.0,57.0,59.0,2.0,0.0,0.0,1.0,0.0,0.0,Gavin Bazunu,Lyanco,Duje Ćaleta-Car,Joe Aribo,James Ward-Prowse,Adam Armstrong,Romain Perraud,Stuart Armstrong,Mohammed Salisu,Mohamed Elyounoussi,Ibrahima Diallo,Alex McCarthy,Che Adams,Sekou Mara,Moussa Djenepo,Samuel Edozie,Juan Larios,Theo Walcott,Ryan Finnigan,Aaron Ramsdale,Ben White,Thomas Partey,Gabriel Dos Santos,Bukayo Saka,Martin Ødegaard,Gabriel Jesus,Gabriel Martinelli,William Saliba,Takehiro Tomiyasu,Granit Xhaka,Matt Turner,Kieran Tierney,Eddie Nketiah,Rob Holding,Cédric Soares,Fabio Vieira,Albert Sambi Lokonga,Reiss Nelson
114,114,13,Sun,2022-10-23,16:30,Tottenham,1.6,1.2,Newcastle Utd,"61,726",Tottenham Hotspur Stadium,Jarred Gillett,/en/matches/ae21490f/Tottenham-Hotspur-Newcastle-United-October-23-2022-Premier-League,1,2,3-5-2,4-3-3,12.0,6.0,6.0,7.0,19.0,18.0,627.0,587.0,17.0,15.0,7.0,7.0,19.0,16.0,19.0,16.0,3.0,4.0,6.0,9.0,28.0,19.0,68.0,90.0,4.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Oliver Skipp,Davinson Sánchez,Son Heung-min,Harry Kane,Emerson,Eric Dier,Ryan Sessegnon,Rodrigo Bentancur,Clément Lenglet,Yves Bissouma,Fraser Forster,Matt Doherty,Bryan Gil,Ivan Perišić,Djed Spence,Japhet Tanganga,Lucas Moura,Ben Davies,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Joelinton,Callum Wilson,Miguel Almirón,Joe Willock,Dan Burn,Sean Longstaff,Bruno Guimarães,Loris Karius,Jamaal Lascelles,Jonjo Shelvey,Jamal Lewis,Matt Targett,Javier Manquillo,Chris Wood,Ryan Fraser
115,115,13,Mon,2022-10-24,20:00,West Ham,1.9,0.4,Bournemouth,"62,447",London Stadium,David Coote,/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League,2,0,4-2-3-1,4-2-3-1,9.0,11.0,5.0,0.0,26.0,8.0,653.0,577.0,22.0,21.0,8.0,6.0,16.0,17.0,9.0,25.0,1.0,0.0,5.0,10.0,26.0,19.0,76.0,55.0,0.0,0.0,0.0,2.0,0.0,0.0,Łukasz Fabiański,Ben Johnson,Aaron Cresswell,Kurt Zouma,Gianluca Scamacca,Flynn Downes,Jarrod Bowen,Saïd Benrahma,Thilo Kehrer,Tomáš Souček,Declan Rice,Alphonse Areola,Darren Randolph,Vladimír Coufal,Pablo Fornals,Michail Antonio,Manuel Lanzini,Angelo Ogbonna,Conor Coventry,Neto,Ryan Fredericks,Lewis Cook,Chris Mepham,Jefferson Lerma,Dominic Solanke,Ryan Christie,Adam Smith,Marcus Tavernier,Marcos Senesi,Philip Billing,Mark Travers,Jack Stephens,Joe Rothwell,Jack Stacey,Junior Stanislas,Kieffer Moore,Ben Pearson,Jaidon Anthony
116,116,14,Sat,2022-10-29,12:30,Leicester City,0.7,1.0,Manchester City,"32,223",King Power Stadium,Robert Jones,/en/matches/96b9ae4e/Leicester-City-Manchester-City-October-29-2022-Premier-League,0,1,3-4-3,4-3-3,5.0,10.0,3.0,10.0,9.0,29.0,509.0,818.0,12.0,7.0,3.0,6.0,11.0,13.0,20.0,6.0,0.0,2.0,14.0,6.0,11.0,13.0,59.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Danny Ward,James Justin,Wout Faes,Çağlar Söyüncü,Harvey Barnes,Youri Tielemans,Jamie Vardy,James Maddison,Daniel Amartey,Kiernan Dewsbury-Hall,Timothy Castagne,Daniel Iversen,Marc Albrighton,Kelechi Iheanacho,Ayoze Pérez,Patson Daka,Nampalys Mendy,Wilfred Ndidi,Dennis Praet,Ederson,John Stones,João Cancelo,İlkay Gündoğan,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Julián Álvarez,Bernardo Silva,Manuel Akanji,Stefan Ortega,Scott Carson,Rúben Dias,Nathan Aké,Sergio Gómez,Riyad Mahrez,Phil Foden,Rico Lewis
117,117,14,Sat,2022-10-29,15:00,Brentford,1.4,0.6,Wolves,"17,051",Brentford Community Stadium,Robert Madley,/en/matches/41e403d3/Brentford-Wolverhampton-Wanderers-October-29-2022-Premier-League,1,1,4-3-3,4-2-3-1,10.0,17.0,3.0,6.0,19.0,17.0,573.0,464.0,17.0,17.0,5.0,8.0,17.0,11.0,20.0,27.0,0.0,1.0,9.0,7.0,23.0,16.0,69.0,57.0,3.0,0.0,0.0,3.0,1.0,0.0,David Raya,Rico Henry,Ethan Pinnock,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ben Mee,Ivan Toney,Bryan Mbeumo,Kristoffer Ajer,Vitaly Janelt,Matthew Cox,Sergi Canós,Mathias Jørgensen,Saman Ghoddos,Frank Onyeka,Keane Lewis-Potter,Mikkel Damsgaard,Mads Roerslev,José Sá,Nathan Collins,Boubacar Traoré,Rúben Neves,Daniel Podence,Nélson Semedo,Max Kilman,Matheus Nunes,Diego Costa,Adama Traoré,Hugo Bueno,Matija Šarkić,Rayan Aït Nouri,Hwang Hee-chan,Yerson Mosquera,Gonçalo Guedes,Jonny Castro,João Moutinho,Joseph Hodge
118,118,14,Sat,2022-10-29,15:00,Crystal Palace,0.9,1.3,Southampton,"25,130",Selhurst Park,Michael Salisbury,/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League,1,0,4-3-3,3-5-2,13.0,12.0,8.0,4.0,15.0,24.0,564.0,675.0,23.0,20.0,4.0,6.0,18.0,18.0,32.0,21.0,5.0,3.0,8.0,7.0,12.0,21.0,68.0,67.0,3.0,0.0,0.0,3.0,0.0,0.0,Vicente Guaita,Joel Ward,Tyrick Mitchell,Luka Milivojević,Marc Guéhi,Michael Olise,Eberechi Eze,Wilfried Zaha,Jeffrey Schlupp,Joachim Andersen,Odsonne Édouard,Sam Johnstone,James Tomkins,Jordan Ayew,Jean-Philippe Mateta,Nathaniel Clyne,Will Hughes,Malcolm Ebiowei,Jaïro Riedewald,Gavin Bazunu,Lyanco,Duje Ćaleta-Car,Joe Aribo,James Ward-Prowse,Che Adams,Romain Perraud,Stuart Armstrong,Mohammed Salisu,Mohamed Elyounoussi,Ibrahima Diallo,Alex McCarthy,Ainsley Maitland-Niles,Adam Armstrong,Sekou Mara,Moussa Djenepo,Samuel Edozie,Juan Larios,Theo Walcott
119,119,14,Sat,2022-10-29,15:00,Newcastle Utd,3.4,0.4,Aston Villa,"52,233",St James' Park,Paul Tierney,/en/matches/96f5ee84/Newcastle-United-Aston-Villa-October-29-2022-Premier-League,4,0,4-3-3,4-2-3-1,11.0,11.0,3.0,0.0,13.0,8.0,660.0,495.0,15.0,19.0,6.0,11.0,13.0,8.0,9.0,14.0,2.0,3.0,1.0,9.0,25.0,21.0,70.0,62.0,1.0,0.0,0.0,1.0,0.0,0.0,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Joelinton,Callum Wilson,Miguel Almirón,Joe Willock,Dan Burn,Sean Longstaff,Bruno Guimarães,Loris Karius,Jamaal Lascelles,Jonjo Shelvey,Allan Saint-Maximin,Matt Targett,Javier Manquillo,Chris Wood,Ryan Fraser,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Douglas Luiz,Danny Ings,Emi Buendía,Ollie Watkins,Ashley Young,Leon Bailey,Leander Dendoncker,Robin Olsen,John McGinn,Morgan Sanson,Calum Chambers,Jan Bednarek,Philippe Coutinho,Lucas Digne,Cameron Archer
