,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
205,205,22,Sat,2023-02-04,15:00,Brentford,2.2,0.7,Southampton,"17,051",Brentford Community Stadium,Darren Bond,/en/matches/ef31dad5/Brentford-Southampton-February-4-2023-Premier-League,3,0,4-3-3,4-2-3-1,10.0,9.0,4.0,4.0,17.0,18.0,555.0,592.0,13.0,15.0,7.0,18.0,20.0,25.0,18.0,29.0,1.0,2.0,7.0,10.0,21.0,16.0,87.0,74.0,1.0,0.0,0.0,2.0,0.0,0.0,David Raya,Aaron Hickey,Rico Henry,Ethan Pinnock,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ben Mee,Ivan Toney,Bryan Mbeumo,Matthew Cox,Kevin Schade,Mathias Jørgensen,Saman Ghoddos,Kristoffer Ajer,Keane Lewis-Potter,Mikkel Damsgaard,Vitaly Janelt,Gavin Bazunu,James Ward-Prowse,Che Adams,James Bree,Romain Perraud,Mohammed Salisu,Samuel Edozie,Mohamed Elyounoussi,Ibrahima Diallo,Jan Bednarek,Roméo Lavia,Willy Caballero,Ainsley Maitland-Niles,Lyanco,Joe Aribo,Adam Armstrong,Paul Onuachu,Kamaldeen Sulemana,Carlos Alcaraz
206,206,22,Sat,2023-02-04,17:30,Newcastle Utd,1.0,1.0,West Ham,"52,256",St James' Park,Peter Bankes,/en/matches/34e9160c/Newcastle-United-West-Ham-United-February-4-2023-Premier-League,1,1,4-3-3,3-4-3,11.0,13.0,4.0,2.0,18.0,15.0,697.0,479.0,13.0,19.0,9.0,17.0,20.0,15.0,24.0,21.0,0.0,2.0,7.0,8.0,19.0,18.0,75.0,84.0,2.0,0.0,0.0,1.0,0.0,0.0,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Joelinton,Callum Wilson,Allan Saint-Maximin,Miguel Almirón,Joe Willock,Dan Burn,Sean Longstaff,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Anthony Gordon,Matt Ritchie,Jamal Lewis,Ryan Fraser,Jacob Murphy,Łukasz Fabiański,Vladimír Coufal,Michail Antonio,Lucas Paquetá,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Thilo Kehrer,Nayef Aguerd,Emerson Palmieri,Declan Rice,Krisztián Hegyi,Joseph Anang,Ben Johnson,Aaron Cresswell,Pablo Fornals,Manuel Lanzini,Flynn Downes,Danny Ings
207,207,22,Sun,2023-02-05,14:00,Nott'ham Forest,0.4,0.9,Leeds United,"29,363",The City Ground,Robert Jones,/en/matches/7c47cb5e/Nottingham-Forest-Leeds-United-February-5-2023-Premier-League,1,0,4-3-1-2,4-2-3-1,15.0,14.0,0.0,2.0,8.0,17.0,442.0,758.0,26.0,19.0,15.0,2.0,28.0,30.0,27.0,9.0,2.0,3.0,12.0,3.0,20.0,38.0,87.0,79.0,4.0,0.0,0.0,2.0,0.0,0.0,Keylor Navas,Orel Mangala,Neco Williams,Morgan Gibbs-White,Brennan Johnson,Remo Freuler,Scott McKenna,Danilo,Willy Boly,Renan Lodi,Chris Wood,Wayne Hennessey,Joe Worrall,Jack Colback,Jesse Lingard,Sam Surridge,Serge Aurier,Gustavo Scarpa,André Ayew,Illan Meslier,Luke Ayling,Liam Cooper,Marc Roca,Patrick Bamford,Jack Harrison,Tyler Adams,Pascal Struijk,Luis Sinisterra,Degnand Gnonto,Maximilian Wöber,Joel Robles,Junior Firpo,Brenden Aaronson,Crysencio Summerville,Georginio Rutter,Rasmus Nissen,Weston McKennie,Sam Greenwood
208,208,22,Sun,2023-02-05,16:30,Tottenham,1.4,1.3,Manchester City,"61,747",Tottenham Hotspur Stadium,Andy Madley,/en/matches/8a923619/Tottenham-Hotspur-Manchester-City-February-5-2023-Premier-League,1,0,3-4-3,4-4-2,19.0,14.0,4.0,6.0,10.0,27.0,439.0,699.0,14.0,19.0,9.0,7.0,9.0,16.0,25.0,12.0,2.0,1.0,11.0,6.0,10.0,11.0,53.0,42.0,4.0,0.0,1.0,3.0,0.0,0.0,Hugo Lloris,Pierre Højbjerg,Son Heung-min,Harry Kane,Emerson,Ivan Perišić,Eric Dier,Cristian Romero,Dejan Kulusevski,Rodrigo Bentancur,Ben Davies,Fraser Forster,Oliver Skipp,Davinson Sánchez,Richarlison,Arnaut Danjuma,Ryan Sessegnon,Pedro Porro,Clément Lenglet,Ederson,Kyle Walker,Nathan Aké,Erling Haaland,Jack Grealish,Rodri,Julián Álvarez,Bernardo Silva,Manuel Akanji,Riyad Mahrez,Rico Lewis,Stefan Ortega,Rúben Dias,Kalvin Phillips,İlkay Gündoğan,Aymeric Laporte,Kevin De Bruyne,Sergio Gómez,Máximo Perrone
209,209,8,Wed,2023-02-08,20:00,Manchester Utd,2.0,0.6,Leeds United,"73,456",Old Trafford,Simon Hooper,/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League,2,2,4-2-3-1,4-2-3-1,7.0,11.0,6.0,5.0,30.0,6.0,828.0,514.0,19.0,30.0,8.0,16.0,13.0,14.0,15.0,31.0,1.0,0.0,4.0,15.0,34.0,13.0,64.0,57.0,1.0,0.0,0.0,3.0,0.0,0.0,David de Gea,Lisandro Martínez,Bruno Fernandes,Marcus Rashford,Marcel Sabitzer,Fred,Raphaël Varane,Diogo Dalot,Luke Shaw,Wout Weghorst,Alejandro Garnacho,Tom Heaton,Victor Lindelöf,Harry Maguire,Tyrell Malacia,Jadon Sancho,Facundo Pellistri,Anthony Elanga,Zidane Iqbal,Illan Meslier,Luke Ayling,Robin Koch,Patrick Bamford,Jack Harrison,Tyler Adams,Pascal Struijk,Luis Sinisterra,Weston McKennie,Degnand Gnonto,Maximilian Wöber,Joel Robles,Junior Firpo,Brenden Aaronson,Crysencio Summerville,Darko Gyabi,Georginio Rutter,Rasmus Nissen,Sam Greenwood
210,210,23,Sat,2023-02-11,12:30,West Ham,1.3,1.1,Chelsea,"62,471",London Stadium,Craig Pawson,/en/matches/18dea268/West-Ham-United-Chelsea-February-11-2023-Premier-League,1,1,3-4-3,4-2-3-1,9.0,11.0,5.0,6.0,16.0,21.0,400.0,799.0,23.0,21.0,7.0,7.0,15.0,18.0,26.0,19.0,3.0,4.0,6.0,6.0,19.0,15.0,51.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Vladimír Coufal,Michail Antonio,Lucas Paquetá,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Thilo Kehrer,Nayef Aguerd,Emerson Palmieri,Declan Rice,Krisztián Hegyi,Joseph Anang,Ben Johnson,Pablo Fornals,Manuel Lanzini,Flynn Downes,Danny Ings,nan,Kepa Arrizabalaga,Benoît Badiashile,Enzo Fernández,Thiago Silva,João Félix,Ruben Loftus-Cheek,Mykhailo Mudryk,Reece James,Kai Havertz,Noni Madueke,Marc Cucurella,Marcus Bettinelli,Trevoh Chalobah,Mason Mount,Ben Chilwell,Hakim Ziyech,Conor Gallagher,David Datro Fofana,César Azpilicueta
211,211,23,Sat,2023-02-11,15:00,Leicester City,1.7,1.3,Tottenham,"32,184",King Power Stadium,Michael Salisbury,/en/matches/390c7b85/Leicester-City-Tottenham-Hotspur-February-11-2023-Premier-League,4,1,4-2-3-1,3-4-3,14.0,9.0,1.0,5.0,5.0,13.0,607.0,598.0,27.0,10.0,12.0,9.0,10.0,26.0,8.0,11.0,2.0,2.0,5.0,5.0,22.0,14.0,60.0,47.0,5.0,0.0,0.0,2.0,0.0,0.0,Danny Ward,Wout Faes,Harvey Barnes,James Maddison,Kelechi Iheanacho,Harry Souttar,Victor Bernth Kristiansen,Kiernan Dewsbury-Hall,Nampalys Mendy,Timothy Castagne,Tetê,Daniel Iversen,Çağlar Söyüncü,Jamie Vardy,Daniel Amartey,Patson Daka,Ricardo Pereira,Wilfred Ndidi,Dennis Praet,Fraser Forster,Pierre Højbjerg,Son Heung-min,Harry Kane,Ivan Perišić,Eric Dier,Dejan Kulusevski,Pedro Porro,Japhet Tanganga,Rodrigo Bentancur,Ben Davies,Brandon Austin,Oliver Skipp,Davinson Sánchez,Richarlison,Emerson,Arnaut Danjuma,Lucas Moura,Pape Matar Sarr
212,212,23,Sat,2023-02-11,15:00,Crystal Palace,1.1,2.5,Brighton,"24,827",Selhurst Park,Michael Oliver,/en/matches/5d5deba7/Crystal-Palace-Brighton-and-Hove-Albion-February-11-2023-Premier-League,1,1,4-4-2,4-2-3-1,10.0,11.0,1.0,6.0,13.0,25.0,389.0,854.0,19.0,23.0,15.0,11.0,10.0,16.0,24.0,17.0,3.0,2.0,8.0,4.0,15.0,17.0,70.0,46.0,4.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Tyrick Mitchell,James Tomkins,Marc Guéhi,Michael Olise,Jordan Ayew,Jean-Philippe Mateta,Jeffrey Schlupp,Nathaniel Clyne,Will Hughes,Cheick Doucouré,Sam Johnstone,Joseph Whitworth,Luka Milivojević,Albert Sambi Lokonga,Eberechi Eze,James McArthur,Odsonne Édouard,Naouirou Ahamada,Robert Sánchez,Adam Webster,Lewis Dunk,Solly March,Alexis Mac Allister,Pascal Groß,Deniz Undav,Kaoru Mitoma,Moisés Caicedo,Pervis Estupiñán,Joël Veltman,Jason Steele,Tariq Lamptey,Jeremy Sarmiento,Julio César Enciso,Yasin Ayari,Evan Ferguson,Jan Paul van Hecke,Facundo Buonanotte
213,213,23,Sat,2023-02-11,15:00,Arsenal,1.6,2.0,Brentford,"60,254",Emirates Stadium,Peter Bankes,/en/matches/7caa56bc/Arsenal-Brentford-February-11-2023-Premier-League,1,1,4-3-3,3-5-2,9.0,9.0,7.0,4.0,36.0,14.0,745.0,410.0,10.0,12.0,4.0,6.0,13.0,32.0,16.0,37.0,1.0,1.0,8.0,11.0,17.0,12.0,44.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,Aaron Ramsdale,Ben White,Thomas Partey,Gabriel Dos Santos,Bukayo Saka,Martin Ødegaard,Gabriel Martinelli,William Saliba,Eddie Nketiah,Granit Xhaka,Oleksandr Zinchenko,Matt Turner,Kieran Tierney,Jakub Kiwior,Rob Holding,Takehiro Tomiyasu,Leandro Trossard,Jorginho,Fabio Vieira,David Raya,Rico Henry,Ethan Pinnock,Christian Nørgaard,Mathias Jensen,Ben Mee,Ivan Toney,Bryan Mbeumo,Kristoffer Ajer,Vitaly Janelt,Mads Roerslev,Matthew Cox,Aaron Hickey,Kevin Schade,Josh Dasilva,Yoane Wissa,Mathias Jørgensen,Keane Lewis-Potter,Mikkel Damsgaard
214,214,23,Sat,2023-02-11,15:00,Southampton,1.1,0.8,Wolves,"29,751",St. Mary's Stadium,Jarred Gillett,/en/matches/8c7913ed/Southampton-Wolverhampton-Wanderers-February-11-2023-Premier-League,1,2,5-3-2,4-2-3-1,12.0,14.0,5.0,2.0,22.0,11.0,503.0,664.0,16.0,21.0,10.0,6.0,31.0,15.0,17.0,33.0,0.0,3.0,4.0,9.0,24.0,23.0,74.0,79.0,2.0,0.0,0.0,4.0,0.0,1.0,Gavin Bazunu,Ainsley Maitland-Niles,James Ward-Prowse,Paul Onuachu,James Bree,Romain Perraud,Kamaldeen Sulemana,Mohammed Salisu,Carlos Alcaraz,Jan Bednarek,Roméo Lavia,Willy Caballero,Lyanco,Joe Aribo,Adam Armstrong,Che Adams,Stuart Armstrong,Sekou Mara,Samuel Edozie,José Sá,Rayan Aït Nouri,Mario Lemina,Rúben Neves,Matheus Cunha,Craig Dawson,Pablo Sarabia,Nélson Semedo,Max Kilman,Matheus Nunes,João Moutinho,Daniel Bentley,Nathan Collins,Pedro Neto,Raúl Jiménez,Jonny Castro,Diego Costa,João Gomes,Adama Traoré
215,215,23,Sat,2023-02-11,15:00,Fulham,1.5,0.7,Nott'ham Forest,"24,244",Craven Cottage,Andy Madley,/en/matches/ee86dc99/Fulham-Nottingham-Forest-February-11-2023-Premier-League,2,0,4-2-3-1,4-2-3-1,9.0,11.0,5.0,4.0,29.0,16.0,547.0,539.0,10.0,10.0,15.0,10.0,18.0,16.0,17.0,20.0,1.0,3.0,8.0,12.0,20.0,24.0,61.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,Bernd Leno,Kenny Tete,Harrison Reed,Aleksandar Mitrović,Tim Ream,Bobby Reid,Andreas Pereira,Willian,João Palhinha,Issa Diop,Antonee Robinson,Marek Rodák,Tosin Adarabioyo,Shane Duffy,Harry Wilson,Manor Solomon,Cédric Soares,Daniel James,Saša Lukić,Keylor Navas,Orel Mangala,Morgan Gibbs-White,Brennan Johnson,Remo Freuler,Serge Aurier,Scott McKenna,Willy Boly,Gustavo Scarpa,Renan Lodi,Chris Wood,Wayne Hennessey,Joe Worrall,Jonjo Shelvey,Neco Williams,Jack Colback,Sam Surridge,Emmanuel Dennis,André Ayew
216,216,23,Sat,2023-02-11,17:30,Bournemouth,1.5,1.3,Newcastle Utd,"10,419",Vitality Stadium,Stuart Attwell,/en/matches/d9339e30/Bournemouth-Newcastle-United-February-11-2023-Premier-League,1,1,4-4-1-1,4-3-3,8.0,10.0,4.0,6.0,17.0,22.0,455.0,739.0,20.0,15.0,17.0,9.0,17.0,16.0,30.0,15.0,2.0,5.0,7.0,8.0,22.0,20.0,66.0,66.0,2.0,0.0,0.0,3.0,0.0,0.0,Neto,Jack Stephens,Jefferson Lerma,Dominic Solanke,Dango Ouattara,Adam Smith,Hamed Junior Traorè,Marcos Senesi,Philip Billing,Jaidon Anthony,Jordan Zemura,Mark Travers,Ryan Fredericks,Chris Mepham,Ryan Christie,Joe Rothwell,Marcus Tavernier,Matías Viña,Kieffer Moore,Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Joelinton,Allan Saint-Maximin,Alexander Isak,Miguel Almirón,Joe Willock,Dan Burn,Sean Longstaff,Martin Dúbravka,Paul Dummett,Anthony Gordon,Matt Ritchie,Jamal Lewis,Ryan Fraser,Jacob Murphy,Elliot Anderson
217,217,23,Sun,2023-02-12,14:00,Leeds United,1.8,1.1,Manchester Utd,"36,919",Elland Road,Paul Tierney,/en/matches/3386146f/Leeds-United-Manchester-United-February-12-2023-Premier-League,0,2,4-2-3-1,4-2-3-1,10.0,13.0,7.0,3.0,18.0,8.0,424.0,701.0,23.0,30.0,10.0,6.0,16.0,12.0,15.0,19.0,3.0,3.0,4.0,11.0,20.0,19.0,58.0,73.0,2.0,0.0,0.0,1.0,0.0,0.0,Illan Meslier,Luke Ayling,Junior Firpo,Robin Koch,Patrick Bamford,Crysencio Summerville,Jack Harrison,Tyler Adams,Weston McKennie,Degnand Gnonto,Maximilian Wöber,Joel Robles,Brenden Aaronson,Darko Gyabi,Georginio Rutter,Rasmus Nissen,Diogo Monteiro,Sam Greenwood,Mateo Joseph,David de Gea,Harry Maguire,Bruno Fernandes,Marcus Rashford,Tyrell Malacia,Marcel Sabitzer,Fred,Diogo Dalot,Luke Shaw,Jadon Sancho,Wout Weghorst,Tom Heaton,Victor Lindelöf,Lisandro Martínez,Raphaël Varane,Facundo Pellistri,Aaron Wan-Bissaka,Anthony Elanga,Alejandro Garnacho
218,218,23,Sun,2023-02-12,16:30,Manchester City,3.3,0.3,Aston Villa,"53,392",Etihad Stadium,Robert Jones,/en/matches/18fcd595/Manchester-City-Aston-Villa-February-12-2023-Premier-League,3,1,3-2-4-1,4-4-2,13.0,14.0,8.0,4.0,18.0,7.0,727.0,409.0,7.0,7.0,3.0,16.0,7.0,4.0,3.0,17.0,1.0,4.0,2.0,8.0,13.0,11.0,65.0,59.0,1.0,0.0,0.0,2.0,0.0,0.0,Ederson,Kyle Walker,Rúben Dias,İlkay Gündoğan,Erling Haaland,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Stefan Ortega,Kalvin Phillips,Nathan Aké,Julián Álvarez,Sergio Gómez,Manuel Akanji,Phil Foden,Cole Palmer,Emiliano Martínez,Ezri Konsa,Douglas Luiz,Emi Buendía,Ollie Watkins,Calum Chambers,Ashley Young,Lucas Digne,Leon Bailey,Jacob Ramsey,Boubacar Kamara,Viljami Sinisalo,Oliwier Zych,Matty Cash,John McGinn,Álex Moreno,Jhon Durán,Philippe Coutinho,Leander Dendoncker
219,219,23,Mon,2023-02-13,20:00,Liverpool,2.3,0.4,Everton,"53,027",Anfield,Simon Hooper,/en/matches/a895ec23/Merseyside-Derby-Liverpool-Everton-February-13-2023-Premier-League,2,0,4-3-3,4-5-1,8.0,16.0,3.0,3.0,19.0,12.0,745.0,557.0,21.0,18.0,7.0,14.0,12.0,9.0,14.0,20.0,4.0,2.0,4.0,8.0,25.0,18.0,62.0,62.0,1.0,0.0,0.0,3.0,0.0,0.0,Alisson,Joe Gomez,Fabinho,Mohamed Salah,Jordan Henderson,Cody Gakpo,Andrew Robertson,Darwin Núñez,Joël Matip,Stefan Bajcetic,Trent Alexander-Arnold,Caoimhín Kelleher,Virgil van Dijk,James Milner,Naby Keïta,Roberto Firmino,Harvey Elliott,Diogo Jota,Kostas Tsimikas,Jordan Pickford,James Tarkowski,Dwight McNeil,Amadou Onana,Abdoulaye Doucouré,Alex Iwobi,Vitaliy Mykolenko,Séamus Coleman,Idrissa Gana Gueye,Conor Coady,Ellis Simms,Asmir Begović,Mason Holgate,Michael Keane,Demarai Gray,Yerry Mina,Neal Maupay,Ben Godfrey,Tom Davies
220,220,12,Wed,2023-02-15,19:30,Arsenal,1.6,1.8,Manchester City,"60,276",Emirates Stadium,Anthony Taylor,/en/matches/b9da01e6/Arsenal-Manchester-City-February-15-2023-Premier-League,1,3,4-3-3,4-1-4-1,11.0,15.0,1.0,2.0,17.0,9.0,654.0,435.0,13.0,17.0,8.0,11.0,11.0,14.0,6.0,14.0,0.0,3.0,3.0,10.0,21.0,18.0,62.0,65.0,2.0,0.0,0.0,4.0,0.0,0.0,Aaron Ramsdale,Gabriel Dos Santos,Bukayo Saka,Martin Ødegaard,Gabriel Martinelli,William Saliba,Eddie Nketiah,Takehiro Tomiyasu,Jorginho,Granit Xhaka,Oleksandr Zinchenko,Matt Turner,Kieran Tierney,Ben White,Jakub Kiwior,Rob Holding,Leandro Trossard,Fabio Vieira,Reiss Nelson,Ederson,Kyle Walker,Rúben Dias,Nathan Aké,İlkay Gündoğan,Erling Haaland,Jack Grealish,Rodri,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Stefan Ortega,Kalvin Phillips,Aymeric Laporte,Julián Álvarez,Sergio Gómez,Manuel Akanji,Phil Foden,Cole Palmer
221,221,24,Sat,2023-02-18,12:30,Aston Villa,0.5,3.2,Arsenal,"42,066",Villa Park,Simon Hooper,/en/matches/e50bfcf8/Aston-Villa-Arsenal-February-18-2023-Premier-League,2,4,4-4-2,4-3-3,13.0,4.0,2.0,9.0,9.0,30.0,450.0,730.0,25.0,18.0,13.0,0.0,11.0,13.0,30.0,8.0,0.0,2.0,12.0,2.0,12.0,36.0,57.0,49.0,2.0,0.0,0.0,1.0,0.0,0.0,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Emi Buendía,Ollie Watkins,Álex Moreno,Philippe Coutinho,Boubacar Kamara,Viljami Sinisalo,Bertrand Traoré,Calum Chambers,Ashley Young,Jhon Durán,Lucas Digne,Leon Bailey,Leander Dendoncker,Aaron Ramsdale,Ben White,Gabriel Dos Santos,Bukayo Saka,Martin Ødegaard,William Saliba,Eddie Nketiah,Leandro Trossard,Jorginho,Granit Xhaka,Oleksandr Zinchenko,Matt Turner,Kieran Tierney,Emile Smith Rowe,Gabriel Martinelli,Jakub Kiwior,Rob Holding,Takehiro Tomiyasu,Fabio Vieira
222,222,24,Sat,2023-02-18,15:00,Brighton,2.2,0.3,Fulham,"31,619",The American Express Community Stadium,Darren England,/en/matches/67a7aee6/Brighton-and-Hove-Albion-Fulham-February-18-2023-Premier-League,0,1,4-2-3-1,4-2-3-1,12.0,14.0,10.0,2.0,21.0,6.0,718.0,426.0,10.0,13.0,8.0,11.0,16.0,10.0,3.0,20.0,4.0,0.0,3.0,12.0,13.0,9.0,52.0,61.0,0.0,0.0,0.0,5.0,0.0,0.0,Robert Sánchez,Adam Webster,Lewis Dunk,Solly March,Alexis Mac Allister,Pascal Groß,Kaoru Mitoma,Moisés Caicedo,Evan Ferguson,Pervis Estupiñán,Joël Veltman,Jason Steele,Tariq Lamptey,Jeremy Sarmiento,Julio César Enciso,Deniz Undav,Yasin Ayari,Jan Paul van Hecke,Facundo Buonanotte,Bernd Leno,Kenny Tete,Harrison Reed,Harry Wilson,Tim Ream,Bobby Reid,Andreas Pereira,Willian,João Palhinha,Issa Diop,Antonee Robinson,Marek Rodák,Layvin Kurzawa,Tosin Adarabioyo,Shane Duffy,Manor Solomon,Cédric Soares,Daniel James,Saša Lukić
223,223,24,Sat,2023-02-18,15:00,Nott'ham Forest,0.9,2.4,Manchester City,"29,365",The City Ground,Graham Scott,/en/matches/7f12d9aa/Nottingham-Forest-Manchester-City-February-18-2023-Premier-League,1,1,4-3-2-1,3-2-4-1,8.0,6.0,0.0,10.0,4.0,34.0,385.0,817.0,13.0,10.0,8.0,2.0,13.0,10.0,43.0,5.0,2.0,0.0,15.0,4.0,9.0,27.0,68.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,Keylor Navas,Joe Worrall,Jonjo Shelvey,Jack Colback,Morgan Gibbs-White,Brennan Johnson,Remo Freuler,Serge Aurier,Danilo,Renan Lodi,Felipe,Wayne Hennessey,Orel Mangala,Neco Williams,Harry Toffolo,Sam Surridge,Emmanuel Dennis,Gustavo Scarpa,André Ayew,Ederson,Kyle Walker,Rúben Dias,İlkay Gündoğan,Erling Haaland,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,Phil Foden,Stefan Ortega,Kalvin Phillips,Nathan Aké,Julián Álvarez,Sergio Gómez,Manuel Akanji,Riyad Mahrez,Cole Palmer
224,224,24,Sat,2023-02-18,15:00,Chelsea,1.6,0.6,Southampton,"40,152",Stamford Bridge,David Coote,/en/matches/8d750d5d/Chelsea-Southampton-February-18-2023-Premier-League,0,1,4-2-3-1,4-4-2,16.0,25.0,8.0,2.0,20.0,8.0,678.0,493.0,17.0,31.0,8.0,13.0,13.0,12.0,5.0,29.0,3.0,1.0,6.0,9.0,30.0,16.0,56.0,73.0,3.0,0.0,0.0,6.0,0.0,0.0,Kepa Arrizabalaga,Benoît Badiashile,Enzo Fernández,Mateo Kovačić,João Félix,Mason Mount,Ben Chilwell,Kalidou Koulibaly,David Datro Fofana,César Azpilicueta,Noni Madueke,Marcus Bettinelli,Trevoh Chalobah,Mykhailo Mudryk,Raheem Sterling,Denis Zakaria,Conor Gallagher,Kai Havertz,Wesley Fofana,Gavin Bazunu,Ainsley Maitland-Niles,James Ward-Prowse,Paul Onuachu,Romain Perraud,Stuart Armstrong,Kamaldeen Sulemana,Mohamed Elyounoussi,Jan Bednarek,Armel Bella Kotchap,Roméo Lavia,Willy Caballero,Kyle Walker-Peters,Lyanco,Adam Armstrong,Sekou Mara,Moussa Djenepo,Carlos Alcaraz,Ibrahima Diallo
225,225,24,Sat,2023-02-18,15:00,Everton,1.4,0.5,Leeds United,"39,232",Goodison Park,Andy Madley,/en/matches/d5f67d2e/Everton-Leeds-United-February-18-2023-Premier-League,1,0,4-5-1,4-2-3-1,8.0,6.0,6.0,4.0,26.0,19.0,594.0,576.0,23.0,24.0,10.0,11.0,18.0,20.0,18.0,20.0,1.0,0.0,9.0,13.0,32.0,22.0,95.0,82.0,2.0,0.0,0.0,3.0,0.0,0.0,Jordan Pickford,James Tarkowski,Dwight McNeil,Amadou Onana,Abdoulaye Doucouré,Alex Iwobi,Vitaliy Mykolenko,Neal Maupay,Séamus Coleman,Idrissa Gana Gueye,Conor Coady,Asmir Begović,Mason Holgate,Michael Keane,Demarai Gray,Yerry Mina,Ben Godfrey,Tom Davies,Rúben Vinagre,Illan Meslier,Luke Ayling,Junior Firpo,Robin Koch,Patrick Bamford,Crysencio Summerville,Jack Harrison,Tyler Adams,Weston McKennie,Degnand Gnonto,Maximilian Wöber,Joel Robles,Liam Cooper,Brenden Aaronson,Darko Gyabi,Georginio Rutter,Rasmus Nissen,Diogo Monteiro,Sam Greenwood
226,226,24,Sat,2023-02-18,15:00,Wolves,1.3,1.1,Bournemouth,"31,222",Molineux Stadium,Michael Salisbury,/en/matches/eaf37ab4/Wolverhampton-Wanderers-Bournemouth-February-18-2023-Premier-League,0,1,4-2-3-1,4-2-3-1,12.0,10.0,12.0,2.0,40.0,6.0,790.0,460.0,16.0,9.0,2.0,6.0,19.0,24.0,14.0,49.0,2.0,0.0,3.0,9.0,18.0,22.0,83.0,56.0,3.0,0.0,0.0,3.0,0.0,0.0,José Sá,Rúben Neves,Matheus Cunha,Craig Dawson,Pablo Sarabia,Nélson Semedo,Max Kilman,Matheus Nunes,João Moutinho,Adama Traoré,Hugo Bueno,Daniel Bentley,Rayan Aït Nouri,Nathan Collins,Raúl Jiménez,Daniel Podence,Jonny Castro,Diego Costa,João Gomes,Neto,Jack Stephens,Jefferson Lerma,Dominic Solanke,Dango Ouattara,Adam Smith,Marcus Tavernier,Hamed Junior Traorè,Marcos Senesi,Philip Billing,Jordan Zemura,Mark Travers,Ryan Fredericks,Chris Mepham,Ryan Christie,Joe Rothwell,Matías Viña,Kieffer Moore,Antoine Semenyo
227,227,24,Sat,2023-02-18,15:00,Brentford,0.9,1.1,Crystal Palace,"17,122",Brentford Community Stadium,Paul Tierney,/en/matches/f6370484/Brentford-Crystal-Palace-February-18-2023-Premier-League,1,1,4-3-3,4-2-3-1,10.0,8.0,2.0,6.0,25.0,19.0,687.0,517.0,12.0,15.0,9.0,14.0,24.0,15.0,14.0,36.0,3.0,2.0,2.0,11.0,33.0,11.0,73.0,68.0,2.0,0.0,0.0,2.0,0.0,0.0,David Raya,Aaron Hickey,Rico Henry,Ethan Pinnock,Christian Nørgaard,Mathias Jensen,Josh Dasilva,Yoane Wissa,Ben Mee,Ivan Toney,Bryan Mbeumo,Matthew Cox,Kevin Schade,Mathias Jørgensen,Kristoffer Ajer,Keane Lewis-Potter,Mikkel Damsgaard,Shandon Baptiste,Vitaly Janelt,Vicente Guaita,Tyrick Mitchell,Marc Guéhi,Michael Olise,Albert Sambi Lokonga,Jordan Ayew,Jean-Philippe Mateta,Jeffrey Schlupp,Joachim Andersen,Nathaniel Clyne,Cheick Doucouré,Joseph Whitworth,Luka Milivojević,Eberechi Eze,James McArthur,Will Hughes,Odsonne Édouard,Chris Richards,Naouirou Ahamada
