,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
250,250,26,Sat,2020-02-08,12:30,Everton,2.5,1.1,Crystal Palace,"38,987",Goodison Park,David Coote,/en/matches/4e620966/Everton-Crystal-Palace-February-8-2020-Premier-League,3,1,4-4-2,4-1-4-1,11.0,12.0,4.0,6.0,24.0,20.0,559.0,599.0,20.0,15.0,12.0,9.0,30.0,24.0,25.0,23.0,1.0,2.0,9.0,6.0,28.0,30.0,62.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,Jordan Pickford,Michael Keane,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Morgan Schneiderlin,Bernard,Séamus Coleman,Maarten Stekelenburg,Mason Holgate,Leighton Baines,Alex Iwobi,Djibril Sidibé,Tom Davies,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,James Tomkins,Jordan Ayew,Wilfried Zaha,Christian Benteke,James McArthur,James McCarthy,Gary Cahill,Wayne Hennessey,Scott Dann,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Tyrick Mitchell,nan,nan,nan,nan
251,251,26,Sat,2020-02-08,17:30,Brighton,0.8,0.2,Watford,"30,443",The American Express Community Stadium,Kevin Friend,/en/matches/111b8b45/Brighton-and-Hove-Albion-Watford-February-8-2020-Premier-League,1,1,4-2-3-1,4-2-3-1,9.0,12.0,3.0,2.0,28.0,7.0,767.0,452.0,13.0,25.0,11.0,18.0,35.0,19.0,9.0,26.0,2.0,2.0,5.0,11.0,22.0,22.0,78.0,86.0,2.0,0.0,0.0,2.0,0.0,0.0,Mathew Ryan,Shane Duffy,Lewis Dunk,Leandro Trossard,Pascal Groß,Glenn Murray,Aaron Mooy,Solly March,Ezequiel Schelotto,Davy Pröpper,Dan Burn,David Button,Neal Maupay,Adam Webster,Alireza Jahanbakhsh,Bernardo,Aaron Connolly,Ben Foster,Adrian Mariappa,Gerard Deulofeu,Troy Deeney,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Craig Dawson,Danny Welbeck,Nathaniel Chalobah,Andre Gray,José Holebas,nan,nan,nan,nan
252,252,26,Sun,2020-02-09,14:00,Sheffield Utd,1.9,1.4,Bournemouth,"30,361",Bramall Lane,Jonathan Moss,/en/matches/9dbc60d4/Sheffield-United-Bournemouth-February-9-2020-Premier-League,2,1,3-5-2,4-5-1,10.0,8.0,8.0,4.0,36.0,15.0,636.0,585.0,17.0,10.0,7.0,7.0,40.0,28.0,17.0,53.0,0.0,1.0,9.0,8.0,40.0,22.0,102.0,75.0,2.0,0.0,0.0,3.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,Oliver McBurnie,Billy Sharp,John Egan,Oliver Norwood,Sander Berge,Michael Verrips,John Lundstram,Phil Jagielka,David McGoldrick,Lys Mousset,Ben Osborn,Aaron Ramsdale,Simon Francis,Dan Gosling,Nathan Aké,Andrew Surman,Callum Wilson,Adam Smith,Diego Rico,Harry Wilson,Ryan Fraser,Philip Billing,Artur Boruc,Steve Cook,Joshua King,Dominic Solanke,Lewis Cook,Jack Stacey,nan,nan,nan,nan
253,253,26,Fri,2020-02-14,20:00,Wolves,1.0,0.7,Leicester City,"31,682",Molineux Stadium,Mike Dean,/en/matches/a11273b7/Wolverhampton-Wanderers-Leicester-City-February-14-2020-Premier-League,0,0,3-4-3,4-1-4-1,13.0,10.0,7.0,0.0,26.0,19.0,514.0,659.0,18.0,21.0,11.0,14.0,22.0,18.0,17.0,22.0,2.0,0.0,5.0,10.0,36.0,20.0,78.0,45.0,2.0,0.0,0.0,4.0,0.0,1.0,Rui Patrício,Matt Doherty,Pedro Neto,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,Leander Dendoncker,John Ruddy,Daniel Podence,Morgan Gibbs-White,João Moutinho,Adama Traoré,Max Kilman,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Harvey Barnes,Ayoze Pérez,Hamza Choudhury,Ricardo Pereira,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Kelechi Iheanacho,nan,nan,nan,nan
254,254,26,Sat,2020-02-15,12:30,Southampton,0.8,0.8,Burnley,"26,302",St. Mary's Stadium,Simon Hooper,/en/matches/738ade70/Southampton-Burnley-February-15-2020-Premier-League,1,2,4-2-2-2,4-4-2,8.0,11.0,4.0,2.0,26.0,12.0,692.0,484.0,11.0,18.0,7.0,10.0,26.0,22.0,11.0,32.0,1.0,3.0,7.0,5.0,42.0,40.0,84.0,90.0,2.0,0.0,0.0,2.0,0.0,0.0,Alex McCarthy,Jannik Vestergaard,Jack Stephens,Shane Long,Danny Ings,James Ward-Prowse,Stuart Armstrong,Sofiane Boufal,Ryan Bertrand,Pierre Højbjerg,Kyle Walker-Peters,Angus Gunn,Che Adams,Moussa Djenepo,Oriol Romeu,Michael Obafemi,William Smallbone,Nick Pope,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Chris Wood,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jay Rodriguez,Phil Bardsley,Joe Hart,Josh Brownhill,Robbie Brady,Erik Pieters,Aaron Lennon,Matěj Vydra,nan,nan,nan,nan
255,255,26,Sat,2020-02-15,17:30,Norwich City,0.3,2.0,Liverpool,"27,110",Carrow Road,Stuart Attwell,/en/matches/9c238122/Norwich-City-Liverpool-February-15-2020-Premier-League,0,1,4-2-3-1,4-3-3,5.0,11.0,2.0,7.0,3.0,30.0,536.0,777.0,17.0,16.0,23.0,5.0,9.0,12.0,36.0,8.0,1.0,0.0,8.0,5.0,18.0,28.0,71.0,79.0,1.0,0.0,0.0,2.0,0.0,0.0,Tim Krul,Max Aarons,Sam Byram,Grant Hanley,Christoph Zimmermann,Lukas Rupp,Todd Cantwell,Teemu Pukki,Kenny McLean,Ondrej Duda,Alexander Tettey,Ralf Fährmann,Ben Godfrey,Mario Vrančić,Onel Hernández,Jamal Lewis,Emi Buendía,Alisson,Virgil van Dijk,Georginio Wijnaldum,Naby Keïta,Roberto Firmino,Mohamed Salah,Joe Gomez,Jordan Henderson,Alex Oxlade-Chamberlain,Andrew Robertson,Trent Alexander-Arnold,Adrián,Fabinho,Dejan Lovren,James Milner,Sadio Mané,Adam Lallana,nan,nan,nan,nan
256,256,26,Sun,2020-02-16,14:00,Aston Villa,1.8,3.4,Tottenham,"41,874",Villa Park,Martin Atkinson,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League,2,3,3-4-3,4-2-3-1,12.0,10.0,12.0,7.0,29.0,15.0,648.0,583.0,14.0,24.0,15.0,11.0,16.0,19.0,18.0,30.0,0.0,1.0,6.0,6.0,30.0,19.0,80.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,Pepe Reina,Danny Drinkwater,Douglas Luiz,Jack Grealish,Ezri Konsa,Matt Targett,Mbwana Samatta,Anwar El Ghazi,Björn Engels,Frederic Guilbert,Kortney Hause,Ørjan Nyland,Neil Taylor,Marvelous Nakamba,Conor Hourihane,Trézéguet,Borja Bastón,Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Eric Dier,Dele Alli,Steven Bergwijn,Serge Aurier,Lucas Moura,Ben Davies,Paulo Gazzaniga,Jan Vertonghen,Giovani Lo Celso,Tanguy Ndombele,Oliver Skipp,Gedson Fernandes,nan,nan,nan,nan
257,257,26,Sun,2020-02-16,16:30,Arsenal,2.6,0.9,Newcastle Utd,"60,188",Emirates Stadium,Lee Mason,/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League,4,0,4-2-3-1,5-4-1,15.0,9.0,5.0,6.0,24.0,15.0,781.0,418.0,12.0,18.0,10.0,10.0,16.0,15.0,16.0,20.0,1.0,4.0,3.0,13.0,12.0,9.0,45.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,Bernd Leno,Héctor Bellerín,Dani Ceballos,Mesut Özil,Pierre-Emerick Aubameyang,Nicolas Pépé,Shkodran Mustafi,David Luiz,Eddie Nketiah,Granit Xhaka,Bukayo Saka,Emiliano Martínez,Sokratis Papastathopoulos,Alexandre Lacazette,Lucas Torreira,Joe Willock,Sead Kolašinac,Martin Dúbravka,Ciaran Clark,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Federico Fernández,Valentino Lazaro,Miguel Almirón,Danny Rose,Sean Longstaff,Nabil Bentaleb,Karl Darlow,Fabian Schär,Matt Ritchie,Isaac Hayden,Florian Lejeune,Christian Atsu,nan,nan,nan,nan
258,258,26,Mon,2020-02-17,20:00,Chelsea,0.9,0.6,Manchester Utd,"40,504",Stamford Bridge,Anthony Taylor,/en/matches/2619bcb9/Chelsea-Manchester-United-February-17-2020-Premier-League,0,2,4-3-3,3-4-1-2,11.0,11.0,9.0,8.0,23.0,16.0,764.0,526.0,18.0,12.0,7.0,15.0,15.0,14.0,15.0,29.0,2.0,0.0,6.0,7.0,21.0,16.0,63.0,52.0,4.0,0.0,0.0,3.0,0.0,0.0,Willy Caballero,Antonio Rüdiger,Andreas Christensen,Jorginho,N'Golo Kanté,Willian,Pedro,Mateo Kovačić,Michy Batshuayi,Reece James,César Azpilicueta,Kepa Arrizabalaga,Marcos Alonso,Ross Barkley,Kurt Zouma,Olivier Giroud,Mason Mount,David de Gea,Eric Bailly,Harry Maguire,Anthony Martial,Fred,Bruno Fernandes,Daniel James,Luke Shaw,Aaron Wan-Bissaka,Nemanja Matić,Brandon Williams,Sergio Romero,Phil Jones,Juan Mata,Andreas Pereira,Diogo Dalot,Odion Ighalo,nan,nan,nan,nan
259,259,26,Wed,2020-02-19,19:30,Manchester City,2.1,0.1,West Ham,"52,159",Etihad Stadium,Kevin Friend,/en/matches/bc091e86/Manchester-City-West-Ham-United-February-19-2020-Premier-League,2,0,4-3-3,5-3-2,5.0,7.0,6.0,1.0,35.0,11.0,1035.0,404.0,11.0,15.0,7.0,14.0,8.0,10.0,12.0,37.0,1.0,3.0,5.0,9.0,16.0,12.0,57.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,Ederson,Kyle Walker,Gabriel Jesus,Sergio Agüero,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,David Silva,Benjamin Mendy,Nicolás Otamendi,Claudio Bravo,John Stones,İlkay Gündoğan,Fernandinho,Riyad Mahrez,João Cancelo,Łukasz Fabiański,Aaron Cresswell,Robert Snodgrass,Mark Noble,Angelo Ogbonna,Issa Diop,Ryan Fredericks,Arthur Masuaku,Tomáš Souček,Michail Antonio,Declan Rice,Darren Randolph,Fabián Balbuena,Pablo Zabaleta,Felipe Anderson,Manuel Lanzini,Jarrod Bowen,nan,nan,nan,nan
260,260,27,Sat,2020-02-22,12:30,Chelsea,1.7,0.2,Tottenham,"40,608",Stamford Bridge,Michael Oliver,/en/matches/fdd364a6/Chelsea-Tottenham-Hotspur-February-22-2020-Premier-League,2,1,3-4-3,5-4-1,14.0,14.0,3.0,5.0,11.0,14.0,723.0,737.0,26.0,24.0,15.0,8.0,15.0,20.0,14.0,17.0,1.0,0.0,4.0,9.0,20.0,30.0,70.0,59.0,1.0,0.0,0.0,2.0,0.0,0.0,Willy Caballero,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Ross Barkley,Mateo Kovačić,Olivier Giroud,Mason Mount,Reece James,César Azpilicueta,Kepa Arrizabalaga,Tammy Abraham,Willian,Ruben Loftus-Cheek,Kurt Zouma,Emerson Palmieri,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Winks,Giovani Lo Celso,Steven Bergwijn,Lucas Moura,Tanguy Ndombele,Ben Davies,Japhet Tanganga,Paulo Gazzaniga,Érik Lamela,Eric Dier,Dele Alli,Serge Aurier,Oliver Skipp,nan,nan,nan,nan
261,261,27,Sat,2020-02-22,15:00,Crystal Palace,1.6,0.2,Newcastle Utd,"25,486",Selhurst Park,Peter Bankes,/en/matches/5947b8fb/Crystal-Palace-Newcastle-United-February-22-2020-Premier-League,1,0,4-3-3,5-4-1,15.0,11.0,7.0,5.0,16.0,17.0,545.0,612.0,22.0,16.0,17.0,14.0,22.0,13.0,16.0,15.0,0.0,3.0,6.0,11.0,26.0,18.0,65.0,72.0,2.0,0.0,0.0,6.0,1.0,0.0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Scott Dann,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Christian Benteke,James McArthur,James McCarthy,Gary Cahill,Wayne Hennessey,Max Meyer,Andros Townsend,Cenk Tosun,Martin Kelly,Brandon Pierrick,Martin Dúbravka,Fabian Schär,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Federico Fernández,Valentino Lazaro,Miguel Almirón,Danny Rose,Sean Longstaff,Nabil Bentaleb,Karl Darlow,Matt Ritchie,Dwight Gayle,Isaac Hayden,Florian Lejeune,DeAndre Yedlin,nan,nan,nan,nan
262,262,27,Sat,2020-02-22,15:00,Southampton,2.6,0.5,Aston Villa,"31,478",St. Mary's Stadium,Craig Pawson,/en/matches/66823ac4/Southampton-Aston-Villa-February-22-2020-Premier-League,2,0,4-4-2,3-4-3,13.0,17.0,9.0,6.0,19.0,20.0,503.0,565.0,17.0,13.0,12.0,10.0,31.0,23.0,16.0,27.0,0.0,2.0,4.0,11.0,26.0,25.0,83.0,85.0,1.0,0.0,0.0,4.0,0.0,0.0,Alex McCarthy,Jack Stephens,Shane Long,Danny Ings,Moussa Djenepo,James Ward-Prowse,Stuart Armstrong,Ryan Bertrand,Pierre Højbjerg,William Smallbone,Jan Bednarek,Angus Gunn,Jannik Vestergaard,Che Adams,Oriol Romeu,Sofiane Boufal,Michael Obafemi,Pepe Reina,Douglas Luiz,Jack Grealish,Marvelous Nakamba,Ezri Konsa,Matt Targett,Mbwana Samatta,Anwar El Ghazi,Frederic Guilbert,Kortney Hause,Tyrone Mings,Ørjan Nyland,Danny Drinkwater,Conor Hourihane,Trézéguet,Borja Bastón,Björn Engels,nan,nan,nan,nan
263,263,27,Sat,2020-02-22,15:00,Burnley,3.2,1.8,Bournemouth,"18,227",Turf Moor,Mike Dean,/en/matches/bcdc3fb0/Burnley-Bournemouth-February-22-2020-Premier-League,3,0,4-4-2,4-3-3,9.0,9.0,7.0,3.0,25.0,22.0,472.0,601.0,22.0,12.0,9.0,6.0,18.0,21.0,19.0,34.0,1.0,1.0,7.0,5.0,18.0,22.0,87.0,53.0,4.0,0.0,0.0,3.0,0.0,0.0,Nick Pope,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jay Rodriguez,Phil Bardsley,Matěj Vydra,Joe Hart,Jóhann Berg Guðmundsson,Josh Brownhill,Robbie Brady,Erik Pieters,Aaron Lennon,Aaron Ramsdale,Simon Francis,Steve Cook,Dan Gosling,Andrew Surman,Joshua King,Callum Wilson,Adam Smith,Jack Stacey,Harry Wilson,Philip Billing,Artur Boruc,Dominic Solanke,Lewis Cook,Junior Stanislas,Diego Rico,Ryan Fraser,nan,nan,nan,nan
264,264,27,Sat,2020-02-22,15:00,Sheffield Utd,1.6,1.2,Brighton,"31,888",Bramall Lane,Graham Scott,/en/matches/c24b02bd/Sheffield-United-Brighton-and-Hove-Albion-February-22-2020-Premier-League,1,1,3-5-2,5-3-2,5.0,6.0,12.0,2.0,50.0,6.0,748.0,496.0,15.0,15.0,8.0,12.0,22.0,23.0,7.0,63.0,3.0,2.0,4.0,9.0,41.0,32.0,112.0,69.0,0.0,0.0,0.0,2.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,Oliver McBurnie,Billy Sharp,John Egan,Oliver Norwood,Sander Berge,Michael Verrips,John Lundstram,Phil Jagielka,David McGoldrick,Lys Mousset,Ben Osborn,Mathew Ryan,Shane Duffy,Lewis Dunk,Neal Maupay,Yves Bissouma,Adam Webster,Glenn Murray,Aaron Mooy,Ezequiel Schelotto,Davy Pröpper,Dan Burn,David Button,Leandro Trossard,Pascal Groß,Alireza Jahanbakhsh,Solly March,Bernardo,nan,nan,nan,nan
