,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
11,11,2,Sat,2021-08-21,15:00,Aston Villa,1.2,0.7,Newcastle Utd,"41,964",Villa Park,David Coote,/en/matches/662d4074/Aston-Villa-Newcastle-United-August-21-2021-Premier-League,2,0,4-3-3,5-3-2,8.0,18.0,3.0,4.0,16.0,20.0,430.0,461.0,13.0,14.0,4.0,2.0,17.0,18.0,23.0,21.0,3.0,2.0,10.0,11.0,15.0,24.0,59.0,72.0,3.0,0.0,0.0,4.0,0.0,0.0,Emiliano Martínez,Matty Cash,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Emi Buendía,Ashley Young,Danny Ings,Anwar El Ghazi,Jacob Ramsey,Jed Steer,Matt Targett,Wesley Moraes,Conor Hourihane,Axel Tuanzebe,Marvelous Nakamba,Kortney Hause,Jaden Philogene Bidace,Freddie Woodman,Fabian Schär,Jamaal Lascelles,Callum Wilson,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Federico Fernández,Jacob Murphy,Miguel Almirón,Joe Willock,Mark Gillespie,Ciaran Clark,Joelinton,Jamal Lewis,Jeff Hendrick,Emil Krafth,Ryan Fraser,Dwight Gayle
12,12,2,Sat,2021-08-21,15:00,Manchester City,2.6,0.1,Norwich City,"51,437",Etihad Stadium,Graham Scott,/en/matches/ab6db0d6/Manchester-City-Norwich-City-August-21-2021-Premier-League,5,0,4-3-3,4-3-3,13.0,7.0,6.0,1.0,26.0,6.0,849.0,479.0,14.0,18.0,6.0,8.0,9.0,3.0,3.0,26.0,2.0,3.0,2.0,9.0,20.0,10.0,60.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,Ederson,Kyle Walker,Rúben Dias,İlkay Gündoğan,Gabriel Jesus,Jack Grealish,Aymeric Laporte,Rodri,Bernardo Silva,Ferrán Torres,João Cancelo,Zack Steffen,Nathan Aké,Raheem Sterling,Oleksandr Zinchenko,Benjamin Mendy,Fernandinho,Riyad Mahrez,Tommy Doyle,Tim Krul,Max Aarons,Ben Gibson,Grant Hanley,Lukas Rupp,Billy Gilmour,Todd Cantwell,Milot Rashica,Pierre Lees-Melou,Teemu Pukki,Dimitris Giannoulis,Angus Gunn,Kieran Dowell,Christos Tzolis,Jakob Sørensen,Kenny McLean,Josh Sargent,Bali Mumba,Adam Idah
13,13,2,Sat,2021-08-21,15:00,Leeds United,1.2,1.8,Everton,"36,293",Elland Road,Darren England,/en/matches/b9064680/Leeds-United-Everton-August-21-2021-Premier-League,2,2,3-3-3-1,4-4-1-1,6.0,13.0,8.0,5.0,25.0,15.0,773.0,425.0,19.0,16.0,9.0,20.0,15.0,17.0,6.0,25.0,0.0,0.0,8.0,13.0,22.0,20.0,55.0,76.0,2.0,0.0,0.0,4.0,0.0,0.0,Illan Meslier,Luke Ayling,Junior Firpo,Liam Cooper,Patrick Bamford,Raphinha,Stuart Dallas,Pascal Struijk,Jack Harrison,Kalvin Phillips,Mateusz Klich,Kristoffer Klaesson,Adam Forshaw,Tyler Roberts,Hélder Costa,Rodrigo,Charlie Cresswell,Cody Drameh,Crysencio Summerville,Jordan Pickford,Michael Keane,Allan,Richarlison,Dominic Calvert-Lewin,Demarai Gray,Lucas Digne,Yerry Mina,Abdoulaye Doucouré,Alex Iwobi,Séamus Coleman,Asmir Begović,Jonjoe Kenny,Mason Holgate,Fabian Delph,Andros Townsend,Jean-Philippe Gbamin,Tom Davies,Moise Kean
14,14,2,Sat,2021-08-21,15:00,Crystal Palace,0.5,0.9,Brentford,"23,091",Selhurst Park,Martin Atkinson,/en/matches/c8945d11/Crystal-Palace-Brentford-August-21-2021-Premier-League,0,0,4-3-3,3-5-2,12.0,9.0,3.0,5.0,12.0,15.0,601.0,545.0,15.0,24.0,13.0,11.0,26.0,20.0,18.0,12.0,1.0,2.0,11.0,6.0,31.0,19.0,88.0,82.0,3.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Cheikhou Kouyaté,Wilfried Zaha,Jeffrey Schlupp,Joachim Andersen,James McArthur,Christian Benteke,Conor Gallagher,Jack Butland,Remi Matthews,James Tomkins,Jordan Ayew,Jean-Philippe Mateta,Martin Kelly,Jaïro Riedewald,nan,David Raya,Rico Henry,Ethan Pinnock,Christian Nørgaard,Sergi Canós,Frank Onyeka,Ivan Toney,Pontus Jansson,Bryan Mbeumo,Kristoffer Ajer,Vitaly Janelt,Álvaro Fernández,Charlie Goode,Marcus Forss,Yoane Wissa,Saman Ghoddos,Halil Dervişoğlu,Mads Bidstrup,Mads Bech Sørensen
15,15,2,Sat,2021-08-21,17:30,Brighton,1.3,0.5,Watford,"29,485",The American Express Community Stadium,Anthony Taylor,/en/matches/072af2f8/Brighton-and-Hove-Albion-Watford-August-21-2021-Premier-League,2,0,4-4-1-1,4-1-4-1,11.0,6.0,7.0,2.0,20.0,17.0,730.0,592.0,19.0,13.0,8.0,10.0,17.0,18.0,18.0,26.0,1.0,1.0,8.0,8.0,13.0,22.0,55.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,Robert Sánchez,Adam Webster,Lewis Dunk,Yves Bissouma,Neal Maupay,Alexis Mac Allister,Leandro Trossard,Pascal Groß,Adam Lallana,Solly March,Shane Duffy,Jason Steele,Aaron Connolly,Enock Mwepu,Jakub Moder,Steven Alzate,Andi Zeqiri,Moisés Caicedo,Haydon Roberts,Daniel Bachmann,Oghenekaro Etebo,William Troost-Ekong,Imran Louza,Tom Cleverley,Adam Masina,Ken Sema,Craig Cathcart,Ismaila Sarr,Emmanuel Dennis,Christian Kabasele,Ben Foster,Jeremy Ngakia,Danny Rose,Joshua King,Troy Deeney,Ashley Fletcher,Cucho,Francisco Sierralta
16,16,2,Sun,2021-08-22,14:00,Wolves,1.7,1.7,Tottenham,"30,368",Molineux Stadium,Stuart Attwell,/en/matches/26ceb3c9/Wolverhampton-Wanderers-Tottenham-Hotspur-August-22-2021-Premier-League,0,1,3-4-3,4-3-3,9.0,7.0,5.0,4.0,35.0,8.0,667.0,527.0,29.0,18.0,14.0,8.0,17.0,12.0,7.0,33.0,2.0,0.0,4.0,16.0,28.0,20.0,84.0,60.0,1.0,0.0,0.0,4.0,0.0,0.0,José Sá,Fernando Marçal,Rúben Neves,Raúl Jiménez,Francisco Trincão,Conor Coady,Nélson Semedo,Max Kilman,Romain Saïss,João Moutinho,Adama Traoré,John Ruddy,Ki-Jana Hoever,Rayan Aït Nouri,Fábio Silva,Morgan Gibbs-White,Leander Dendoncker,Luke Cundle,Christian Marques,Hugo Lloris,Sergio Reguilón,Pierre Højbjerg,Davinson Sánchez,Son Heung-min,Eric Dier,Dele Alli,Steven Bergwijn,Japhet Tanganga,Lucas Moura,Oliver Skipp,Pierluigi Gollini,Matt Doherty,Harry Winks,Harry Kane,Bryan Gil,Giovani Lo Celso,Ryan Sessegnon,Ben Davies
17,17,2,Sun,2021-08-22,14:00,Southampton,0.7,1.8,Manchester Utd,"32,000",St. Mary's Stadium,Craig Pawson,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,1,1,4-4-2,4-2-3-1,12.0,10.0,7.0,7.0,17.0,19.0,463.0,665.0,23.0,19.0,20.0,6.0,11.0,15.0,21.0,12.0,0.0,2.0,11.0,5.0,19.0,18.0,61.0,50.0,2.0,0.0,0.0,3.0,0.0,0.0,Alex McCarthy,Jack Stephens,Oriol Romeu,James Ward-Prowse,Adam Armstrong,Che Adams,Romain Perraud,Moussa Djenepo,Valentino Livramento,Mohammed Salisu,Theo Walcott,Fraser Forster,Kyle Walker-Peters,Shane Long,Nathan Redmond,Nathan Tella,Mohamed Elyounoussi,Ibrahima Diallo,Jan Bednarek,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Anthony Martial,Mason Greenwood,Fred,Bruno Fernandes,Luke Shaw,Aaron Wan-Bissaka,Nemanja Matić,Tom Heaton,Juan Mata,Jesse Lingard,Raphaël Varane,Diogo Dalot,Daniel James,Jadon Sancho,Donny van de Beek
18,18,2,Sun,2021-08-22,16:30,Arsenal,0.3,3.1,Chelsea,"58,729",Emirates Stadium,Paul Tierney,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League,0,2,4-2-3-1,3-4-3,10.0,4.0,9.0,8.0,21.0,17.0,481.0,795.0,20.0,11.0,6.0,10.0,11.0,18.0,12.0,26.0,5.0,0.0,7.0,4.0,14.0,22.0,48.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,Bernd Leno,Kieran Tierney,Bukayo Saka,Emile Smith Rowe,Rob Holding,Cédric Soares,Nicolas Pépé,Pablo Marí,Albert Sambi Lokonga,Granit Xhaka,Gabriel Martinelli,Aaron Ramsdale,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Nuno Tavares,Calum Chambers,Reiss Nelson,Mohamed Elneny,Folarin Balogun,Edouard Mendy,Antonio Rüdiger,Marcos Alonso,Andreas Christensen,Jorginho,Mateo Kovačić,Romelu Lukaku,Mason Mount,Reece James,César Azpilicueta,Kai Havertz,Kepa Arrizabalaga,Thiago Silva,N'Golo Kanté,Timo Werner,Trevoh Chalobah,Kurt Zouma,Callum Hudson-Odoi,Ben Chilwell
19,19,2,Mon,2021-08-23,20:00,West Ham,2.3,0.6,Leicester City,"59,901",London Stadium,Michael Oliver,/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,4,1,4-2-3-1,4-2-3-1,8.0,8.0,10.0,0.0,34.0,3.0,654.0,626.0,15.0,13.0,5.0,14.0,21.0,10.0,7.0,27.0,2.0,0.0,3.0,11.0,23.0,15.0,64.0,47.0,0.0,0.0,0.0,1.0,1.0,0.0,Łukasz Fabiański,Aaron Cresswell,Vladimír Coufal,Pablo Fornals,Michail Antonio,Craig Dawson,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Tomáš Souček,Declan Rice,Alphonse Areola,Andriy Yarmolenko,Manuel Lanzini,Mark Noble,Issa Diop,Ryan Fredericks,Ben Johnson,Conor Coventry,Kasper Schmeichel,Çağlar Söyüncü,Harvey Barnes,Youri Tielemans,Jamie Vardy,James Maddison,Ayoze Pérez,Daniel Amartey,Ricardo Pereira,Wilfred Ndidi,Luke Thomas,Danny Ward,Marc Albrighton,Kelechi Iheanacho,Hamza Choudhury,Kiernan Dewsbury-Hall,Dennis Praet,Timothy Castagne,Patson Daka
20,20,3,Sat,2021-08-28,12:30,Manchester City,4.4,0.2,Arsenal,"52,276",Etihad Stadium,Martin Atkinson,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League,5,0,4-3-3,5-4-1,5.0,7.0,14.0,0.0,30.0,3.0,879.0,304.0,14.0,9.0,4.0,12.0,13.0,9.0,3.0,30.0,1.0,3.0,4.0,11.0,23.0,12.0,56.0,52.0,1.0,0.0,0.0,2.0,1.0,0.0,Ederson,Kyle Walker,Rúben Dias,İlkay Gündoğan,Gabriel Jesus,Jack Grealish,Aymeric Laporte,Rodri,Bernardo Silva,Ferrán Torres,João Cancelo,Zack Steffen,John Stones,Nathan Aké,Raheem Sterling,Oleksandr Zinchenko,Fernandinho,Riyad Mahrez,Tommy Doyle,Bernd Leno,Kieran Tierney,Bukayo Saka,Martin Ødegaard,Emile Smith Rowe,Pierre-Emerick Aubameyang,Rob Holding,Cédric Soares,Calum Chambers,Sead Kolašinac,Granit Xhaka,Aaron Ramsdale,Arthur Okonkwo,Alexandre Lacazette,Ainsley Maitland-Niles,Nuno Tavares,Pablo Marí,Albert Sambi Lokonga,Mohamed Elneny
21,21,3,Sat,2021-08-28,15:00,Norwich City,1.5,1.5,Leicester City,"26,765",Carrow Road,Robert Jones,/en/matches/78c685cc/Norwich-City-Leicester-City-August-28-2021-Premier-League,1,2,4-3-3,4-4-2,8.0,9.0,9.0,9.0,23.0,19.0,533.0,608.0,18.0,17.0,15.0,9.0,13.0,14.0,20.0,17.0,2.0,2.0,10.0,9.0,24.0,21.0,71.0,67.0,2.0,0.0,0.0,1.0,0.0,0.0,Tim Krul,Max Aarons,Ben Gibson,Grant Hanley,Billy Gilmour,Todd Cantwell,Milot Rashica,Pierre Lees-Melou,Brandon Williams,Teemu Pukki,Kenny McLean,Angus Gunn,Christoph Zimmermann,Lukas Rupp,Kieran Dowell,Jakob Sørensen,Josh Sargent,Dimitris Giannoulis,Adam Idah,Kasper Schmeichel,Çağlar Söyüncü,Harvey Barnes,Youri Tielemans,Jamie Vardy,James Maddison,Marc Albrighton,Daniel Amartey,Ricardo Pereira,Wilfred Ndidi,Luke Thomas,Danny Ward,Eldin Jakupović,Kelechi Iheanacho,Hamza Choudhury,Kiernan Dewsbury-Hall,Dennis Praet,Timothy Castagne,Patson Daka
