,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
76,76,8,Sat,2021-10-16,17:30,Brentford,1.4,0.3,Chelsea,"16,940",Brentford Community Stadium,Anthony Taylor,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League,0,1,3-5-2,3-5-2,13.0,8.0,5.0,5.0,26.0,16.0,573.0,719.0,16.0,20.0,4.0,10.0,35.0,17.0,13.0,44.0,1.0,4.0,5.0,1.0,29.0,11.0,76.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,David Raya,Rico Henry,Ethan Pinnock,Christian Nørgaard,Sergi Canós,Mathias Jensen,Frank Onyeka,Ivan Toney,Pontus Jansson,Bryan Mbeumo,Mathias Jørgensen,Álvaro Fernández,Dominic Thompson,Charlie Goode,Marcus Forss,Saman Ghoddos,Kristoffer Ajer,Mads Bidstrup,Mads Roerslev,Edouard Mendy,Andreas Christensen,N'Golo Kanté,Mateo Kovačić,Romelu Lukaku,Timo Werner,Ruben Loftus-Cheek,Trevoh Chalobah,Ben Chilwell,César Azpilicueta,Malang Sarr,Kepa Arrizabalaga,Marcos Alonso,Jorginho,Saúl Ñíguez,Ross Barkley,Mason Mount,Callum Hudson-Odoi,Reece James
77,77,8,Sun,2021-10-17,14:00,Everton,0.9,1.2,West Ham,"39,132",Goodison Park,Stuart Attwell,/en/matches/15871600/Everton-West-Ham-United-October-17-2021-Premier-League,0,1,4-4-1-1,4-2-3-1,3.0,3.0,7.0,9.0,32.0,29.0,519.0,711.0,19.0,13.0,10.0,10.0,20.0,13.0,27.0,19.0,0.0,2.0,11.0,13.0,18.0,25.0,76.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,Jordan Pickford,Michael Keane,Allan,Demarai Gray,Lucas Digne,Andros Townsend,Abdoulaye Doucouré,Alex Iwobi,Ben Godfrey,Séamus Coleman,Salomón Rondón,Asmir Begović,Harry Tyrer,Jonjoe Kenny,Mason Holgate,Yerry Mina,Anthony Gordon,Jean-Philippe Gbamin,Tom Davies,Łukasz Fabiański,Aaron Cresswell,Kurt Zouma,Pablo Fornals,Michail Antonio,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Tomáš Souček,Ben Johnson,Declan Rice,Alphonse Areola,Andriy Yarmolenko,Manuel Lanzini,Nikola Vlašić,Craig Dawson,Issa Diop,Arthur Masuaku,Harrison Ashby
78,78,8,Sun,2021-10-17,16:30,Newcastle Utd,0.4,1.7,Tottenham,"52,214",St. James' Park,Andre Marriner,/en/matches/4bd69343/Newcastle-United-Tottenham-Hotspur-October-17-2021-Premier-League,2,3,4-1-4-1,4-2-3-1,13.0,4.0,2.0,9.0,15.0,24.0,495.0,771.0,26.0,27.0,8.0,5.0,23.0,12.0,25.0,10.0,0.0,1.0,5.0,11.0,19.0,15.0,58.0,55.0,6.0,0.0,1.0,1.0,0.0,0.0,Karl Darlow,Ciaran Clark,Jamaal Lascelles,Joelinton,Callum Wilson,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Javier Manquillo,Joe Willock,Sean Longstaff,Mark Gillespie,Fabian Schär,Jonjo Shelvey,Jamal Lewis,Jeff Hendrick,Federico Fernández,Ryan Fraser,Jacob Murphy,Hugo Lloris,Sergio Reguilón,Cristian Romero,Pierre Højbjerg,Son Heung-min,Harry Kane,Emerson,Eric Dier,Lucas Moura,Tanguy Ndombele,Oliver Skipp,Pierluigi Gollini,Davinson Sánchez,Harry Winks,Bryan Gil,Giovani Lo Celso,Dele Alli,Steven Bergwijn,Japhet Tanganga
79,79,8,Mon,2021-10-18,20:00,Arsenal,1.7,0.7,Crystal Palace,"59,475",Emirates Stadium,Mike Dean,/en/matches/0f3a1892/Arsenal-Crystal-Palace-October-18-2021-Premier-League,2,2,4-1-4-1,4-2-3-1,7.0,4.0,6.0,3.0,19.0,10.0,687.0,631.0,17.0,22.0,7.0,7.0,7.0,20.0,6.0,18.0,0.0,3.0,4.0,5.0,26.0,18.0,72.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,Aaron Ramsdale,Kieran Tierney,Ben White,Thomas Partey,Gabriel Dos Santos,Bukayo Saka,Martin Ødegaard,Emile Smith Rowe,Pierre-Emerick Aubameyang,Takehiro Tomiyasu,Nicolas Pépé,Bernd Leno,Alexandre Lacazette,Ainsley Maitland-Niles,Rob Holding,Cédric Soares,Nuno Tavares,Albert Sambi Lokonga,Mohamed Elneny,Vicente Guaita,Joel Ward,Tyrick Mitchell,Luka Milivojević,Marc Guéhi,Jordan Ayew,Joachim Andersen,James McArthur,Christian Benteke,Odsonne Édouard,Conor Gallagher,Jack Butland,James Tomkins,Michael Olise,Cheikhou Kouyaté,Will Hughes,Jean-Philippe Mateta,Jeffrey Schlupp,Nathaniel Clyne
80,80,9,Fri,2021-10-22,20:00,Arsenal,2.7,1.4,Aston Villa,"59,496",Emirates Stadium,Craig Pawson,/en/matches/ac95a75a/Arsenal-Aston-Villa-October-22-2021-Premier-League,3,1,4-2-3-1,3-4-1-2,17.0,10.0,7.0,4.0,15.0,12.0,603.0,534.0,13.0,14.0,7.0,11.0,11.0,15.0,20.0,18.0,1.0,0.0,5.0,8.0,14.0,19.0,56.0,70.0,2.0,0.0,0.0,5.0,0.0,0.0,Aaron Ramsdale,Ben White,Thomas Partey,Gabriel Dos Santos,Bukayo Saka,Alexandre Lacazette,Emile Smith Rowe,Pierre-Emerick Aubameyang,Takehiro Tomiyasu,Nuno Tavares,Albert Sambi Lokonga,Bernd Leno,Martin Ødegaard,Ainsley Maitland-Niles,Rob Holding,Cédric Soares,Nicolas Pépé,Mohamed Elneny,Sead Kolašinac,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,Tyrone Mings,Douglas Luiz,John McGinn,Emi Buendía,Ollie Watkins,Axel Tuanzebe,Danny Ings,Jed Steer,Morgan Sanson,Ashley Young,Marvelous Nakamba,Anwar El Ghazi,Kortney Hause,Leon Bailey,Cameron Archer
81,81,9,Sat,2021-10-23,12:30,Chelsea,3.1,0.1,Norwich City,"40,113",Stamford Bridge,Andy Madley,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League,7,0,3-4-3,3-5-2,14.0,16.0,5.0,0.0,10.0,2.0,753.0,499.0,19.0,12.0,5.0,7.0,10.0,6.0,4.0,11.0,1.0,0.0,6.0,10.0,15.0,15.0,39.0,57.0,0.0,0.0,0.0,4.0,0.0,1.0,Edouard Mendy,Antonio Rüdiger,Jorginho,Thiago Silva,Mateo Kovačić,Trevoh Chalobah,Mason Mount,Callum Hudson-Odoi,Ben Chilwell,Reece James,Kai Havertz,Kepa Arrizabalaga,Marcos Alonso,Andreas Christensen,Ruben Loftus-Cheek,Saúl Ñíguez,Ross Barkley,Hakim Ziyech,César Azpilicueta,Tim Krul,Max Aarons,Ben Gibson,Grant Hanley,Ozan Kabak,Mathias Normann,Pierre Lees-Melou,Teemu Pukki,Kenny McLean,Josh Sargent,Dimitris Giannoulis,Angus Gunn,Lukas Rupp,Kieran Dowell,Milot Rashica,Christos Tzolis,Jakob Sørensen,Brandon Williams,Adam Idah
82,82,9,Sat,2021-10-23,15:00,Leeds United,1.6,0.9,Wolves,"36,475",Elland Road,Robert Jones,/en/matches/49b3afe3/Leeds-United-Wolverhampton-Wanderers-October-23-2021-Premier-League,1,1,4-4-1-1,3-4-3,15.0,14.0,6.0,3.0,21.0,5.0,665.0,459.0,25.0,16.0,14.0,12.0,12.0,12.0,11.0,29.0,1.0,1.0,4.0,13.0,14.0,27.0,60.0,71.0,2.0,0.0,0.0,3.0,0.0,0.0,Illan Meslier,Liam Cooper,Raphinha,Diego Llorente,Stuart Dallas,Rodrigo,Daniel James,Pascal Struijk,Jack Harrison,Mateusz Klich,Jamie Shackleton,Kristoffer Klaesson,Adam Forshaw,Tyler Roberts,Kalvin Phillips,Joe Gelhardt,Leo Fuhr Hjelde,Charlie Cresswell,Cody Drameh,José Sá,Rayan Aït Nouri,Raúl Jiménez,Conor Coady,Nélson Semedo,Max Kilman,Hwang Hee-chan,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,Louie Moulden,John Ruddy,Ki-Jana Hoever,Rúben Neves,Daniel Podence,Francisco Trincão,Fábio Silva,Luke Cundle
83,83,9,Sat,2021-10-23,15:00,Crystal Palace,1.9,0.3,Newcastle Utd,"24,609",Selhurst Park,Darren England,/en/matches/4d1b6f6f/Crystal-Palace-Newcastle-United-October-23-2021-Premier-League,1,1,4-3-3,5-3-2,13.0,9.0,3.0,7.0,23.0,16.0,828.0,391.0,11.0,18.0,6.0,7.0,16.0,18.0,24.0,35.0,2.0,3.0,3.0,12.0,18.0,15.0,58.0,76.0,3.0,0.0,0.0,4.0,0.0,0.0,Vicente Guaita,Joel Ward,Tyrick Mitchell,Luka Milivojević,Marc Guéhi,Michael Olise,Joachim Andersen,James McArthur,Christian Benteke,Odsonne Édouard,Conor Gallagher,Jack Butland,James Tomkins,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Will Hughes,Jean-Philippe Mateta,Jeffrey Schlupp,Karl Darlow,Ciaran Clark,Jamaal Lascelles,Callum Wilson,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Emil Krafth,Javier Manquillo,Ryan Fraser,Sean Longstaff,Mark Gillespie,Fabian Schär,Joelinton,Jamal Lewis,Jeff Hendrick,Jacob Murphy,Miguel Almirón,Joe Willock
84,84,9,Sat,2021-10-23,15:00,Everton,1.5,3.7,Watford,"38,834",Goodison Park,Graham Scott,/en/matches/6985d123/Everton-Watford-October-23-2021-Premier-League,2,5,4-4-1-1,4-1-4-1,9.0,13.0,3.0,5.0,23.0,24.0,584.0,581.0,25.0,11.0,9.0,3.0,23.0,26.0,32.0,28.0,1.0,0.0,8.0,11.0,21.0,34.0,78.0,74.0,4.0,0.0,0.0,3.0,0.0,0.0,Jordan Pickford,Michael Keane,Allan,Demarai Gray,Lucas Digne,Andros Townsend,Ben Godfrey,Séamus Coleman,Anthony Gordon,Tom Davies,Salomón Rondón,Asmir Begović,Andy Lonergan,Jonjoe Kenny,Mason Holgate,Richarlison,Alex Iwobi,Jean-Philippe Gbamin,nan,Ben Foster,Jeremy Ngakia,William Troost-Ekong,Joshua King,Adam Masina,Craig Cathcart,Ozan Tufan,Moussa Sissoko,Ismaila Sarr,Cucho,Juraj Kucka,Daniel Bachmann,Imran Louza,Tom Cleverley,João Pedro,Ken Sema,Nicolas Nkoulou,Dan Gosling,Ashley Fletcher
85,85,9,Sat,2021-10-23,15:00,Southampton,1.6,0.7,Burnley,"29,145",St. Mary's Stadium,Chris Kavanagh,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,2,2,4-4-2,4-4-2,10.0,11.0,6.0,2.0,27.0,18.0,627.0,450.0,11.0,12.0,12.0,15.0,14.0,29.0,22.0,19.0,1.0,1.0,6.0,11.0,31.0,24.0,58.0,77.0,1.0,0.0,0.0,3.0,0.0,0.0,Alex McCarthy,Oriol Romeu,Nathan Redmond,Romain Perraud,Armando Broja,Valentino Livramento,Mohammed Salisu,Mohamed Elyounoussi,Ibrahima Diallo,Theo Walcott,Jan Bednarek,Fraser Forster,Kyle Walker-Peters,Lyanco,Adam Armstrong,Che Adams,Stuart Armstrong,Moussa Djenepo,Nathan Tella,Nick Pope,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Josh Brownhill,Chris Wood,Dwight McNeil,Ashley Westwood,Maxwel Cornet,Nathan Collins,Wayne Hennessey,Jóhann Berg Guðmundsson,Ashley Barnes,Aaron Lennon,Jay Rodriguez,Erik Pieters,Phil Bardsley,Matěj Vydra
86,86,9,Sat,2021-10-23,17:30,Brighton,1.3,3.8,Manchester City,"31,215",The American Express Community Stadium,Kevin Friend,/en/matches/dc93611c/Brighton-and-Hove-Albion-Manchester-City-October-23-2021-Premier-League,1,4,3-5-2,4-3-3,10.0,6.0,7.0,6.0,20.0,7.0,643.0,699.0,16.0,7.0,13.0,8.0,14.0,5.0,9.0,18.0,2.0,1.0,5.0,8.0,17.0,16.0,57.0,66.0,2.0,0.0,0.0,3.0,0.0,0.0,Robert Sánchez,Marc Cucurella,Lewis Dunk,Neal Maupay,Leandro Trossard,Pascal Groß,Adam Lallana,Jakub Moder,Solly March,Dan Burn,Joël Veltman,Jason Steele,Tariq Lamptey,Adam Webster,Aaron Connolly,Yves Bissouma,Alexis Mac Allister,Enock Mwepu,Shane Duffy,Ederson,Kyle Walker,Rúben Dias,İlkay Gündoğan,Gabriel Jesus,Jack Grealish,Aymeric Laporte,Rodri,Bernardo Silva,João Cancelo,Phil Foden,Zack Steffen,John Stones,Nathan Aké,Oleksandr Zinchenko,Kevin De Bruyne,Fernandinho,Riyad Mahrez,Samuel Edozie
87,87,9,Sun,2021-10-24,14:00,West Ham,1.3,0.7,Tottenham,"59,924",London Stadium,Paul Tierney,/en/matches/70c508ee/West-Ham-United-Tottenham-Hotspur-October-24-2021-Premier-League,1,0,4-2-3-1,4-2-3-1,11.0,4.0,2.0,4.0,14.0,16.0,544.0,773.0,23.0,15.0,9.0,16.0,11.0,15.0,17.0,13.0,1.0,0.0,3.0,7.0,21.0,20.0,68.0,58.0,2.0,0.0,0.0,1.0,0.0,0.0,Łukasz Fabiański,Aaron Cresswell,Kurt Zouma,Pablo Fornals,Michail Antonio,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Tomáš Souček,Ben Johnson,Declan Rice,Alphonse Areola,Andriy Yarmolenko,Manuel Lanzini,Nikola Vlašić,Craig Dawson,Mark Noble,Issa Diop,Arthur Masuaku,Hugo Lloris,Sergio Reguilón,Cristian Romero,Pierre Højbjerg,Son Heung-min,Harry Kane,Emerson,Eric Dier,Lucas Moura,Tanguy Ndombele,Oliver Skipp,Pierluigi Gollini,Davinson Sánchez,Bryan Gil,Joe Rodon,Giovani Lo Celso,Dele Alli,Steven Bergwijn,Japhet Tanganga
88,88,9,Sun,2021-10-24,14:00,Brentford,1.0,1.5,Leicester City,"16,814",Brentford Community Stadium,Simon Hooper,/en/matches/b5c25937/Brentford-Leicester-City-October-24-2021-Premier-League,1,2,3-5-2,3-4-1-2,13.0,7.0,9.0,2.0,26.0,5.0,611.0,553.0,20.0,18.0,13.0,9.0,21.0,21.0,10.0,43.0,3.0,1.0,6.0,12.0,21.0,19.0,84.0,79.0,1.0,0.0,0.0,1.0,0.0,0.0,David Raya,Rico Henry,Ethan Pinnock,Christian Nørgaard,Sergi Canós,Mathias Jensen,Frank Onyeka,Ivan Toney,Pontus Jansson,Bryan Mbeumo,Mathias Jørgensen,Álvaro Fernández,Charlie Goode,Marcus Forss,Saman Ghoddos,Kristoffer Ajer,Mads Bidstrup,Mads Roerslev,Edmond-Paris Maghoma,Kasper Schmeichel,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Kelechi Iheanacho,Daniel Amartey,Ricardo Pereira,Timothy Castagne,Boubakary Soumaré,Danny Ward,Ryan Bertrand,Harvey Barnes,Ayoze Pérez,Hamza Choudhury,Kiernan Dewsbury-Hall,Jannik Vestergaard,Patson Daka
89,89,9,Sun,2021-10-24,16:30,Manchester Utd,1.6,3.4,Liverpool,"73,088",Old Trafford,Anthony Taylor,/en/matches/b886bec4/North-West-Derby-Manchester-United-Liverpool-October-24-2021-Premier-League,0,5,4-2-3-1,4-3-3,10.0,8.0,6.0,3.0,21.0,9.0,525.0,845.0,5.0,11.0,11.0,11.0,13.0,9.0,13.0,23.0,7.0,0.0,8.0,7.0,13.0,10.0,57.0,59.0,6.0,1.0,0.0,0.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Cristiano Ronaldo,Marcus Rashford,Mason Greenwood,Fred,Bruno Fernandes,Luke Shaw,Aaron Wan-Bissaka,Scott McTominay,Dean Henderson,Eric Bailly,Paul Pogba,Jesse Lingard,Diogo Dalot,Edinson Cavani,Jadon Sancho,Nemanja Matić,Alisson,Virgil van Dijk,Ibrahima Konaté,James Milner,Naby Keïta,Roberto Firmino,Mohamed Salah,Jordan Henderson,Diogo Jota,Andrew Robertson,Trent Alexander-Arnold,Adrián,Sadio Mané,Joe Gomez,Alex Oxlade-Chamberlain,Curtis Jones,Takumi Minamino,Kostas Tsimikas,Divock Origi
90,90,10,Sat,2021-10-30,12:30,Leicester City,1.3,0.7,Arsenal,"32,209",King Power Stadium,Michael Oliver,/en/matches/719b57c6/Leicester-City-Arsenal-October-30-2021-Premier-League,0,2,3-4-1-2,4-4-1-1,8.0,11.0,7.0,6.0,22.0,14.0,772.0,487.0,11.0,7.0,7.0,8.0,15.0,9.0,16.0,27.0,2.0,1.0,6.0,9.0,24.0,18.0,70.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,Kasper Schmeichel,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Kelechi Iheanacho,Daniel Amartey,Timothy Castagne,Luke Thomas,Boubakary Soumaré,Danny Ward,Ryan Bertrand,Harvey Barnes,Hamza Choudhury,Kiernan Dewsbury-Hall,Jannik Vestergaard,Wilfred Ndidi,Patson Daka,Aaron Ramsdale,Ben White,Thomas Partey,Gabriel Dos Santos,Bukayo Saka,Alexandre Lacazette,Emile Smith Rowe,Pierre-Emerick Aubameyang,Takehiro Tomiyasu,Nuno Tavares,Albert Sambi Lokonga,Bernd Leno,Martin Ødegaard,Ainsley Maitland-Niles,Rob Holding,Cédric Soares,Nicolas Pépé,Mohamed Elneny,Sead Kolašinac
91,91,10,Sat,2021-10-30,15:00,Newcastle Utd,0.2,2.2,Chelsea,"52,208",St. James' Park,Paul Tierney,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,0,3,5-3-2,3-4-3,14.0,12.0,0.0,2.0,7.0,19.0,321.0,897.0,10.0,12.0,6.0,3.0,21.0,16.0,24.0,10.0,1.0,4.0,11.0,2.0,11.0,15.0,64.0,34.0,3.0,0.0,0.0,2.0,0.0,0.0,Karl Darlow,Ciaran Clark,Jamaal Lascelles,Callum Wilson,Allan Saint-Maximin,Matt Ritchie,Isaac Hayden,Emil Krafth,Javier Manquillo,Ryan Fraser,Sean Longstaff,Martin Dúbravka,Fabian Schär,Joelinton,Jonjo Shelvey,Jamal Lewis,Jacob Murphy,Miguel Almirón,Joe Willock,Edouard Mendy,Antonio Rüdiger,Andreas Christensen,Jorginho,Thiago Silva,N'Golo Kanté,Callum Hudson-Odoi,Ben Chilwell,Hakim Ziyech,Reece James,Kai Havertz,Kepa Arrizabalaga,Marcus Bettinelli,Marcos Alonso,Ruben Loftus-Cheek,Trevoh Chalobah,Saúl Ñíguez,Ross Barkley,César Azpilicueta
92,92,10,Sat,2021-10-30,15:00,Liverpool,1.5,1.0,Brighton,"52,598",Anfield,Mike Dean,/en/matches/c68998b5/Liverpool-Brighton-and-Hove-Albion-October-30-2021-Premier-League,2,2,4-3-3,4-2-3-1,8.0,5.0,5.0,3.0,20.0,11.0,792.0,614.0,10.0,20.0,16.0,16.0,11.0,11.0,19.0,17.0,1.0,5.0,3.0,7.0,20.0,19.0,72.0,80.0,2.0,0.0,0.0,2.0,0.0,0.0,Alisson,Virgil van Dijk,Ibrahima Konaté,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Curtis Jones,Andrew Robertson,Trent Alexander-Arnold,Adrián,Joe Gomez,Alex Oxlade-Chamberlain,Takumi Minamino,Diogo Jota,Kostas Tsimikas,Divock Origi,Joël Matip,Robert Sánchez,Marc Cucurella,Lewis Dunk,Yves Bissouma,Leandro Trossard,Enock Mwepu,Adam Lallana,Jakub Moder,Solly March,Shane Duffy,Joël Veltman,Jason Steele,Tariq Lamptey,Adam Webster,Neal Maupay,Alexis Mac Allister,Pascal Groß,Jürgen Locadia,Haydon Roberts
93,93,10,Sat,2021-10-30,15:00,Burnley,2.3,0.8,Brentford,"18,821",Turf Moor,Jonathan Moss,/en/matches/c8915e9e/Burnley-Brentford-October-30-2021-Premier-League,3,1,4-4-2,3-5-2,7.0,10.0,4.0,2.0,15.0,22.0,527.0,672.0,8.0,12.0,21.0,15.0,20.0,17.0,29.0,17.0,3.0,4.0,3.0,8.0,22.0,20.0,79.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,Nick Pope,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Josh Brownhill,Chris Wood,Dwight McNeil,Ashley Westwood,Maxwel Cornet,Wayne Hennessey,Jack Cork,Ashley Barnes,Aaron Lennon,Jay Rodriguez,Nathan Collins,Erik Pieters,Phil Bardsley,Álvaro Fernández,Rico Henry,Ethan Pinnock,Christian Nørgaard,Sergi Canós,Mathias Jensen,Marcus Forss,Frank Onyeka,Ivan Toney,Pontus Jansson,Mathias Jørgensen,Matthew Cox,Charlie Goode,Saman Ghoddos,Bryan Mbeumo,Tariqe Fosu,Vitaly Janelt,Mads Bidstrup,Mads Roerslev
94,94,10,Sat,2021-10-30,15:00,Watford,1.0,1.8,Southampton,"20,869",Vicarage Road Stadium,Peter Bankes,/en/matches/e3521093/Watford-Southampton-October-30-2021-Premier-League,0,1,4-4-1-1,4-4-2,16.0,6.0,5.0,8.0,30.0,26.0,468.0,633.0,15.0,15.0,12.0,12.0,21.0,35.0,27.0,28.0,2.0,0.0,9.0,10.0,21.0,13.0,87.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Jeremy Ngakia,William Troost-Ekong,Joshua King,João Pedro,Adam Masina,Craig Cathcart,Moussa Sissoko,Ismaila Sarr,Cucho,Juraj Kucka,Daniel Bachmann,Danny Rose,Imran Louza,Tom Cleverley,Ken Sema,Nicolas Nkoulou,Dan Gosling,Ashley Fletcher,Alex McCarthy,Kyle Walker-Peters,Oriol Romeu,James Ward-Prowse,Adam Armstrong,Che Adams,Nathan Redmond,Valentino Livramento,Mohammed Salisu,Mohamed Elyounoussi,Jan Bednarek,Fraser Forster,Lyanco,Shane Long,Romain Perraud,Stuart Armstrong,Nathan Tella,Ibrahima Diallo,Theo Walcott
95,95,10,Sat,2021-10-30,15:00,Manchester City,0.7,0.7,Crystal Palace,"53,014",Etihad Stadium,Andre Marriner,/en/matches/eb6c294f/Manchester-City-Crystal-Palace-October-30-2021-Premier-League,0,2,4-3-3,4-3-3,11.0,11.0,7.0,1.0,32.0,4.0,807.0,477.0,16.0,21.0,6.0,11.0,13.0,14.0,3.0,32.0,2.0,5.0,5.0,14.0,34.0,13.0,73.0,73.0,2.0,1.0,0.0,3.0,0.0,0.0,Ederson,Kyle Walker,Rúben Dias,Gabriel Jesus,Jack Grealish,Aymeric Laporte,Rodri,Kevin De Bruyne,Bernardo Silva,João Cancelo,Phil Foden,Zack Steffen,John Stones,Nathan Aké,Raheem Sterling,İlkay Gündoğan,Oleksandr Zinchenko,Fernandinho,Riyad Mahrez,Vicente Guaita,Joel Ward,Tyrick Mitchell,Marc Guéhi,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Joachim Andersen,James McArthur,Odsonne Édouard,Conor Gallagher,Jack Butland,Luka Milivojević,James Tomkins,Michael Olise,Jean-Philippe Mateta,Jeffrey Schlupp,Nathaniel Clyne,Christian Benteke
96,96,10,Sat,2021-10-30,17:30,Tottenham,1.0,1.5,Manchester Utd,"60,356",Tottenham Hotspur Stadium,Stuart Attwell,/en/matches/5a2b8c26/Tottenham-Hotspur-Manchester-United-October-30-2021-Premier-League,0,3,4-2-3-1,3-5-2,12.0,14.0,10.0,1.0,29.0,8.0,715.0,568.0,19.0,17.0,10.0,7.0,17.0,12.0,6.0,33.0,4.0,1.0,5.0,6.0,16.0,17.0,45.0,57.0,2.0,0.0,0.0,3.0,0.0,0.0,Hugo Lloris,Cristian Romero,Pierre Højbjerg,Son Heung-min,Harry Kane,Emerson,Eric Dier,Giovani Lo Celso,Lucas Moura,Oliver Skipp,Ben Davies,Pierluigi Gollini,Matt Doherty,Sergio Reguilón,Davinson Sánchez,Joe Rodon,Dele Alli,Steven Bergwijn,Japhet Tanganga,David de Gea,Victor Lindelöf,Harry Maguire,Cristiano Ronaldo,Fred,Bruno Fernandes,Raphaël Varane,Edinson Cavani,Luke Shaw,Aaron Wan-Bissaka,Scott McTominay,Dean Henderson,Eric Bailly,Marcus Rashford,Mason Greenwood,Jesse Lingard,Diogo Dalot,Jadon Sancho,Nemanja Matić
97,97,10,Sun,2021-10-31,14:00,Norwich City,0.8,0.7,Leeds United,"26,913",Carrow Road,Anthony Taylor,/en/matches/52daf8d4/Norwich-City-Leeds-United-October-31-2021-Premier-League,1,2,4-4-2,3-3-3-1,14.0,23.0,5.0,0.0,18.0,7.0,469.0,514.0,17.0,21.0,7.0,7.0,20.0,21.0,8.0,22.0,0.0,0.0,3.0,9.0,24.0,24.0,78.0,59.0,1.0,0.0,0.0,4.0,0.0,0.0,Tim Krul,Max Aarons,Grant Hanley,Kieran Dowell,Ozan Kabak,Mathias Normann,Milot Rashica,Teemu Pukki,Kenny McLean,Josh Sargent,Andrew Omobamidele,Angus Gunn,Lukas Rupp,Billy Gilmour,Przemysław Płacheta,Christos Tzolis,Pierre Lees-Melou,Brandon Williams,Dimitris Giannoulis,Illan Meslier,Liam Cooper,Raphinha,Diego Llorente,Stuart Dallas,Rodrigo,Daniel James,Pascal Struijk,Jack Harrison,Kalvin Phillips,Jamie Shackleton,Kristoffer Klaesson,Adam Forshaw,Tyler Roberts,Joe Gelhardt,Leo Fuhr Hjelde,Charlie Cresswell,Cody Drameh,Crysencio Summerville
98,98,10,Sun,2021-10-31,16:30,Aston Villa,0.7,2.3,West Ham,"41,874",Villa Park,Chris Kavanagh,/en/matches/a62478a2/Aston-Villa-West-Ham-United-October-31-2021-Premier-League,1,4,4-3-3,4-2-3-1,7.0,13.0,3.0,6.0,15.0,16.0,483.0,631.0,16.0,20.0,5.0,13.0,25.0,16.0,14.0,23.0,2.0,0.0,7.0,7.0,21.0,21.0,73.0,67.0,1.0,1.0,0.0,2.0,0.0,0.0,Emiliano Martínez,Matty Cash,Matt Targett,Ezri Konsa,John McGinn,Emi Buendía,Ollie Watkins,Marvelous Nakamba,Kortney Hause,Leon Bailey,Jacob Ramsey,Jed Steer,Tyrone Mings,Axel Tuanzebe,Ashley Young,Anwar El Ghazi,Carney Chukwuemeka,Cameron Archer,Keinan Davis,Łukasz Fabiański,Aaron Cresswell,Kurt Zouma,Pablo Fornals,Michail Antonio,Jarrod Bowen,Angelo Ogbonna,Saïd Benrahma,Tomáš Souček,Ben Johnson,Declan Rice,Alphonse Areola,Vladimír Coufal,Andriy Yarmolenko,Manuel Lanzini,Nikola Vlašić,Craig Dawson,Mark Noble,Issa Diop
