Unnamed: 0.1,Unnamed: 0,Matchday,Day,Date_x,Time_x,home,xG_home,xG_away,away,Assistance,Venue,Referee_x,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date_y,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee_y,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Season,Time_y,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA,AvgAHH,AvgAHA,B365CH,B365CD,B365CA,BWCH,BWCD,BWCA,IWCH,IWCD,IWCA,WHCH,WHCD,WHCA,VCCH,VCCD,VCCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,B365C>2.5,B365C<2.5,PC>2.5,PC<2.5,MaxC>2.5,MaxC<2.5,AvgC>2.5,AvgC<2.5,AHCh,B365CAHH,B365CAHA,PCAHH,PCAHA,MaxCAHH,MaxCAHA,AvgCAHH,AvgCAHA
337,337,35,Sat,2019-04-20,15:00,West Ham,1.2,0.9,Leicester,"59,960",London Stadium,Lee Probert,/en/matches/2e2b870b/West-Ham-United-Leicester-City-April-20-2019-Premier-League,2,2,4-1-4-1,4-4-1-1,8.0,9.0,6.0,8.0,21.0,20.0,567.0,596.0,19.0,27.0,10.0,8.0,9.0,15.0,24.0,27.0,1.0,2.0,6.0,7.0,23.0,22.0,56.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,Łukasz Fabiański,Fabián Balbuena,Pablo Zabaleta,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Mark Noble,Angelo Ogbonna,Arthur Masuaku,Michail Antonio,Declan Rice,Adrián,Pedro Obiang,Jack Wilshere,Issa Diop,Ryan Fredericks,Lucas Pérez,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Demarai Gray,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Youri Tielemans,Wilfred Ndidi,Danny Ward,Çağlar Söyüncü,Kelechi Iheanacho,Harvey Barnes,Shinji Okazaki,Nampalys Mendy,E0,20/04/2019,2.0,2.0,D,1.0,0.0,H,L Probert,11.0,11.0,3.0,5.0,8.0,9.0,6.0,8.0,2.0,0.0,0.0,0.0,3.3,3.5,2.3,3.1,3.4,2.3,3.1,3.4,2.3,,,,3.21,3.5,2.35,3.1,3.4,2.3,3.2,3.5,2.3,34.0,3.3,3.13,3.55,3.45,2.4,2.3,33.0,1.76,1.71,2.23,2.14,18.0,0.25,1.92,1.88,2.03,1.99,3.29,3.64,2.25,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,338,35,Sat,2019-04-20,15:00,Bournemouth,2.2,2.5,Fulham,"10,511",Vitality Stadium,David Coote,/en/matches/935a3490/Bournemouth-Fulham-April-20-2019-Premier-League,0,1,4-4-2,4-2-3-1,11.0,18.0,3.0,7.0,11.0,17.0,594.0,605.0,21.0,14.0,7.0,14.0,19.0,20.0,22.0,11.0,1.0,0.0,9.0,11.0,19.0,23.0,47.0,77.0,1.0,0.0,0.0,3.0,0.0,0.0,Artur Boruc,Steve Cook,Dan Gosling,Nathan Aké,Jefferson Lerma,Callum Wilson,Joshua King,Junior Stanislas,David Brooks,Ryan Fraser,Chris Mepham,Asmir Begović,Lys Mousset,Emerson Hyndman,Jack Simpson,Dominic Solanke,Sam Surridge,Sergio Rico,Ryan Sessegnon,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Ryan Babel,Tim Ream,Maxime Le Marchand,Joe Bryan,Jean Seri,Andre-Frank Zambo Anguissa,Fabricio,Neeskens Kebano,Floyd Ayité,André Schürrle,Håvard Nordtveit,Cyrus Christie,E0,20/04/2019,0.0,1.0,A,0.0,0.0,D,D Coote,15.0,17.0,5.0,5.0,11.0,18.0,3.0,7.0,1.0,3.0,0.0,0.0,1.65,4.4,5.25,1.62,4.25,5.0,1.67,4.15,4.65,,,,1.68,4.32,5.05,1.65,4.2,5.0,1.67,4.33,5.2,33.0,1.7,1.66,4.4,4.22,5.25,4.9,31.0,1.58,1.54,2.6,2.46,19.0,-1.0,2.19,2.11,1.81,1.77,1.76,4.09,4.66,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339,35,Sat,2019-04-20,15:00,Huddersfield,1.0,0.9,Watford,"23,957",The John Smith's Stadium,Roger East,/en/matches/d0b13a22/Huddersfield-Town-Watford-April-20-2019-Premier-League,1,2,4-4-1-1,4-2-2-2,15.0,9.0,2.0,2.0,14.0,10.0,529.0,597.0,15.0,16.0,12.0,7.0,12.0,10.0,17.0,14.0,1.0,2.0,5.0,7.0,21.0,19.0,61.0,62.0,2.0,0.0,0.0,2.0,0.0,0.0,Jonas Lössl,Tommy Smith,Terence Kongolo,Jonathan Hogg,Juninho Bacuna,Elias Kachunga,Aaron Mooy,Isaac Mbenza,Steve Mounié,Christopher Schindler,Erik Durm,Joel Coleman,Chris Löwe,Karlan Grant,Alex Pritchard,Jon Gorenc Stanković,Florent Hadergjonaj,Ben Foster,Adrian Mariappa,Gerard Deulofeu,Adam Masina,Ken Sema,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,Kiko Femenía,Étienne Capoue,Heurelho Gomes,Daryl Janmaat,Miguel Britos,Isaac Success,Nathaniel Chalobah,Marc Navarro,E0,20/04/2019,1.0,2.0,A,0.0,1.0,A,R East,13.0,11.0,3.0,6.0,15.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,4.4,3.9,1.85,4.4,3.75,1.8,4.2,3.65,1.85,,,,4.34,3.81,1.87,4.4,3.6,1.83,4.6,3.8,1.85,34.0,4.6,4.34,3.9,3.69,1.89,1.85,32.0,1.9,1.83,2.05,1.99,18.0,0.75,1.84,1.79,2.13,2.09,4.08,3.54,2.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,35,Sat,2019-04-20,15:00,Wolves,2.7,0.2,Brighton,"31,096",Molineux Stadium,Craig Pawson,/en/matches/f6e97df8/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-20-2019-Premier-League,0,0,3-5-2,4-3-3,0.0,8.0,14.0,1.0,38.0,8.0,784.0,451.0,12.0,24.0,6.0,9.0,20.0,26.0,9.0,40.0,0.0,1.0,2.0,15.0,22.0,18.0,72.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Morgan Gibbs-White,Diogo Jota,Jonny Castro,João Moutinho,John Ruddy,Ivan Cavaleiro,Hélder Costa,Romain Saïss,Rúben Vinagre,Leander Dendoncker,Mathew Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Pascal Groß,Glenn Murray,José Izquierdo,Solly March,Davy Pröpper,David Button,Beram Kayal,Jürgen Locadia,Florin Andone,Alireza Jahanbakhsh,Bernardo,E0,20/04/2019,0.0,0.0,D,0.0,0.0,D,C Pawson,22.0,5.0,5.0,0.0,0.0,8.0,14.0,1.0,0.0,1.0,0.0,0.0,1.75,3.5,6.0,1.72,3.5,5.5,1.77,3.45,5.2,,,,1.77,3.5,5.79,1.75,3.4,5.5,1.8,3.5,5.75,34.0,1.8,1.76,3.6,3.44,6.0,5.46,33.0,2.45,2.38,1.65,1.59,21.0,-1.0,2.57,2.47,1.61,1.57,1.96,3.17,5.02,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,35,Sat,2019-04-20,17:30,Newcastle,1.4,1.2,Southampton,"52,191",St. James' Park,Anthony Taylor,/en/matches/deab42c4/Newcastle-United-Southampton-April-20-2019-Premier-League,3,1,5-4-1,3-4-3,5.0,11.0,4.0,11.0,16.0,22.0,492.0,597.0,22.0,14.0,14.0,14.0,36.0,19.0,31.0,19.0,0.0,2.0,9.0,6.0,28.0,26.0,76.0,71.0,0.0,0.0,0.0,2.0,0.0,0.0,Martin Dúbravka,Paul Dummett,Ki Sung-yueng,Fabian Schär,Jamaal Lascelles,Salomón Rondón,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Javier Manquillo,Miguel Almirón,Karl Darlow,Jonjo Shelvey,Mohamed Diamé,Yoshinori Mutō,Federico Fernández,DeAndre Yedlin,Angus Gunn,Maya Yoshida,Jack Stephens,Danny Ings,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Josh Sims,Fraser Forster,Shane Long,Charlie Austin,Stuart Armstrong,Mario Lemina,Callum Slattery,E0,20/04/2019,3.0,1.0,H,2.0,0.0,H,A Taylor,15.0,15.0,6.0,3.0,5.0,11.0,4.0,11.0,0.0,2.0,0.0,0.0,2.55,3.2,3.1,2.45,3.1,3.1,2.45,3.1,3.15,,,,2.59,3.1,3.24,2.5,3.1,3.1,2.5,3.13,3.2,35.0,2.59,2.48,3.25,3.12,3.26,3.16,34.0,2.45,2.34,1.65,1.6,19.0,-0.25,2.17,2.11,1.85,1.79,2.52,3.06,3.38,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342,35,Sun,2019-04-21,13:30,Everton,1.6,0.3,Chelsea,"39,395",Goodison Park,Paul Tierney,/en/matches/225a548e/Everton-Manchester-United-April-21-2019-Premier-League,4,0,4-2-3-1,4-3-3,11.0,7.0,10.0,2.0,26.0,14.0,556.0,570.0,17.0,12.0,13.0,8.0,21.0,25.0,26.0,24.0,1.0,1.0,6.0,8.0,24.0,30.0,80.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,Jordan Pickford,Michael Keane,Kurt Zouma,Gylfi Sigurðsson,Lucas Digne,Idrissa Gana Gueye,Morgan Schneiderlin,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Phil Jagielka,Theo Walcott,Cenk Tosun,James McCarthy,Tom Davies,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Romelu Lukaku,Marcus Rashford,Anthony Martial,Chris Smalling,Fred,Diogo Dalot,Nemanja Matić,Sergio Romero,Alexis Sánchez,Juan Mata,Jesse Lingard,Andreas Pereira,Ashley Young,E0,17/03/2019,2.0,0.0,H,0.0,0.0,D,A Taylor,15.0,16.0,8.0,5.0,17.0,9.0,3.0,4.0,1.0,2.0,0.0,0.0,4.0,3.8,1.95,4.1,3.6,1.9,4.4,3.5,1.85,,,,4.12,3.64,1.99,4.0,3.5,1.95,4.2,3.6,1.95,35.0,4.4,4.0,3.8,3.57,2.0,1.95,34.0,2.0,1.92,1.95,1.89,20.0,0.75,1.72,1.68,2.31,2.25,4.68,3.75,1.85,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,343,35,Sun,2019-04-21,16:00,Arsenal,1.2,1.6,Crystal Palace,"59,929",Emirates Stadium,Jonathan Moss,/en/matches/e379285b/Arsenal-Crystal-Palace-April-21-2019-Premier-League,2,3,3-4-1-2,4-4-2,15.0,12.0,8.0,3.0,30.0,10.0,827.0,420.0,15.0,27.0,10.0,14.0,10.0,14.0,7.0,34.0,1.0,2.0,5.0,10.0,27.0,15.0,47.0,67.0,4.0,0.0,0.0,1.0,0.0,0.0,Bernd Leno,Mohamed Elneny,Laurent Koscielny,Alexandre Lacazette,Mesut Özil,Pierre-Emerick Aubameyang,Shkodran Mustafi,Carl Jenkinson,Konstantinos Mavropanos,Mattéo Guendouzi,Sead Kolašinac,Petr Čech,Henrikh Mkhitaryan,Lucas Torreira,Ainsley Maitland-Niles,Alex Iwobi,Nacho Monreal,Vicente Guaita,Joel Ward,Luka Milivojević,Scott Dann,Max Meyer,Cheikhou Kouyaté,Wilfried Zaha,Christian Benteke,James McArthur,Aaron Wan-Bissaka,Martin Kelly,Wayne Hennessey,Patrick van Aanholt,Andros Townsend,Jordan Ayew,Michy Batshuayi,Bakary Sako,E0,21/04/2019,2.0,3.0,A,0.0,1.0,A,J Moss,12.0,16.0,5.0,7.0,15.0,12.0,8.0,3.0,4.0,1.0,0.0,0.0,1.53,4.6,6.5,1.53,4.5,5.75,1.45,4.4,7.2,,,,1.56,4.55,6.23,1.52,4.33,6.5,1.53,4.4,6.5,33.0,1.56,1.54,4.77,4.44,7.2,6.03,31.0,1.61,1.58,2.51,2.38,20.0,-1.0,1.92,1.87,2.05,1.99,1.52,4.7,6.55,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,344,35,Sun,2019-04-21,16:00,Cardiff,1.1,3.0,Liverpool,"33,082",Cardiff City Stadium,Martin Atkinson,/en/matches/ea0a6f68/Cardiff-City-Liverpool-April-21-2019-Premier-League,0,2,4-1-4-1,4-3-3,6.0,5.0,5.0,10.0,9.0,20.0,318.0,764.0,15.0,15.0,7.0,8.0,17.0,25.0,30.0,18.0,4.0,2.0,14.0,5.0,14.0,20.0,80.0,61.0,1.0,0.0,0.0,1.0,0.0,0.0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Aron Gunnarsson,Nathaniel Mendez-Laing,Víctor Camarasa,Oumar Niasse,Junior Hoilett,Alex Smithies,Kenneth Zohore,Josh Murphy,Bobby Reid,Leandro Bacuna,Greg Cunningham,Alisson,Virgil van Dijk,Georginio Wijnaldum,Naby Keïta,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Joël Matip,Trent Alexander-Arnold,Simon Mignolet,Fabinho,James Milner,Joe Gomez,Daniel Sturridge,Xherdan Shaqiri,E0,21/04/2019,0.0,2.0,A,0.0,0.0,D,M Atkinson,7.0,17.0,2.0,6.0,6.0,5.0,5.0,10.0,1.0,1.0,0.0,0.0,17.0,7.5,1.2,16.5,6.25,1.2,13.0,7.0,1.2,,,,14.96,7.07,1.21,15.0,6.5,1.2,17.0,7.5,1.2,35.0,18.0,14.94,7.5,6.66,1.23,1.21,33.0,1.57,1.53,2.65,2.48,20.0,1.5,2.47,2.36,1.66,1.62,14.55,8.03,1.19,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345,35,Mon,2019-04-22,20:00,Chelsea,1.3,0.7,Burnley,"40,642",Stamford Bridge,Kevin Friend,/en/matches/9c5949d8/Chelsea-Burnley-April-22-2019-Premier-League,2,2,4-3-3,4-4-2,9.0,4.0,10.0,1.0,43.0,5.0,867.0,397.0,15.0,15.0,3.0,15.0,25.0,17.0,13.0,53.0,1.0,2.0,5.0,14.0,25.0,19.0,50.0,91.0,2.0,0.0,0.0,1.0,0.0,0.0,Kepa Arrizabalaga,Jorginho,N'Golo Kanté,Gonzalo Higuaín,Eden Hazard,Ruben Loftus-Cheek,Callum Hudson-Odoi,Andreas Christensen,César Azpilicueta,David Luiz,Emerson Palmieri,Willy Caballero,Ross Barkley,Pedro,Mateo Kovačić,Olivier Giroud,Davide Zappacosta,Tom Heaton,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Ashley Barnes,Chris Wood,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Joe Hart,Jóhann Berg Guðmundsson,Robbie Brady,Ben Gibson,Stephen Ward,Matěj Vydra,E0,22/04/2019,2.0,2.0,D,2.0,2.0,D,K Friend,22.0,6.0,9.0,3.0,9.0,4.0,10.0,1.0,2.0,1.0,0.0,0.0,1.25,6.25,15.0,1.26,6.0,11.0,1.25,6.1,11.0,,,,1.25,6.33,13.71,1.25,5.8,13.0,1.25,6.25,13.0,32.0,1.29,1.26,6.6,5.95,15.0,12.42,30.0,1.66,1.62,2.4,2.29,19.0,-1.5,1.84,1.77,2.15,2.1,1.24,6.46,14.91,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,346,31,Tue,2019-04-23,19:45,Watford,1.3,2.0,Southampton,"19,170",Vicarage Road Stadium,Mike Dean,/en/matches/704df4ec/Watford-Southampton-April-23-2019-Premier-League,1,1,4-2-2-2,3-4-3,10.0,14.0,3.0,4.0,12.0,12.0,758.0,526.0,14.0,21.0,11.0,23.0,15.0,16.0,13.0,27.0,4.0,5.0,7.0,4.0,28.0,18.0,79.0,91.0,5.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Gerard Deulofeu,Adam Masina,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Will Hughes,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Miguel Britos,Adrian Mariappa,Isaac Success,Ken Sema,Nathaniel Chalobah,Angus Gunn,Maya Yoshida,Jack Stephens,Shane Long,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Fraser Forster,Danny Ings,Charlie Austin,Mario Lemina,Josh Sims,Yan Valery,E0,23/04/2019,1.0,1.0,D,0.0,1.0,A,M Dean,15.0,8.0,4.0,4.0,10.0,14.0,3.0,4.0,5.0,2.0,0.0,0.0,2.25,3.5,3.4,2.2,3.4,3.4,2.25,3.4,3.2,,,,2.29,3.49,3.35,2.25,3.4,3.2,2.25,3.5,3.4,35.0,2.3,2.25,3.53,3.43,3.4,3.3,33.0,1.86,1.82,2.15,2.01,18.0,0.0,1.65,1.62,2.44,2.38,2.23,3.5,3.52,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347,33,Tue,2019-04-23,19:45,Tottenham,1.3,0.3,Brighton,"56,251",Tottenham Hotspur Stadium,Chris Kavanagh,/en/matches/407914e9/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-23-2019-Premier-League,1,0,4-3-3,4-3-3,7.0,13.0,6.0,3.0,26.0,9.0,869.0,355.0,15.0,18.0,5.0,13.0,23.0,25.0,10.0,39.0,2.0,1.0,6.0,19.0,15.0,20.0,43.0,77.0,1.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Victor Wanyama,Fernando Llorente,Dele Alli,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Davinson Sánchez,Vincent Janssen,Eric Dier,Juan Foyth,Ben Davies,Mathew Ryan,Shane Duffy,Lewis Dunk,Dale Stephens,Yves Bissouma,Jürgen Locadia,Florin Andone,Pascal Groß,Alireza Jahanbakhsh,Martín Montoya,Bernardo,David Button,Gaëtan Bong,Beram Kayal,Leon Balogun,Glenn Murray,Solly March,E0,23/04/2019,1.0,0.0,H,0.0,0.0,D,C Kavanagh,29.0,6.0,5.0,1.0,7.0,13.0,6.0,3.0,1.0,2.0,0.0,0.0,1.28,6.0,13.0,1.3,5.5,11.5,1.33,5.5,8.4,,,,1.29,5.63,12.65,1.27,5.5,12.0,1.3,5.75,12.0,34.0,1.33,1.29,6.0,5.53,13.8,11.88,33.0,1.76,1.71,2.25,2.15,19.0,-1.5,1.9,1.86,2.06,2.0,1.26,6.34,13.48,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348,31,Wed,2019-04-24,19:45,Wolves,1.2,0.8,Arsenal,"31,436",Molineux Stadium,Stuart Attwell,/en/matches/199f42bd/Wolverhampton-Wanderers-Arsenal-April-24-2019-Premier-League,3,1,3-5-2,4-2-3-1,12.0,9.0,5.0,5.0,9.0,16.0,419.0,804.0,15.0,7.0,22.0,4.0,14.0,16.0,21.0,4.0,1.0,3.0,11.0,6.0,14.0,23.0,59.0,48.0,2.0,0.0,0.0,3.0,0.0,0.0,Rui Patrício,Matt Doherty,Ryan Bennett,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Diogo Jota,Jonny Castro,João Moutinho,Leander Dendoncker,John Ruddy,Ivan Cavaleiro,Hélder Costa,Morgan Gibbs-White,Romain Saïss,Rúben Vinagre,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Henrikh Mkhitaryan,Alexandre Lacazette,Mesut Özil,Lucas Torreira,Ainsley Maitland-Niles,Alex Iwobi,Nacho Monreal,Granit Xhaka,Petr Čech,Mohamed Elneny,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Eddie Nketiah,E0,24/04/2019,3.0,1.0,H,3.0,0.0,H,S Attwell,11.0,11.0,3.0,1.0,12.0,9.0,5.0,5.0,2.0,3.0,0.0,0.0,2.9,3.5,2.55,2.85,3.4,2.45,2.85,3.35,2.5,,,,2.95,3.47,2.54,2.88,3.4,2.45,3.0,3.4,2.55,34.0,3.0,2.89,3.5,3.41,2.57,2.48,32.0,1.95,1.88,2.01,1.94,18.0,0.0,2.15,2.09,1.85,1.8,2.77,3.45,2.72,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349,31,Wed,2019-04-24,20:00,Chelsea,0.5,0.5,Man City,"74,431",Old Trafford,Andre Marriner,/en/matches/9bb5c776/Manchester-Derby-Manchester-United-Manchester-City-April-24-2019-Premier-League,0,2,5-3-2,4-3-3,10.0,10.0,1.0,1.0,8.0,8.0,535.0,827.0,13.0,14.0,10.0,16.0,8.0,12.0,13.0,11.0,0.0,2.0,9.0,10.0,18.0,10.0,68.0,64.0,2.0,0.0,0.0,2.0,0.0,0.0,David de Gea,Victor Lindelöf,Paul Pogba,Marcus Rashford,Chris Smalling,Jesse Lingard,Andreas Pereira,Fred,Ashley Young,Luke Shaw,Matteo Darmian,Sergio Romero,Alexis Sánchez,Juan Mata,Romelu Lukaku,Anthony Martial,Diogo Dalot,Ederson,Kyle Walker,Vincent Kompany,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Fernandinho,Oleksandr Zinchenko,Arijanet Muric,Danilo,Leroy Sané,Riyad Mahrez,Nicolás Otamendi,Gabriel Jesus,E0,08/12/2018,2.0,0.0,H,1.0,0.0,H,M Oliver,8.0,14.0,5.0,4.0,12.0,11.0,1.0,13.0,2.0,0.0,0.0,0.0,4.0,3.8,1.95,3.9,3.7,1.91,4.0,3.6,1.9,,,,4.0,3.75,1.99,3.8,3.7,1.95,3.9,3.8,2.0,38.0,4.2,3.85,3.8,3.67,2.0,1.95,35.0,1.75,1.69,2.26,2.17,20.0,0.75,1.73,1.7,2.31,2.24,3.56,3.47,2.22,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,36,Fri,2019-04-26,20:00,Liverpool,3.1,0.2,Huddersfield,"53,249",Anfield,Kevin Friend,/en/matches/89b55cfd/Liverpool-Huddersfield-Town-April-26-2019-Premier-League,5,0,4-3-3,4-1-4-1,5.0,14.0,4.0,4.0,14.0,8.0,888.0,450.0,19.0,23.0,11.0,12.0,11.0,9.0,12.0,21.0,2.0,4.0,1.0,14.0,25.0,22.0,50.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Naby Keïta,Sadio Mané,Mohamed Salah,Jordan Henderson,Daniel Sturridge,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,James Milner,Joe Gomez,Alex Oxlade-Chamberlain,Xherdan Shaqiri,Divock Origi,Jonas Lössl,Tommy Smith,Terence Kongolo,Jonathan Hogg,Juninho Bacuna,Karlan Grant,Isaac Mbenza,Steve Mounié,Christopher Schindler,Jon Gorenc Stanković,Erik Durm,Joel Coleman,Elias Kachunga,Adama Diakhaby,Chris Löwe,Alex Pritchard,Mathias Jørgensen,E0,26/04/2019,5.0,0.0,H,3.0,0.0,H,K Friend,21.0,5.0,7.0,1.0,5.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,1.07,15.0,41.0,1.05,14.0,34.0,1.07,12.0,26.0,,,,1.08,13.99,30.97,1.05,13.0,41.0,1.07,15.0,46.0,34.0,1.09,1.07,17.0,13.61,51.0,36.37,32.0,1.25,1.22,4.75,4.17,21.0,-3.0,1.93,1.89,2.02,1.97,1.08,14.1,34.97,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
