,Matchday,home,xG_home,xG_away,away,goals_home,goals_away,dif,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,result,home_Points,away_Points,B365H,B365D,B365A,Yellows_scored_home_MA5,Yellows_conceeded_home_MA5,Reds_scored_home_MA5,Reds_conceeded_home_MA5,Yellow_Reds_scored_home_MA5,Yellow_Reds_conceeded_home_MA5,Fouls_scored_home_MA5,Fouls_conceeded_home_MA5,Goals_scored_home_MA5,Goals_conceeded_home_MA5,Shoots_scored_home_MA5,Shoots_conceeded_home_MA5,SOT_scored_home_MA5,SOT_conceeded_home_MA5,Corners_scored_home_MA5,Corners_conceeded_home_MA5,Crosses_scored_home_MA5,Crosses_conceeded_home_MA5,Touches_scored_home_MA5,Touches_conceeded_home_MA5,Interceptions_scored_home_MA5,Interceptions_conceeded_home_MA5,Tackles_scored_home_MA5,Tackles_conceeded_home_MA5,Clearances_scored_home_MA5,Clearances_conceeded_home_MA5,Offsides_scored_home_MA5,Offsides_conceeded_home_MA5,Long Balls_scored_home_MA5,Long Balls_conceeded_home_MA5,Yellows_scored_away_MA5,Yellows_conceeded_away_MA5,Reds_scored_away_MA5,Reds_conceeded_away_MA5,Yellow_Reds_scored_away_MA5,Yellow_Reds_conceeded_away_MA5,Fouls_scored_away_MA5,Fouls_conceeded_away_MA5,Goals_scored_away_MA5,Goals_conceeded_away_MA5,Shoots_scored_away_MA5,Shoots_conceeded_away_MA5,SOT_scored_away_MA5,SOT_conceeded_away_MA5,Corners_scored_away_MA5,Corners_conceeded_away_MA5,Crosses_scored_away_MA5,Crosses_conceeded_away_MA5,Touches_scored_away_MA5,Touches_conceeded_away_MA5,Interceptions_scored_away_MA5,Interceptions_conceeded_away_MA5,Tackles_scored_away_MA5,Tackles_conceeded_away_MA5,Clearances_scored_away_MA5,Clearances_conceeded_away_MA5,Offsides_scored_away_MA5,Offsides_conceeded_away_MA5,Long Balls_scored_away_MA5,Long Balls_conceeded_away_MA5,Points_total_home_MA5,Points_total_away_MA5,Points_total_home_MA17,Points_total_away_MA17,Points_total_home_MA34,Points_total_away_MA34,season
860,11,Southampton,0.6,0.6,Aston Villa,1,0,1,12.0,12.0,10.0,8.0,24.0,23.0,0,3.0,0.0,2.8,3.6,2.37,1.6,2.4,0.0,0.0,0.0,0.0,11.8,10.0,1.6,2.0,,,,,5.0,4.6,21.2,19.0,523.6,642.4,9.6,11.0,14.6,18.2,24.2,20.8,2.4,1.2,69.2,75.8,2.2,2.0,0.2,0.0,0.0,0.0,10.4,13.4,1.2,2.4,12.6,13.8,3.0,4.6,5.2,6.0,19.4,16.8,496.8,594.6,10.4,10.0,14.4,13.2,15.8,24.6,1.4,1.0,74.2,65.2,1.4,0.6,0.8823529411764706,1.0588235294117647,1.2352941176470589,0.8823529411764706,2021
861,11,Man Utd,0.9,1.6,Man City,0,2,-2,9.0,12.0,1.0,9.0,9.0,19.0,2,0.0,3.0,3.0,3.7,2.2,3.0,1.0,0.2,0.0,0.0,0.0,12.0,9.4,1.2,2.2,13.4,10.0,4.8,3.4,5.0,4.6,19.0,16.4,639.2,612.4,8.4,10.8,11.0,14.2,18.8,17.2,3.0,2.2,60.4,62.6,2.6,2.8,0.2,0.0,0.2,0.0,10.4,14.4,1.0,2.4,16.8,7.4,5.8,2.2,5.2,3.4,16.2,11.8,585.2,625.8,7.2,8.8,12.2,19.2,12.0,18.0,0.6,1.6,66.4,59.6,0.8,0.8,2.0,1.2941176470588236,1.911764705882353,1.6176470588235294,2021
862,11,West Brom,2.5,1.2,Man City,1,2,-1,12.0,13.0,6.0,2.0,35.0,11.0,2,0.0,3.0,15.0,7.5,1.18,1.4,1.2,0.0,0.0,0.0,0.0,11.4,9.0,1.4,2.0,8.4,16.2,2.4,6.0,4.8,6.4,20.8,19.0,544.6,615.2,11.4,11.4,13.4,14.4,20.2,29.6,2.6,2.8,76.4,73.6,2.4,2.0,0.2,0.0,0.2,0.0,11.8,13.4,1.4,2.4,17.2,8.2,5.8,2.4,5.4,2.8,15.6,10.0,682.4,582.6,6.8,8.4,12.8,19.0,9.4,18.0,0.8,2.4,65.8,55.2,0.8,1.2,,1.2941176470588236,,1.6176470588235294,2021
863,11,Chelsea,1.8,0.7,Burnley,1,1,0,6.0,9.0,14.0,2.0,24.0,10.0,1,1.0,1.0,1.33,5.0,9.5,1.4,2.6,0.0,0.2,0.0,0.2,11.4,13.2,2.8,0.4,13.0,13.2,4.4,4.4,4.6,4.0,16.0,13.6,727.2,525.6,6.0,7.0,16.0,15.6,19.0,15.8,2.6,1.2,48.4,62.8,2.6,1.4,0.0,0.0,0.0,0.0,8.8,8.8,1.4,1.4,8.0,16.8,2.4,6.0,4.0,5.4,20.4,23.4,500.0,697.0,13.0,10.2,12.6,13.4,23.8,22.2,2.6,1.4,81.6,73.8,2.4,1.2,2.176470588235294,1.1176470588235294,1.911764705882353,1.2647058823529411,2021
864,11,Crystal Palace,1.9,0.3,Wolves,2,0,2,14.0,13.0,4.0,6.0,12.0,10.0,0,3.0,0.0,2.87,3.2,2.55,2.2,2.8,0.0,0.2,0.0,0.0,11.0,9.6,1.6,1.2,6.2,15.0,1.4,4.6,2.8,5.6,15.4,19.2,662.6,626.2,8.0,8.6,17.4,22.0,19.4,17.4,2.6,1.2,68.6,77.6,1.2,1.4,0.0,0.0,0.0,0.0,12.8,9.6,1.8,1.0,11.0,7.8,3.0,2.2,3.8,4.8,9.2,22.0,588.4,588.0,10.2,11.6,15.0,18.0,27.8,12.4,1.4,1.6,71.4,64.6,1.4,2.6,0.7647058823529411,1.5294117647058822,1.088235294117647,1.6176470588235294,2021
865,11,Brighton,1.5,0.3,Newcastle,1,1,0,16.0,10.0,2.0,5.0,17.0,18.0,1,1.0,1.0,1.66,3.5,6.0,3.0,2.2,0.0,0.0,0.0,0.0,9.4,7.2,0.8,1.4,14.0,9.4,3.2,3.0,5.4,6.0,19.0,16.0,671.8,617.8,11.2,11.0,20.0,10.2,15.4,18.0,1.6,0.8,72.4,63.8,3.6,2.0,0.0,0.0,0.2,0.0,10.6,12.6,1.0,2.0,10.6,13.6,3.6,4.4,3.8,3.8,15.8,17.2,451.0,725.6,8.2,6.8,18.0,17.6,22.4,18.0,1.2,2.0,67.8,52.8,0.8,0.4,1.411764705882353,0.5294117647058824,1.2352941176470589,0.9411764705882353,2021
866,11,Everton,0.6,0.7,Tottenham,0,0,0,13.0,17.0,4.0,2.0,15.0,12.0,1,1.0,1.0,3.4,3.5,2.1,1.6,2.0,0.0,0.0,0.0,0.0,8.2,9.0,1.2,1.8,6.4,13.4,1.8,5.0,4.0,6.4,21.6,20.8,525.8,715.2,10.0,9.4,21.6,11.6,23.8,20.2,1.2,1.0,70.6,72.2,1.4,2.8,0.0,0.0,0.0,0.2,8.8,12.8,1.2,2.0,10.8,15.4,3.6,3.8,6.4,3.4,19.8,14.6,698.2,532.0,10.2,9.2,17.8,21.8,15.0,20.2,1.8,1.0,58.2,66.6,0.8,1.2,1.2941176470588236,1.7058823529411764,1.4411764705882353,1.588235294117647,2021
867,11,Leeds,1.3,0.7,Leicester,1,1,0,12.0,5.0,10.0,5.0,31.0,10.0,1,1.0,1.0,2.5,3.6,2.62,2.4,2.2,0.0,0.0,0.0,0.0,14.4,13.2,1.0,1.0,10.8,17.2,5.0,5.2,3.6,5.2,15.2,14.6,598.6,474.4,8.6,7.8,19.4,18.0,15.8,19.2,1.0,0.4,64.8,69.6,1.6,2.0,0.0,0.0,0.0,0.0,8.2,12.8,2.0,1.8,12.0,9.6,5.0,3.2,4.8,4.4,14.0,18.0,648.4,589.8,9.0,9.0,17.6,14.0,22.2,18.0,1.4,2.6,73.0,73.2,1.4,1.6,,1.2352941176470589,,1.2941176470588236,2021
868,11,Arsenal,1.6,0.5,Southampton,1,0,1,6.0,19.0,4.0,2.0,25.0,15.0,0,3.0,0.0,2.25,3.5,3.1,1.2,2.2,0.0,0.0,0.0,0.0,10.4,8.6,2.0,0.8,12.0,10.8,3.2,3.2,5.6,5.2,13.8,17.8,569.2,641.0,8.6,8.4,13.4,15.4,18.6,15.0,1.0,2.0,65.4,70.0,2.0,2.8,0.0,0.0,0.0,0.0,13.4,10.4,1.8,1.0,,,,,6.8,4.4,24.6,19.8,561.2,551.2,10.2,12.4,14.6,19.0,22.8,23.4,0.8,1.2,68.6,74.4,2.2,2.0,1.7647058823529411,1.0588235294117647,1.588235294117647,1.2352941176470589,2021
869,11,West Ham,1.0,1.2,Liverpool,3,2,1,11.0,6.0,3.0,2.0,16.0,24.0,0,3.0,0.0,4.33,4.0,1.75,2.0,1.6,0.0,0.2,0.0,0.0,9.8,7.4,1.8,0.8,13.6,11.6,6.6,3.4,6.8,5.0,22.6,18.6,592.2,556.2,9.4,9.0,17.2,14.2,17.4,20.0,1.0,1.0,70.0,65.4,1.2,2.4,0.0,0.2,0.0,0.0,8.6,7.8,3.4,1.4,16.0,8.6,3.4,3.6,6.2,3.2,18.6,13.2,788.8,529.2,11.4,12.2,13.4,12.8,16.4,22.6,1.8,5.8,72.0,70.2,2.4,1.8,1.8823529411764706,2.0588235294117645,1.2647058823529411,2.3823529411764706,2021
870,12,Leicester,0.4,2.0,Chelsea,0,3,-3,15.0,8.0,3.0,5.0,6.0,12.0,2,0.0,3.0,2.87,3.4,2.45,1.4,1.4,0.0,0.0,0.0,0.0,7.2,13.6,1.8,1.6,11.2,8.6,5.4,3.0,4.2,5.8,11.0,21.8,605.0,627.4,9.4,10.4,20.8,13.8,26.6,14.4,1.6,2.0,70.0,69.6,1.0,3.0,0.0,0.2,0.0,0.2,10.2,13.0,3.0,0.4,15.0,9.8,5.6,3.2,6.6,1.8,17.4,10.4,774.8,459.0,5.4,8.4,15.0,15.8,14.6,17.2,2.2,1.2,50.0,64.6,1.6,2.6,1.2941176470588236,2.235294117647059,1.2352941176470589,1.8529411764705883,2021
871,12,Wolves,1.4,0.4,West Ham,1,0,1,6.0,9.0,7.0,3.0,25.0,23.0,0,3.0,0.0,2.87,3.2,2.55,1.4,1.8,0.0,0.0,0.0,0.0,13.8,10.0,1.6,1.4,10.2,8.6,3.0,2.0,4.0,4.6,10.0,19.2,586.0,600.4,10.2,12.0,19.0,21.0,22.6,12.6,1.4,1.2,72.6,64.0,1.8,1.2,0.0,0.2,0.0,0.0,10.8,6.6,2.0,1.0,11.4,11.8,5.4,3.0,6.0,4.4,21.6,20.8,582.6,609.8,10.8,10.6,15.8,12.2,22.2,19.8,1.4,0.6,70.4,65.0,2.0,2.4,1.3529411764705883,1.8823529411764706,1.5294117647058822,1.3529411764705883,2021
872,12,Southampton,2.7,1.4,Man Utd,4,1,3,7.0,5.0,8.0,3.0,23.0,12.0,0,3.0,0.0,5.0,3.8,1.7,2.4,3.0,0.0,0.0,0.2,0.0,14.0,8.8,1.6,1.2,,,,,5.6,5.0,24.0,23.0,550.2,563.6,10.4,10.8,13.2,19.2,25.4,24.6,1.2,1.4,72.2,70.6,2.8,1.0,0.2,0.0,0.0,0.0,12.0,9.2,1.2,2.4,12.0,11.6,4.2,4.2,4.2,5.4,16.6,16.2,630.6,711.4,7.8,9.0,12.2,14.8,19.2,15.4,3.4,1.8,54.2,58.6,1.4,0.8,1.0,1.8235294117647058,1.2352941176470589,1.8235294117647058,2021
873,12,Man City,0.5,1.0,Southampton,2,1,1,8.0,9.0,5.0,7.0,19.0,26.0,0,3.0,0.0,1.18,7.5,15.0,2.2,2.4,0.2,0.0,0.0,0.0,11.2,13.0,1.8,1.2,17.2,7.2,6.0,2.2,5.8,3.0,17.4,15.0,682.4,579.0,7.0,8.0,13.6,19.0,16.0,19.4,1.4,2.6,71.4,67.4,2.2,2.8,0.0,0.0,0.2,0.2,12.8,8.0,1.4,1.0,,,,,6.2,5.0,23.8,20.8,529.4,584.2,12.2,10.4,15.4,16.8,22.2,21.8,1.4,2.0,74.6,67.8,1.8,1.4,1.2941176470588236,1.1176470588235294,1.7058823529411764,1.3235294117647058,2021
874,12,Aston Villa,0.7,0.4,Brighton,2,0,2,7.0,13.0,5.0,6.0,19.0,24.0,0,3.0,0.0,2.15,3.6,3.2,2.2,2.0,0.2,0.0,0.0,0.0,10.2,14.0,1.0,2.6,12.2,14.6,3.4,4.6,5.8,7.0,20.0,17.4,507.0,601.4,9.6,11.0,17.0,13.6,16.8,25.8,1.2,0.6,72.4,62.4,2.8,2.6,0.2,0.0,0.0,0.0,10.6,6.8,0.8,1.4,12.2,9.8,3.8,3.0,4.8,5.8,18.4,15.8,689.4,581.6,10.4,10.4,17.2,11.4,17.6,17.4,1.8,0.8,68.0,60.8,0.0,0.8,1.0588235294117647,1.4705882352941178,0.8823529411764706,1.1764705882352942,2021
875,12,Newcastle,1.5,0.9,West Brom,3,3,0,13.0,11.0,8.0,2.0,31.0,11.0,1,1.0,1.0,2.45,3.2,3.0,3.8,1.8,0.0,0.2,0.2,0.0,10.2,12.0,1.0,2.0,10.4,12.8,3.4,4.0,3.6,3.2,16.4,17.6,443.4,783.2,8.2,6.6,18.2,18.0,19.6,20.4,1.2,2.0,62.0,52.8,1.6,1.6,0.0,0.0,0.0,0.0,12.2,10.2,1.0,1.8,7.2,14.6,2.0,6.2,5.6,4.6,25.2,16.0,607.2,574.6,9.0,11.2,14.4,15.4,16.2,35.0,2.2,2.6,83.0,73.6,0.4,0.6,0.4117647058823529,,0.8823529411764706,,2021
876,12,Burnley,1.5,1.9,Crystal Palace,3,3,0,14.0,15.0,3.0,6.0,24.0,20.0,1,1.0,1.0,2.75,3.1,2.75,2.6,1.2,0.0,0.0,0.0,0.0,9.0,8.0,1.2,1.2,5.0,17.8,1.4,6.4,3.8,6.6,20.0,23.2,494.0,708.2,13.8,9.6,13.4,11.6,22.4,20.2,2.6,1.4,79.0,72.2,2.2,2.2,0.0,0.2,0.0,0.0,11.4,10.2,1.8,1.0,8.2,12.2,1.6,4.8,2.4,5.8,14.0,17.2,677.4,588.8,8.2,7.8,19.6,22.6,19.0,16.8,2.6,1.4,67.2,76.0,1.2,1.8,1.0,0.9411764705882353,1.2941176470588236,1.088235294117647,2021
877,12,Liverpool,4.3,0.4,Arsenal,4,0,4,15.0,12.0,6.0,1.0,17.0,7.0,0,3.0,0.0,1.45,4.75,6.5,1.2,2.4,0.0,0.2,0.0,0.0,8.4,8.4,3.2,1.4,13.6,8.2,3.2,3.4,4.4,3.4,18.2,13.8,814.2,535.2,12.0,12.0,12.4,11.6,16.0,23.8,1.0,5.4,65.6,71.4,1.6,2.8,0.0,0.0,0.0,0.2,9.2,9.8,1.6,0.6,11.2,12.2,3.4,3.2,5.6,4.8,17.0,17.0,587.4,612.0,8.0,9.0,13.4,15.6,19.2,17.8,1.2,1.8,63.2,70.4,1.6,2.2,2.0588235294117645,1.7647058823529411,2.2941176470588234,1.6764705882352942,2021
878,12,Man City,2.5,0.2,Everton,3,0,3,5.0,7.0,7.0,1.0,25.0,13.0,0,3.0,0.0,1.44,5.0,6.5,2.2,2.4,0.2,0.0,0.0,0.0,11.6,12.8,1.4,1.2,19.0,5.6,7.2,2.2,5.6,3.0,19.8,16.2,639.6,597.2,8.0,8.2,15.4,17.8,16.8,20.8,1.2,2.4,73.6,70.0,1.6,2.2,0.2,0.0,0.0,0.0,8.4,10.6,0.8,1.8,9.4,12.6,2.8,4.2,3.6,6.0,19.8,20.4,528.2,721.6,11.2,7.6,22.4,12.4,23.8,19.8,1.2,1.4,73.4,68.2,1.8,0.4,1.4705882352941178,1.1764705882352942,1.7058823529411764,1.4705882352941178,2021
879,12,Tottenham,2.1,1.4,Leeds,2,1,1,11.0,12.0,4.0,8.0,17.0,21.0,0,3.0,0.0,1.75,4.1,4.2,2.0,2.8,0.0,0.2,0.0,0.2,9.6,13.0,1.0,1.4,12.0,16.4,3.6,4.6,6.0,3.4,18.4,15.8,711.0,535.6,10.2,10.2,18.2,21.8,17.0,19.4,1.4,0.8,52.0,67.6,2.0,2.0,0.0,0.0,0.0,0.0,14.8,13.0,1.0,0.8,10.4,15.4,4.4,5.2,4.6,4.8,18.8,12.4,613.4,479.0,11.4,8.2,18.6,21.6,15.2,23.8,0.8,0.8,67.2,67.2,1.4,1.6,1.7647058823529411,,1.6176470588235294,,2021
880,13,Arsenal,2.5,0.3,Newcastle,2,0,2,6.0,12.0,4.0,4.0,18.0,14.0,0,3.0,0.0,1.4,4.5,8.0,1.4,2.8,0.0,0.0,0.0,0.2,10.6,11.2,1.6,1.4,9.8,13.8,3.4,4.4,4.8,4.4,16.0,15.2,590.4,637.4,7.4,8.0,15.4,15.2,18.6,16.8,2.6,2.0,63.6,71.0,3.8,2.2,0.0,0.2,0.2,0.0,11.8,11.2,1.4,2.2,11.8,12.2,4.4,4.0,4.4,3.6,17.4,18.8,442.2,760.6,8.0,5.4,18.0,17.2,22.4,21.4,1.0,2.0,68.0,60.6,2.0,0.6,1.588235294117647,0.4117647058823529,1.588235294117647,0.8235294117647058,2021
881,13,Crystal Palace,1.0,0.5,Aston Villa,1,2,-1,12.0,10.0,7.0,3.0,30.0,9.0,2,0.0,3.0,3.0,3.6,2.25,2.4,2.0,0.0,0.2,0.0,0.0,11.4,10.8,2.0,1.2,10.4,10.8,2.4,5.0,3.4,5.8,13.8,20.2,659.6,572.6,8.0,6.4,17.6,19.6,22.6,14.4,2.2,1.4,65.6,77.2,2.6,2.2,0.2,0.0,0.0,0.0,8.8,14.4,1.2,2.2,11.2,14.0,3.4,4.4,5.2,7.2,18.4,20.0,509.2,628.8,9.0,9.2,16.0,14.0,19.8,23.0,1.2,0.6,66.6,63.4,1.8,0.6,1.0,1.2352941176470589,1.088235294117647,0.9705882352941176,2021
882,13,Liverpool,2.9,1.0,Southampton,4,0,4,7.0,14.0,5.0,7.0,16.0,14.0,0,3.0,0.0,1.25,6.0,11.0,1.0,1.8,0.0,0.2,0.0,0.0,9.4,8.4,3.6,1.0,16.2,7.4,4.2,3.0,5.0,2.8,17.8,12.4,838.8,504.8,9.4,12.0,11.8,13.0,14.8,23.6,1.0,6.0,65.4,66.8,2.4,2.8,0.0,0.0,0.2,0.2,12.6,7.4,1.2,1.0,,,,,6.4,5.6,23.6,21.0,550.8,591.2,12.6,10.0,15.2,17.6,21.0,22.4,1.4,1.8,77.0,67.8,2.0,1.2,2.0588235294117645,1.1176470588235294,2.2941176470588234,1.2352941176470589,2021
883,13,Man City,1.6,0.3,Wolves,0,0,0,11.0,10.0,4.0,3.0,22.0,9.0,1,1.0,1.0,1.18,7.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,10.4,12.0,2.0,0.8,20.6,6.8,8.2,2.8,5.6,3.0,18.4,18.0,679.0,577.0,8.4,7.2,15.2,17.2,17.8,18.2,0.8,1.8,68.8,67.6,1.6,1.6,0.0,0.0,0.0,0.0,12.0,10.8,1.4,1.2,11.0,9.4,3.4,2.8,5.4,4.4,14.0,18.6,594.8,616.6,10.4,12.2,17.4,20.6,20.8,16.2,1.0,1.2,75.2,63.4,2.4,2.0,1.6470588235294117,1.5294117647058822,1.7058823529411764,1.588235294117647,2021
884,13,Brighton,2.1,0.6,Leeds,0,0,0,12.0,14.0,6.0,1.0,19.0,11.0,1,1.0,1.0,2.05,3.5,3.5,3.0,3.0,0.2,0.0,0.0,0.0,11.6,7.2,0.8,1.8,11.0,10.6,4.0,3.2,4.4,5.8,18.0,17.2,709.6,580.6,9.2,10.0,17.2,13.0,19.4,17.6,1.6,0.8,67.2,59.8,2.8,1.6,0.0,0.0,0.0,0.0,15.2,12.0,1.0,1.2,11.8,16.8,4.0,5.6,5.0,5.0,17.8,13.6,621.6,511.6,13.6,10.2,19.8,21.2,16.4,22.0,1.0,1.6,66.2,62.4,0.6,1.0,1.2941176470588236,,1.1470588235294117,,2021
885,13,West Brom,1.2,1.0,Everton,1,0,1,8.0,11.0,3.0,3.0,11.0,30.0,0,3.0,0.0,4.33,3.6,1.83,1.4,1.6,0.0,0.0,0.0,0.0,11.8,9.6,1.2,2.2,8.6,14.2,2.2,6.4,4.8,4.2,24.0,15.6,620.2,568.0,8.4,11.6,17.6,15.0,17.8,35.6,2.4,2.2,88.0,76.0,1.6,2.2,0.2,0.0,0.0,0.0,8.0,9.6,0.6,2.2,9.6,13.0,3.2,4.6,3.6,5.4,19.4,19.8,519.6,749.6,10.6,8.0,22.0,14.0,21.2,18.4,1.2,1.0,71.4,66.0,0.2,0.2,,1.1764705882352942,,1.3823529411764706,2021
886,13,Leicester,2.1,2.8,Southampton,4,2,2,5.0,20.0,8.0,6.0,15.0,23.0,0,3.0,0.0,1.8,3.75,4.5,1.4,1.2,0.0,0.0,0.0,0.0,8.0,12.2,1.4,1.8,9.4,9.6,6.0,3.8,4.2,6.6,10.4,20.0,601.2,632.2,9.4,10.4,18.8,13.6,23.0,14.4,2.0,2.4,64.0,65.8,2.2,2.4,0.0,0.0,0.2,0.2,12.2,7.6,1.2,1.6,12.0,11.4,4.2,5.4,6.8,5.0,20.4,19.0,557.0,620.4,12.8,8.8,15.4,17.2,21.6,21.2,1.4,2.2,77.2,68.2,1.4,1.2,1.1176470588235294,1.1176470588235294,1.1470588235294117,1.2352941176470589,2021
887,13,Man City,2.1,0.2,West Ham,2,1,1,7.0,6.0,8.0,4.0,19.0,17.0,0,3.0,0.0,1.22,6.5,12.0,2.2,1.6,0.0,0.0,0.0,0.0,9.8,9.4,1.8,0.4,19.2,7.6,8.8,2.6,5.4,3.6,19.2,18.4,704.4,621.0,8.6,7.8,16.4,17.2,18.8,17.0,1.0,1.8,65.6,71.6,1.6,0.8,0.0,0.2,0.0,0.0,9.4,5.2,1.8,0.8,10.4,14.6,5.4,3.6,4.6,4.6,19.6,22.4,593.4,654.2,11.6,11.4,15.2,14.6,23.6,18.6,1.2,0.4,66.2,64.8,2.6,2.4,1.5294117647058822,1.8235294117647058,1.7352941176470589,1.3529411764705883,2021
888,13,Chelsea,2.7,0.9,Man Utd,1,1,0,13.0,14.0,15.0,2.0,37.0,8.0,1,1.0,1.0,,,,1.0,3.0,0.0,0.0,0.0,0.2,9.6,13.4,3.0,0.2,14.6,8.8,5.6,3.2,6.2,2.0,16.2,10.2,784.6,465.6,5.2,9.0,14.8,15.0,14.4,16.6,2.8,1.8,48.8,63.6,3.2,1.2,0.2,0.0,0.2,0.0,11.0,8.8,1.2,3.0,10.0,11.0,3.0,4.2,2.8,6.8,13.4,17.8,595.2,723.0,8.0,9.6,13.4,15.2,19.8,11.4,3.8,1.6,55.0,61.6,2.6,0.6,2.235294117647059,1.6470588235294117,1.9411764705882353,1.7352941176470589,2021
889,14,Newcastle,1.1,1.2,Man City,1,1,0,8.0,11.0,2.0,5.0,7.0,24.0,1,1.0,1.0,11.0,6.0,1.25,3.2,2.2,0.0,0.2,0.0,0.0,11.6,11.6,1.0,2.0,8.2,14.0,3.4,4.2,4.8,2.6,17.2,17.6,435.6,762.0,8.6,5.0,15.4,14.6,21.6,21.8,1.6,1.8,66.6,60.0,2.2,1.4,0.0,0.0,0.0,0.0,8.8,8.8,1.8,0.6,17.6,7.6,8.2,2.8,5.2,4.2,19.2,20.0,690.2,608.0,8.4,8.8,17.0,16.8,19.8,16.0,1.6,1.8,65.2,74.4,0.6,2.6,0.4117647058823529,1.6470588235294117,0.8235294117647058,1.7352941176470589,2021
890,14,Leeds,1.4,1.1,Crystal Palace,1,0,1,15.0,15.0,7.0,4.0,18.0,16.0,0,3.0,0.0,1.8,3.8,4.2,2.8,1.4,0.0,0.0,0.0,0.0,15.2,11.2,1.0,1.0,11.0,16.6,3.0,6.0,5.0,4.6,18.2,13.8,612.2,538.0,13.6,10.4,21.2,19.0,16.6,22.8,0.8,1.8,65.0,61.4,2.8,2.4,0.0,0.2,0.0,0.0,13.0,11.4,1.8,1.2,12.6,12.4,3.6,5.2,4.2,5.2,17.8,18.2,680.4,532.6,8.4,6.2,17.2,21.0,20.4,19.8,1.8,1.4,66.4,74.4,1.2,1.6,,1.0,,1.0588235294117647,2021
891,14,Southampton,1.5,1.5,Leicester,2,2,0,14.0,11.0,2.0,4.0,15.0,19.0,1,1.0,1.0,3.8,3.8,1.9,1.8,2.0,0.0,0.0,0.2,0.2,13.8,6.2,1.4,2.4,9.6,13.0,3.8,5.6,6.0,5.0,20.2,17.4,529.6,637.4,12.6,8.8,15.4,17.2,18.8,20.4,1.8,2.8,78.6,73.4,1.4,0.6,0.0,0.0,0.0,0.0,8.0,12.8,1.4,1.8,11.0,9.4,5.8,3.4,5.0,7.2,11.6,21.2,589.0,591.4,9.8,11.2,20.8,13.6,24.6,14.6,2.6,2.2,69.8,70.4,0.6,1.4,1.0588235294117647,1.2352941176470589,1.2352941176470589,1.2058823529411764,2021
892,14,West Ham,1.3,1.3,Brighton,1,1,0,10.0,8.0,9.0,5.0,25.0,18.0,1,1.0,1.0,2.3,3.4,3.1,1.2,1.2,0.0,0.2,0.0,0.0,10.0,6.0,1.8,1.2,10.0,14.6,5.0,3.8,3.6,4.8,17.2,19.8,543.4,723.8,11.8,10.4,15.8,13.8,23.4,15.6,1.6,1.2,65.0,60.2,2.2,3.0,0.2,0.0,0.0,0.0,11.2,9.0,0.8,1.8,13.4,9.6,4.8,2.4,4.8,4.4,18.2,15.0,693.0,599.8,9.8,11.4,15.6,16.8,17.6,17.2,2.0,1.0,64.0,63.0,1.8,0.6,1.8235294117647058,1.3529411764705883,1.2647058823529411,1.1470588235294117,2021
893,14,Wolves,0.7,0.2,Burnley,0,0,0,5.0,7.0,5.0,5.0,27.0,20.0,1,1.0,1.0,2.0,3.4,3.9,1.6,1.6,0.0,0.0,0.0,0.0,10.6,11.4,0.8,0.8,10.2,12.0,3.2,4.6,4.6,4.0,11.6,18.4,630.6,628.4,10.6,12.0,20.2,22.8,19.6,13.8,0.6,1.2,77.8,60.8,2.0,1.4,0.0,0.0,0.0,0.0,9.2,10.4,1.8,1.8,6.6,17.4,2.2,6.2,2.6,6.8,15.8,23.4,461.4,729.0,13.4,8.8,13.8,9.6,22.4,16.4,2.4,1.2,78.4,70.0,1.6,1.2,1.588235294117647,1.0,1.6176470588235294,1.3235294117647058,2021
894,14,Southampton,1.0,0.9,Chelsea,1,2,-1,18.0,16.0,6.0,0.0,30.0,8.0,2,0.0,3.0,5.0,3.8,1.7,1.2,1.8,0.0,0.0,0.0,0.2,12.8,7.2,1.8,2.6,8.0,15.8,3.8,6.6,6.0,5.0,20.2,16.2,535.2,626.8,13.4,8.8,14.8,15.0,17.6,19.4,1.4,2.6,77.4,77.4,1.2,3.8,0.0,0.0,0.0,0.2,10.6,13.6,3.0,0.4,,,,,8.2,1.4,20.4,6.6,793.0,447.6,5.6,10.0,14.0,16.0,7.0,21.6,2.4,1.8,53.0,59.2,0.8,2.2,1.0588235294117647,2.1176470588235294,1.1764705882352942,1.9705882352941178,2021
895,14,Aston Villa,0.8,1.0,Man City,1,2,-1,8.0,12.0,4.0,10.0,14.0,18.0,2,0.0,3.0,9.0,4.75,1.36,2.8,2.4,0.2,0.0,0.0,0.0,9.2,13.4,1.2,1.8,13.2,16.6,4.2,5.6,4.6,7.2,15.6,21.8,499.2,664.8,8.4,9.2,18.4,16.6,21.4,20.0,1.0,0.4,63.2,64.6,1.6,1.0,0.0,0.2,0.0,0.0,8.4,8.0,1.6,0.6,17.0,9.0,8.0,3.6,5.8,3.4,21.8,14.4,733.8,538.4,9.6,10.2,17.2,14.6,12.8,16.8,1.6,1.4,60.4,68.4,1.2,2.2,1.411764705882353,1.7058823529411764,1.0588235294117647,1.6764705882352942,2021
