,Matchday,home,xG_home,xG_away,away,goals_home,goals_away,dif,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,result,home_Points,away_Points,B365H,B365D,B365A,Yellows_scored_home_MA5,Yellows_conceeded_home_MA5,Reds_scored_home_MA5,Reds_conceeded_home_MA5,Yellow_Reds_scored_home_MA5,Yellow_Reds_conceeded_home_MA5,Fouls_scored_home_MA5,Fouls_conceeded_home_MA5,Goals_scored_home_MA5,Goals_conceeded_home_MA5,Shoots_scored_home_MA5,Shoots_conceeded_home_MA5,SOT_scored_home_MA5,SOT_conceeded_home_MA5,Corners_scored_home_MA5,Corners_conceeded_home_MA5,Crosses_scored_home_MA5,Crosses_conceeded_home_MA5,Touches_scored_home_MA5,Touches_conceeded_home_MA5,Interceptions_scored_home_MA5,Interceptions_conceeded_home_MA5,Tackles_scored_home_MA5,Tackles_conceeded_home_MA5,Clearances_scored_home_MA5,Clearances_conceeded_home_MA5,Offsides_scored_home_MA5,Offsides_conceeded_home_MA5,Long Balls_scored_home_MA5,Long Balls_conceeded_home_MA5,Yellows_scored_away_MA5,Yellows_conceeded_away_MA5,Reds_scored_away_MA5,Reds_conceeded_away_MA5,Yellow_Reds_scored_away_MA5,Yellow_Reds_conceeded_away_MA5,Fouls_scored_away_MA5,Fouls_conceeded_away_MA5,Goals_scored_away_MA5,Goals_conceeded_away_MA5,Shoots_scored_away_MA5,Shoots_conceeded_away_MA5,SOT_scored_away_MA5,SOT_conceeded_away_MA5,Corners_scored_away_MA5,Corners_conceeded_away_MA5,Crosses_scored_away_MA5,Crosses_conceeded_away_MA5,Touches_scored_away_MA5,Touches_conceeded_away_MA5,Interceptions_scored_away_MA5,Interceptions_conceeded_away_MA5,Tackles_scored_away_MA5,Tackles_conceeded_away_MA5,Clearances_scored_away_MA5,Clearances_conceeded_away_MA5,Offsides_scored_away_MA5,Offsides_conceeded_away_MA5,Long Balls_scored_away_MA5,Long Balls_conceeded_away_MA5,Points_total_home_MA5,Points_total_away_MA5,Points_total_home_MA17,Points_total_away_MA17,Points_total_home_MA34,Points_total_away_MA34,season
357,36,Leicester,3.3,0.6,Arsenal,3,0,3,13.0,13.0,8.0,6.0,24.0,14.0,0,3.0,0.0,2.75,3.6,2.6,0.6,2.2,0.2,0.0,0.0,0.0,8.4,10.4,2.0,1.0,13.6,10.6,5.4,3.2,4.8,5.4,19.0,20.8,679.8,557.6,9.4,13.2,16.6,16.8,25.0,21.8,2.4,2.4,69.0,68.0,2.6,1.2,0.0,0.2,0.0,0.0,10.4,10.8,1.2,1.4,11.2,12.8,3.6,4.0,5.8,5.0,18.8,13.6,794.4,462.0,9.4,16.2,13.6,18.2,14.8,23.8,2.4,2.0,53.2,66.4,2.0,1.2,1.3529411764705883,1.7058823529411764,1.411764705882353,1.9411764705882353,2019
358,36,Burnley,0.1,2.5,Man City,0,1,-1,5.0,7.0,0.0,6.0,11.0,24.0,2,0.0,3.0,23.0,9.0,1.14,1.6,2.0,0.0,0.2,0.0,0.0,9.6,10.2,2.0,1.0,9.8,12.6,3.2,3.6,5.0,5.0,21.0,22.8,481.0,622.4,6.6,6.8,13.8,11.6,28.0,27.0,3.0,1.2,88.8,75.4,0.6,1.8,0.0,0.0,0.0,0.0,9.4,7.4,2.0,0.2,20.0,6.8,6.4,2.6,8.4,2.2,20.6,8.0,824.0,460.6,9.8,12.0,15.6,19.0,12.0,24.4,1.6,1.6,64.6,66.4,2.0,3.0,1.6470588235294117,2.6470588235294117,1.1470588235294117,2.5294117647058822,2019
359,36,Man Utd,1.1,1.7,Chelsea,1,1,0,9.0,14.0,6.0,6.0,15.0,21.0,1,1.0,1.0,,,,1.8,1.4,0.0,0.0,0.2,0.0,11.2,8.0,1.0,2.0,15.2,11.8,5.8,3.8,2.8,6.0,12.4,18.2,578.4,656.2,9.0,13.4,15.2,15.6,22.4,20.2,2.6,2.6,63.6,69.0,1.6,0.8,0.0,0.0,0.0,0.0,9.0,6.6,1.8,1.0,16.4,8.2,5.2,3.2,6.6,3.4,19.6,12.2,741.8,532.4,8.4,13.8,17.2,20.4,17.2,26.4,1.4,1.8,47.8,84.2,1.2,2.0,2.0588235294117645,1.7647058823529411,1.7941176470588236,1.8823529411764706,2019
360,37,Everton,1.7,0.3,Burnley,2,0,2,8.0,9.0,8.0,1.0,23.0,12.0,0,3.0,0.0,1.66,4.0,5.75,0.8,2.0,0.0,0.0,0.0,0.0,11.6,8.0,1.4,0.4,17.0,9.2,5.4,2.6,8.2,4.8,24.4,14.0,629.4,573.8,13.2,11.0,21.6,19.4,20.6,27.2,1.6,2.0,77.0,67.2,1.6,2.0,0.0,0.0,0.0,0.0,8.8,9.6,1.8,0.8,7.6,15.8,2.8,4.2,3.2,5.6,15.6,24.4,434.0,686.2,8.4,8.2,14.6,11.8,32.4,23.0,2.6,1.6,90.0,72.4,2.0,2.0,1.3529411764705883,1.6470588235294117,1.3529411764705883,1.1470588235294117,2019
361,37,Bournemouth,1.7,0.7,Tottenham,1,0,1,11.0,12.0,10.0,6.0,35.0,11.0,0,3.0,0.0,4.0,4.0,1.9,2.0,2.0,0.0,0.2,0.0,0.0,10.0,11.6,1.8,1.8,11.2,15.2,4.2,4.0,2.2,6.4,12.0,22.0,607.4,595.0,10.4,11.4,16.6,17.0,28.4,16.2,0.8,1.8,53.0,84.6,1.2,1.4,0.0,0.0,0.0,0.0,7.8,9.8,1.4,0.4,20.2,9.8,5.6,2.8,4.8,3.6,16.0,13.6,782.6,525.4,6.8,14.2,18.6,16.8,15.8,23.0,2.0,2.0,54.2,75.8,0.8,1.8,0.9411764705882353,1.4705882352941178,1.0588235294117647,1.8823529411764706,2019
362,37,Wolves,2.0,0.5,Fulham,1,0,1,10.0,15.0,7.0,1.0,16.0,9.0,0,3.0,0.0,1.53,4.2,7.5,1.6,2.4,0.0,0.0,0.0,0.2,7.2,10.2,1.6,1.2,13.4,11.2,3.2,2.2,7.2,3.8,19.2,13.2,642.2,606.4,13.6,9.0,16.6,17.0,21.8,25.4,2.4,2.4,73.4,67.2,1.8,1.0,0.0,0.0,0.0,0.0,9.0,10.6,1.0,1.2,11.8,15.0,3.8,5.6,5.6,5.2,15.4,17.8,623.0,623.2,9.6,8.0,18.8,23.0,22.0,19.4,1.2,1.6,74.2,69.6,2.0,1.8,1.6470588235294117,0.8823529411764706,1.5588235294117647,0.7647058823529411,2019
363,37,West Ham,1.9,0.5,Southampton,3,0,3,2.0,11.0,2.0,7.0,7.0,22.0,0,3.0,0.0,2.3,3.75,3.1,1.4,0.8,0.0,0.0,0.0,0.0,7.0,9.6,0.8,1.6,9.6,14.8,3.0,6.4,6.4,5.8,19.4,17.2,589.4,638.4,12.6,11.4,20.8,20.8,22.0,22.4,2.0,3.2,68.2,59.2,1.8,2.6,0.0,0.0,0.0,0.0,10.8,7.8,1.8,2.2,13.8,14.6,4.2,4.4,7.0,4.8,17.2,17.0,511.6,681.0,16.6,11.2,19.8,16.6,28.4,22.4,2.0,1.8,78.8,73.2,0.8,1.0,1.1176470588235294,1.3529411764705883,1.3529411764705883,1.088235294117647,2019
364,37,Cardiff,1.9,1.6,Crystal Palace,2,3,-1,14.0,11.0,10.0,5.0,23.0,12.0,2,0.0,3.0,2.6,3.75,2.7,1.8,0.6,0.0,0.0,0.0,0.0,8.8,7.2,0.4,1.4,9.6,16.0,3.2,5.6,4.0,10.0,11.0,23.2,395.0,705.0,13.0,6.8,19.0,16.2,30.4,18.8,1.6,1.8,85.4,65.0,1.0,1.2,0.0,0.0,0.0,0.0,8.8,12.2,1.0,1.4,7.8,19.6,2.4,5.8,3.2,8.8,10.0,30.6,489.2,787.4,14.4,10.4,20.6,18.2,33.8,12.8,3.0,1.0,64.2,66.0,0.6,1.4,0.9411764705882353,1.411764705882353,0.8823529411764706,1.1764705882352942,2019
365,37,Newcastle,1.4,1.2,Liverpool,2,3,-1,10.0,4.0,2.0,3.0,18.0,14.0,2,0.0,3.0,9.5,5.25,1.36,1.4,2.0,0.0,0.0,0.0,0.0,9.4,9.6,1.0,1.0,11.2,9.2,3.6,3.0,4.4,6.0,17.4,22.0,529.6,709.6,15.2,9.8,20.2,13.4,27.4,22.0,1.6,2.8,75.6,65.0,1.0,1.0,0.0,0.0,0.0,0.0,5.4,9.0,2.8,0.4,16.8,8.0,5.6,1.8,7.6,4.2,21.2,11.6,764.4,482.2,9.8,9.8,16.4,20.0,16.2,29.2,2.2,3.0,69.0,75.8,1.4,3.0,1.4705882352941178,2.3529411764705883,1.2058823529411764,2.5,2019
366,37,Huddersfield,1.0,1.8,Man Utd,1,1,0,10.0,10.0,3.0,7.0,9.0,18.0,1,1.0,1.0,6.5,4.0,1.61,1.4,0.8,0.0,0.0,0.0,0.0,12.2,9.0,0.4,3.4,10.0,18.2,2.8,6.4,4.2,4.0,16.2,12.8,510.2,715.2,13.8,10.2,16.4,16.4,17.6,15.6,2.0,2.8,75.2,55.6,2.2,1.4,0.0,0.0,0.2,0.0,10.2,9.0,0.8,2.0,,,,,3.4,6.2,13.8,18.6,584.0,660.2,8.2,13.8,15.0,16.0,18.0,20.8,2.8,3.0,62.8,68.4,0.0,0.8,0.23529411764705882,1.9411764705882353,0.4117647058823529,1.8235294117647058,2019
367,37,Chelsea,2.3,1.7,Watford,3,0,3,6.0,12.0,6.0,6.0,20.0,15.0,0,3.0,0.0,1.4,5.25,8.0,1.4,1.0,0.0,0.0,0.0,0.0,9.0,6.8,1.6,1.0,,,,,6.4,4.2,21.2,13.4,709.4,577.4,9.4,12.2,18.2,18.0,17.2,24.4,2.2,2.4,47.6,76.8,3.0,1.6,0.2,0.0,0.0,0.0,10.6,10.6,1.6,1.2,12.4,13.6,4.2,4.8,4.2,3.8,16.6,15.4,626.0,626.2,10.4,13.8,16.4,17.6,18.6,25.6,2.6,3.0,64.0,72.8,1.6,1.4,1.6470588235294117,1.3529411764705883,1.8235294117647058,1.2941176470588236,2019
368,37,Arsenal,2.4,1.9,Brighton,1,1,0,9.0,14.0,16.0,3.0,41.0,16.0,1,1.0,1.0,1.4,5.0,9.0,2.8,1.8,0.0,0.2,0.2,0.0,10.8,11.4,0.8,2.0,11.0,17.0,3.0,6.2,5.8,6.2,18.0,16.4,714.2,529.8,10.2,14.2,14.2,18.6,15.6,24.4,2.6,2.0,57.0,65.2,1.4,1.8,0.2,0.0,0.0,0.0,9.8,7.2,0.2,1.8,8.4,16.8,1.2,4.2,4.0,5.8,17.8,17.6,548.0,678.2,9.0,11.6,18.0,20.2,25.2,21.6,1.6,0.4,82.8,67.0,0.6,0.4,1.6470588235294117,0.7647058823529411,1.9411764705882353,0.9411764705882353,2019
369,37,Man City,1.0,0.5,Leicester,1,0,1,12.0,5.0,11.0,0.0,25.0,7.0,0,3.0,0.0,1.12,8.5,17.0,0.8,1.6,0.0,0.0,0.0,0.0,8.4,7.6,1.8,0.2,20.2,6.2,6.4,2.6,7.4,2.2,21.4,8.6,812.4,440.6,10.8,12.2,15.0,18.2,14.4,26.4,2.0,1.2,63.6,71.0,1.0,2.6,0.0,0.0,0.0,0.2,9.0,11.2,2.2,0.8,16.6,9.2,7.0,3.0,5.8,4.8,20.6,16.0,742.6,520.0,10.0,15.0,18.0,17.6,21.8,23.6,2.6,2.2,65.2,66.6,3.0,2.0,2.823529411764706,1.3529411764705883,2.5294117647058822,1.411764705882353,2019
370,38,Southampton,0.6,0.7,Huddersfield,1,1,0,8.0,6.0,4.0,3.0,15.0,14.0,1,1.0,1.0,1.44,4.75,8.5,1.6,2.0,0.0,0.0,0.0,0.0,11.4,6.8,1.6,2.2,13.8,14.6,4.2,4.6,7.0,4.2,17.6,13.4,534.0,669.6,17.8,12.4,19.4,18.0,23.6,24.2,1.6,1.8,73.8,71.2,1.6,1.0,0.0,0.0,0.0,0.0,12.8,9.0,0.6,3.2,8.2,17.0,2.0,6.2,3.8,4.4,13.8,14.0,483.6,750.8,12.6,8.4,17.2,16.4,17.2,16.6,1.8,1.8,70.0,51.6,1.0,0.2,1.3529411764705883,0.29411764705882354,1.088235294117647,0.4117647058823529,2019
371,38,Brighton,0.5,1.6,Man City,1,4,-3,12.0,8.0,2.0,6.0,5.0,20.0,2,0.0,3.0,19.0,8.5,1.16,1.4,2.0,0.0,0.0,0.0,0.0,10.6,7.8,0.4,1.0,9.0,18.0,2.0,4.4,3.8,8.8,17.2,24.4,510.6,700.4,9.2,10.2,18.6,18.0,32.0,20.2,2.2,0.8,79.4,68.2,1.4,1.4,0.0,0.0,0.0,0.0,10.2,7.2,1.6,0.2,18.6,6.8,5.2,2.8,6.2,1.4,20.4,8.8,806.4,495.2,11.8,12.6,15.6,19.8,14.8,30.0,2.2,1.0,67.6,72.4,0.6,3.0,0.6470588235294118,2.823529411764706,0.9705882352941176,2.588235294117647,2019
372,38,Leicester,0.4,1.5,Chelsea,0,0,0,9.0,8.0,4.0,5.0,15.0,14.0,1,1.0,1.0,2.4,3.75,2.9,1.4,2.8,0.0,0.0,0.0,0.2,8.8,11.2,1.8,1.0,14.4,11.4,6.6,3.6,4.6,6.8,18.2,18.6,703.6,560.6,10.4,14.4,19.4,17.4,27.2,20.8,2.0,2.4,63.2,69.4,1.4,1.2,0.0,0.0,0.0,0.0,9.2,7.4,1.6,1.0,,,,,6.2,5.2,21.2,14.6,671.2,584.4,10.4,10.8,18.8,17.4,21.0,22.2,2.4,2.6,50.6,73.8,1.4,1.6,1.3529411764705883,1.6470588235294117,1.3235294117647058,1.8235294117647058,2019
373,38,Crystal Palace,2.8,1.6,Bournemouth,5,3,2,11.0,8.0,4.0,4.0,13.0,21.0,0,3.0,0.0,1.9,4.2,3.8,1.0,1.0,0.0,0.0,0.0,0.0,10.0,13.4,1.6,1.4,11.0,18.0,3.6,5.4,3.8,9.2,11.4,30.4,509.6,708.2,13.0,11.2,20.4,19.2,34.6,15.6,2.6,1.2,63.2,72.0,1.8,3.0,0.0,0.6,0.0,0.0,9.8,12.8,2.0,1.4,13.6,13.8,5.0,4.2,4.0,6.4,16.6,20.4,613.8,553.0,9.8,11.0,16.6,17.0,26.6,17.0,0.8,1.8,55.0,81.4,2.0,1.4,1.588235294117647,1.1176470588235294,1.2647058823529411,1.1176470588235294,2019
374,38,Burnley,1.7,2.7,Arsenal,1,3,-2,11.0,3.0,4.0,5.0,22.0,25.0,2,0.0,3.0,3.25,3.8,2.2,1.8,1.8,0.0,0.0,0.0,0.0,8.2,9.2,1.4,1.2,7.6,18.2,2.8,5.2,3.2,6.2,16.6,24.6,446.4,696.2,9.4,10.0,15.0,12.6,33.8,25.2,2.8,1.4,90.6,71.4,3.0,2.0,0.0,0.2,0.2,0.0,10.8,12.6,1.0,2.0,13.6,14.6,4.2,6.0,7.8,5.0,22.8,15.4,726.8,504.6,10.2,13.4,12.2,19.2,14.2,27.8,2.6,2.2,57.0,64.4,1.4,0.8,1.4705882352941178,1.7058823529411764,1.1470588235294117,1.8823529411764706,2019
375,38,Tottenham,0.6,2.0,Everton,2,2,0,10.0,13.0,7.0,4.0,13.0,18.0,1,1.0,1.0,2.2,3.5,3.5,2.0,1.6,0.4,0.0,0.0,0.0,8.6,11.0,1.0,0.6,17.2,12.8,4.6,3.8,4.4,5.2,13.4,19.6,723.0,540.8,7.0,13.4,18.4,16.4,18.8,21.0,2.6,1.4,54.8,72.6,0.6,2.2,0.0,0.0,0.0,0.0,10.4,8.4,1.4,0.4,17.6,9.6,4.8,2.6,8.0,4.2,24.8,13.0,653.6,560.0,12.2,10.4,20.8,18.2,20.8,29.2,1.2,2.0,76.2,72.2,1.2,2.0,1.4705882352941178,1.5294117647058822,1.7941176470588236,1.411764705882353,2019
376,38,Liverpool,1.6,1.3,Wolves,2,0,2,3.0,11.0,4.0,1.0,18.0,7.0,0,3.0,0.0,1.3,6.0,11.0,1.2,1.0,0.0,0.0,0.0,0.0,5.2,9.4,3.0,0.6,16.2,8.6,5.8,2.8,6.2,4.0,19.4,12.6,804.8,443.6,9.0,10.4,15.4,19.2,16.6,29.4,2.2,3.4,67.4,74.2,1.6,2.2,0.0,0.0,0.0,0.0,8.2,11.0,1.4,1.0,16.0,9.0,4.0,2.0,8.0,3.0,20.0,12.6,615.2,623.8,12.4,10.2,17.0,16.8,19.2,30.4,1.8,1.4,68.0,68.8,3.0,2.0,2.3529411764705883,1.6470588235294117,2.5,1.6176470588235294,2019
377,38,Man Utd,1.5,1.6,Cardiff,0,2,-2,9.0,6.0,11.0,2.0,17.0,5.0,2,0.0,3.0,1.18,8.0,19.0,1.6,1.4,0.0,0.0,0.0,0.0,10.0,10.0,0.8,1.8,,,,,3.8,6.2,15.0,18.0,607.6,624.8,8.6,12.8,15.2,16.2,20.0,19.4,2.0,2.6,61.4,63.6,1.2,0.6,0.0,0.0,0.0,0.0,10.2,8.8,0.8,1.6,12.4,14.8,4.6,4.8,5.2,7.6,14.4,19.6,427.0,669.8,13.2,7.2,20.4,17.2,29.2,23.0,1.6,2.0,91.0,70.4,1.0,0.6,1.8235294117647058,0.7647058823529411,1.8529411764705883,0.8529411764705882,2019
378,38,Fulham,0.7,2.1,Newcastle,0,4,-4,6.0,8.0,5.0,5.0,28.0,9.0,2,0.0,3.0,2.5,3.6,2.9,2.0,1.2,0.0,0.0,0.0,0.0,11.2,10.2,1.0,1.0,12.0,14.0,4.2,5.4,5.8,4.4,15.6,17.0,670.2,559.0,9.6,8.2,17.4,23.6,24.4,19.6,0.4,1.6,75.2,66.8,1.6,1.8,0.0,0.0,0.0,0.0,9.4,8.2,1.4,1.2,13.4,10.0,4.8,3.0,4.4,5.4,19.0,21.2,531.0,702.6,13.8,8.8,19.2,13.4,27.8,23.0,2.0,2.8,77.6,69.8,1.8,1.4,0.7058823529411765,1.411764705882353,0.6764705882352942,1.2058823529411764,2019
379,38,Watford,2.2,3.1,West Ham,1,4,-3,10.0,10.0,7.0,2.0,22.0,9.0,2,0.0,3.0,2.25,3.75,3.2,2.6,1.2,0.2,0.0,0.0,0.0,10.6,10.8,0.8,1.6,12.4,14.0,3.4,5.2,4.2,4.2,16.0,15.0,608.2,624.8,10.2,14.8,14.8,18.4,18.2,26.0,2.8,3.2,67.4,69.0,1.4,0.8,0.0,0.0,0.0,0.0,6.0,9.0,1.4,1.2,12.4,13.6,4.0,4.8,6.0,5.4,17.4,17.4,605.8,625.6,12.8,11.2,19.8,18.8,22.2,20.6,2.2,2.8,68.4,55.8,0.8,1.4,1.2941176470588236,1.2941176470588236,1.2058823529411764,1.4411764705882353,2019
430,6,Southampton,2.5,1.2,Bournemouth,1,3,-2,8.0,9.0,4.0,5.0,24.0,10.0,2,0.0,3.0,2.05,3.6,3.5,1.8,1.0,0.0,0.4,0.2,0.0,11.2,7.6,1.0,1.2,11.6,13.4,4.0,4.8,5.0,6.8,15.0,22.2,557.0,621.6,10.4,11.2,16.8,16.8,26.0,19.6,1.2,2.2,84.0,80.4,1.6,1.8,0.0,0.0,0.0,0.0,9.2,13.0,1.6,1.8,11.2,15.2,4.4,5.0,4.8,6.0,13.4,19.0,514.4,694.0,15.0,11.6,14.6,15.4,24.4,18.2,2.0,2.4,68.4,76.4,1.4,1.4,1.2941176470588236,1.1176470588235294,1.1764705882352942,1.0294117647058822,2020
431,6,Leicester,1.3,1.1,Tottenham,2,1,1,16.0,13.0,8.0,2.0,19.0,22.0,0,3.0,0.0,2.87,3.5,2.37,0.6,1.6,0.0,0.0,0.0,0.0,9.2,11.6,1.2,0.8,12.4,10.4,2.8,3.4,6.8,4.4,19.4,16.8,694.2,564.6,11.4,13.6,22.8,18.6,23.0,26.4,2.4,1.2,70.2,63.2,2.4,1.8,0.0,0.0,0.0,0.0,13.0,10.4,2.2,1.2,15.4,16.4,5.0,6.2,6.4,6.6,21.6,16.4,726.0,537.6,7.6,11.8,13.6,19.4,15.2,27.6,1.0,2.0,57.0,55.4,1.6,1.6,1.6470588235294117,1.1176470588235294,1.411764705882353,1.7058823529411764,2020
432,6,Man City,5.9,0.4,Watford,8,0,8,5.0,9.0,5.0,4.0,23.0,4.0,0,3.0,0.0,1.1,11.0,21.0,1.6,1.4,0.0,0.0,0.0,0.0,11.4,6.2,3.2,1.2,20.6,6.2,7.6,3.4,8.6,2.2,21.2,9.6,779.4,538.8,9.6,11.0,15.8,15.4,13.2,25.2,2.4,1.8,56.0,59.8,2.0,1.8,0.0,0.0,0.0,0.0,12.6,8.4,0.8,2.0,17.2,11.2,3.6,4.8,6.4,4.0,19.0,12.6,612.0,563.4,10.8,10.2,18.8,17.0,15.8,22.8,0.6,2.8,64.4,67.6,2.0,0.4,2.7058823529411766,0.8823529411764706,2.5,1.0588235294117647,2020
433,6,Everton,1.0,0.5,Sheffield United,0,2,-2,9.0,9.0,12.0,3.0,42.0,13.0,2,0.0,3.0,1.61,3.75,6.0,2.6,2.6,0.0,0.0,0.2,0.2,13.8,10.8,1.0,1.4,12.6,8.4,3.4,3.6,5.2,5.4,19.8,13.0,630.8,492.0,9.0,11.2,18.4,20.8,22.2,25.0,1.0,3.8,76.4,81.6,1.4,0.8,0.2,0.0,0.0,0.0,13.4,8.0,1.0,1.2,11.2,10.6,3.0,4.2,7.0,4.0,23.6,14.8,583.4,688.4,14.0,12.0,17.2,17.2,24.2,26.0,1.0,2.0,88.8,76.6,1.4,1.0,1.6470588235294117,,1.3529411764705883,,2020
434,6,Burnley,2.0,0.8,Norwich,2,0,2,11.0,10.0,7.0,3.0,25.0,10.0,0,3.0,0.0,2.0,3.8,3.5,1.0,0.4,0.0,0.0,0.0,0.0,9.0,12.6,1.2,1.4,11.0,14.6,3.2,5.2,4.8,5.6,18.8,16.4,457.4,671.8,10.6,9.2,16.0,12.0,23.2,23.8,2.8,2.0,86.2,86.4,1.6,1.4,0.0,0.0,0.0,0.0,9.0,10.4,1.8,2.4,9.6,18.2,4.8,6.8,3.0,9.6,8.8,26.2,614.8,654.0,10.0,10.8,14.4,21.0,32.0,8.8,2.2,0.6,56.0,61.8,1.0,1.2,1.0588235294117647,,1.088235294117647,,2020
435,6,Newcastle,0.9,1.4,Brighton,0,0,0,12.0,8.0,5.0,3.0,19.0,17.0,1,1.0,1.0,2.5,3.2,3.0,1.6,1.8,0.0,0.0,0.0,0.0,7.4,8.4,0.8,1.6,9.6,14.8,2.8,4.8,4.6,6.2,14.4,21.6,489.8,815.6,13.0,7.6,17.2,12.4,27.6,16.8,4.0,1.6,64.8,59.0,0.6,1.6,0.2,0.0,0.0,0.0,10.0,10.4,1.0,1.6,10.6,10.6,3.4,3.4,4.4,6.0,16.2,13.2,629.2,566.0,11.6,10.4,19.8,17.0,17.8,18.6,2.2,1.4,76.0,67.6,0.8,1.0,1.411764705882353,0.8235294117647058,1.3823529411764706,0.8823529411764706,2020
436,6,Crystal Palace,0.9,1.5,Wolves,1,1,0,7.0,10.0,6.0,7.0,9.0,22.0,1,1.0,1.0,2.62,3.1,2.87,2.4,3.6,0.0,0.0,0.0,0.4,14.2,14.6,0.6,1.2,9.6,14.2,3.6,3.6,5.4,4.8,14.6,19.4,510.4,659.6,12.8,12.6,20.0,14.6,22.6,21.8,1.4,0.2,64.4,72.0,2.2,1.4,0.0,0.0,0.2,0.0,11.8,9.0,1.2,2.0,11.0,14.6,3.4,4.6,5.0,6.6,16.2,20.8,560.8,696.0,10.8,9.4,16.2,19.8,23.4,25.2,1.2,0.8,74.8,72.2,1.4,0.6,1.7058823529411764,1.2352941176470589,1.4411764705882353,1.3235294117647058,2020
437,6,West Ham,0.4,0.9,Man Utd,2,0,2,8.0,9.0,3.0,7.0,13.0,20.0,0,3.0,0.0,5.5,4.33,1.57,2.0,1.2,0.0,0.0,0.2,0.0,11.0,11.8,1.2,1.4,12.0,14.2,5.0,4.8,5.2,4.2,14.4,17.6,570.6,642.2,10.8,11.0,21.4,17.6,14.0,15.4,2.6,2.6,65.6,56.2,2.0,3.0,0.0,0.0,0.0,0.2,10.4,15.8,1.6,0.8,,,,,4.6,4.2,17.8,16.4,670.0,552.0,8.4,14.8,17.2,23.6,19.2,19.0,0.8,0.6,60.8,68.2,1.6,1.6,1.588235294117647,1.3529411764705883,1.5588235294117647,1.7647058823529411,2020
438,6,Chelsea,1.3,0.6,Liverpool,1,2,-1,8.0,13.0,6.0,4.0,26.0,10.0,2,0.0,3.0,3.5,3.75,2.0,1.6,1.2,0.0,0.0,0.0,0.0,9.6,11.4,2.2,2.2,,,,,5.0,4.0,17.0,15.0,727.2,612.6,13.4,13.8,21.6,18.6,19.0,21.2,1.2,1.2,57.8,66.4,0.4,1.0,0.0,0.0,0.0,0.0,8.8,7.6,3.0,0.8,18.2,10.0,6.8,2.8,8.0,3.6,27.0,10.4,749.6,520.6,10.0,10.0,15.4,15.4,15.6,31.0,1.0,5.2,75.8,69.2,1.6,3.0,1.7647058823529411,2.764705882352941,1.7352941176470589,2.6176470588235294,2020
439,6,Arsenal,2.4,1.5,Aston Villa,3,2,1,13.0,15.0,9.0,4.0,20.0,25.0,0,3.0,0.0,1.4,4.75,8.0,2.4,2.2,0.0,0.0,0.0,0.0,8.4,12.8,1.6,1.6,13.8,19.2,5.2,5.6,5.8,6.2,13.6,21.0,672.2,568.0,8.8,10.2,15.0,19.4,21.2,19.6,3.0,1.0,53.6,65.8,2.0,2.2,0.0,0.0,0.2,0.2,11.6,14.2,0.8,1.2,11.2,18.0,4.2,3.6,2.8,8.4,15.4,24.8,528.8,619.2,11.6,7.2,17.2,17.4,28.0,15.6,3.2,1.8,68.0,63.2,1.6,0.8,1.6470588235294117,,1.6764705882352942,,2020
440,7,Sheffield United,1.3,1.9,Liverpool,0,1,-1,8.0,4.0,6.0,5.0,17.0,23.0,2,0.0,3.0,9.0,5.25,1.33,1.8,0.6,0.2,0.0,0.0,0.0,11.4,7.8,1.2,1.0,10.0,11.2,2.6,4.2,6.8,5.8,22.6,20.4,550.2,704.4,14.0,10.2,17.4,15.6,33.8,25.6,1.0,2.0,86.6,79.6,1.0,1.2,0.0,0.0,0.0,0.0,9.6,7.4,2.6,0.8,16.4,10.2,6.0,2.2,6.6,4.4,22.6,15.2,738.8,551.2,9.6,10.8,13.4,16.0,22.4,25.0,1.2,5.6,79.2,74.6,1.4,3.0,,2.8823529411764706,,2.6176470588235294,2020
441,7,Chelsea,3.7,0.6,Brighton,2,0,2,5.0,13.0,5.0,2.0,12.0,13.0,0,3.0,0.0,1.4,4.75,8.0,1.4,1.2,0.0,0.0,0.0,0.0,8.6,11.0,2.4,1.8,15.6,8.6,5.2,3.4,5.2,4.2,18.4,14.2,727.2,607.8,13.4,13.8,20.4,17.6,18.4,25.2,2.6,1.0,64.8,71.2,0.6,2.0,0.2,0.0,0.0,0.0,9.4,9.8,0.4,1.6,12.8,10.6,3.4,3.6,4.6,6.0,17.2,14.2,686.0,539.2,11.6,10.2,17.8,18.2,16.0,20.6,2.2,1.4,71.4,68.4,1.6,0.6,1.588235294117647,0.8823529411764706,1.6470588235294117,0.8235294117647058,2020
442,7,Tottenham,1.0,1.5,Southampton,2,1,1,5.0,16.0,6.0,6.0,9.0,25.0,0,3.0,0.0,1.4,4.75,8.0,2.6,2.0,0.0,0.0,0.0,0.0,13.0,11.8,1.8,1.4,11.4,18.2,4.4,6.8,4.0,8.2,18.4,18.6,707.8,563.0,8.2,12.4,13.8,18.2,19.0,23.2,1.4,2.6,57.8,59.6,2.0,1.6,0.0,0.4,0.2,0.0,10.4,8.2,1.2,1.2,14.4,12.6,4.6,4.6,4.4,7.4,17.8,21.4,595.0,616.8,10.2,11.4,21.4,14.2,25.4,22.2,1.2,1.6,78.8,76.2,1.0,1.4,1.1176470588235294,1.2941176470588236,1.7058823529411764,1.1470588235294117,2020
